iso_code,country,co2_acum_fosil_mt,co2_acum_total_mt,pct_calentamiento,aporte_temp_c,co2_pc_actual_t,poblacion,co2_acum_pc_t,continente,region,pais_es,vulnerabilidad,preparacion,cuadrante
EGY,Egypt,7471.49,7805.938,0.368,0.006,2.217,116538256,66.98176434011506,Africa,"Middle East, North Africa, Afghanistan & Pakistan",Egipto,0.468995783671781,0.377461868398211,"Baja responsabilidad, alta vulnerabilidad"
ERI,Eritrea,19.103,160.03,0.019,0,0.21,3535610,45.26234511159319,Africa,Sub-Saharan Africa,Eritrea,0.628631763174002,0.175832855098391,"Baja responsabilidad, alta vulnerabilidad"
ESP,Spain,15700.227,17728.5,0.612,0.01,4.599,47910533,370.0334538127555,Europe,Europe & Central Asia,España,0.323034973499402,0.557203675832471,"Alta responsabilidad, baja vulnerabilidad"
EST,Estonia,1668.452,1800.003,0.062,0.001,6.105,1360548,1322.9985270640948,Europe,Europe & Central Asia,Estonia,0.3605983790192,0.608752680573911,"Alta responsabilidad, baja vulnerabilidad"
ETH,Ethiopia,330.228,7353.446,0.517,0.009,0.135,132059770,55.68271094217414,Africa,Sub-Saharan Africa,Etiopía,0.507933731799742,0.262399611191278,"Baja responsabilidad, alta vulnerabilidad"
FIN,Finland,3324.779,6765.904,0.228,0.004,5.301,5617311,1204.4738131821437,Europe,Europe & Central Asia,Finlandia,0.305513983672894,0.727422161442255,"Alta responsabilidad, baja vulnerabilidad"
FJI,Fiji,54.066,98.947,0.007,0,1.556,928800,106.53208440999138,Oceania,East Asia & Pacific,Fiyi,0.488745940494656,0.437832950515247,"Baja responsabilidad, alta vulnerabilidad"
FRA,France,40047.566,35808.758,1.3,0.022,3.969,66548532,538.0848671462805,Europe,Europe & Central Asia,Francia,0.321209947161785,0.639418204668828,"Alta responsabilidad, baja vulnerabilidad"
GAB,Gabon,307.085,1071.79,0.072,0.001,2.126,2538953,422.1385744438751,Africa,Sub-Saharan Africa,Gabón,0.449536217743472,0.302032695505385,"Alta responsabilidad, alta vulnerabilidad"
GBR,United Kingdom,80079.445,79771.938,2.367,0.04,4.526,69138185,1153.8043412623574,Europe,Europe & Central Asia,RU,0.28150875662824,0.653486991996167,"Alta responsabilidad, baja vulnerabilidad"
GEO,Georgia,662.384,233.481,0.03,0.001,3.095,3807668,61.318633872490985,Asia,Europe & Central Asia,Georgia,0.413219260379206,0.518512358392842,"Baja responsabilidad, baja vulnerabilidad"
GHA,Ghana,426.536,2687.877,0.112,0.002,0.611,34427417,78.0737340823449,Africa,Sub-Saharan Africa,Ghana,0.454633705517705,0.356778020552939,"Baja responsabilidad, alta vulnerabilidad"
GIN,Guinea,105.936,2803.08,0.174,0.003,0.273,14754779,189.97776923666564,Africa,Sub-Saharan Africa,Guinea,0.473598046098685,0.28750864740896,"Baja responsabilidad, alta vulnerabilidad"
GMB,Gambia,17.677,73.955,0.006,0,0.291,2759999,26.795299563514334,Africa,Sub-Saharan Africa,Gambia,0.551328104364644,0.273013872693158,"Baja responsabilidad, alta vulnerabilidad"
GNB,Guinea-Bissau,8.285,238.994,0.013,0,0.155,2201360,108.56652251335538,Africa,Sub-Saharan Africa,Guinea-Bisáu,0.621615559058244,0.275681366287866,"Baja responsabilidad, alta vulnerabilidad"
GNQ,Equatorial Guinea,163.384,133.575,0.022,0,3.704,1892523,70.5803839636295,Africa,Sub-Saharan Africa,Guinea Ecuatorial,0.449854852679219,0.16091831161143,"Baja responsabilidad, alta vulnerabilidad"
GRC,Greece,4296.778,5287.402,0.179,0.003,5.311,10047813,526.2241644027412,Europe,Europe & Central Asia,Grecia,0.355585279739415,0.56390195167251,"Alta responsabilidad, baja vulnerabilidad"
GTM,Guatemala,515.766,4514.235,0.18,0.003,1.08,18406366,245.25400614113616,Americas,Latin America & Caribbean,Guatemala,0.455432679166548,0.328276188875971,"Baja responsabilidad, alta vulnerabilidad"
GUY,Guyana,117.342,624.342,0.034,0.001,5.427,831092,751.2309106573039,Americas,Latin America & Caribbean,Guyana,0.46666353595074,0.385140615862348,"Alta responsabilidad, alta vulnerabilidad"
HND,Honduras,310.24,3583.085,0.121,0.002,1.187,10825704,330.9793986608169,Americas,Latin America & Caribbean,Honduras,0.47093910103503,0.297501660806443,"Alta responsabilidad, alta vulnerabilidad"
HRV,Croatia,1184.689,1843.124,0.065,0.001,4.765,3875325,475.60501377303837,Europe,Europe & Central Asia,Croacia,0.398597553548534,0.5415587705709,"Alta responsabilidad, baja vulnerabilidad"
HTI,Haiti,88.844,815.294,0.043,0.001,0.252,11772562,69.25374442708393,Americas,Latin America & Caribbean,Haití,0.5344937638164,0.199891681118003,"Baja responsabilidad, alta vulnerabilidad"
HUN,Hungary,5183.893,5758.358,0.19,0.003,4.136,9676135,595.1093075902724,Europe,Europe & Central Asia,Hungría,0.380366757382679,0.528576122558212,"Alta responsabilidad, baja vulnerabilidad"
IDN,Indonesia,17419.934,86936.609,3.341,0.056,2.865,283487933,306.66775858851105,Asia,East Asia & Pacific,Indonesia,0.430901880625814,0.397848298877582,"Alta responsabilidad, baja vulnerabilidad"
IND,India,66072.531,105592.531,4.754,0.08,2.201,1450935785,72.77546814382278,Asia,South Asia,India,0.474859584632094,0.362081405787814,"Baja responsabilidad, alta vulnerabilidad"
IRL,Ireland,2366.426,2545.947,0.064,0.001,6.339,5255016,484.4794002530154,Europe,Europe & Central Asia,Irlanda,0.317435771967295,0.604529144009406,"Alta responsabilidad, baja vulnerabilidad"
IRN,Iran,21810.637,23454.725,1.062,0.018,8.656,91567737,256.1461686008468,Asia,"Middle East, North Africa, Afghanistan & Pakistan",Irán,0.428648407980709,0.378915815171718,"Alta responsabilidad, baja vulnerabilidad"
IRQ,Iraq,5350.744,5844.444,0.493,0.008,5.074,46042015,126.93718986886216,Asia,"Middle East, North Africa, Afghanistan & Pakistan",Irak,0.496947333807058,0.209932858738367,"Baja responsabilidad, alta vulnerabilidad"
ISL,Iceland,171.686,274.576,0.012,0,9.667,393404,697.9491820113675,Europe,Europe & Central Asia,Islandia,0.31480615888223,0.608533690395264,"Alta responsabilidad, baja vulnerabilidad"
ISR,Israel,2607.636,2648.493,0.099,0.002,5.607,9387015,282.1443238345736,Asia,"Middle East, North Africa, Afghanistan & Pakistan",Israel,0.344488030960562,0.53975324788924,"Alta responsabilidad, baja vulnerabilidad"
ITA,Italy,26005.943,26140.309,0.882,0.015,5.088,59342870,440.49620451454405,Europe,Europe & Central Asia,Italia,0.357393597123316,0.600606062923487,"Alta responsabilidad, baja vulnerabilidad"
JAM,Jamaica,485.202,658.866,0.023,0,2.959,2839182,232.0619107897979,Americas,Latin America & Caribbean,Jamaica,0.451296671461053,0.401846506495405,"Baja responsabilidad, alta vulnerabilidad"
JOR,Jordan,793.394,857.614,0.035,0.001,2.01,11552885,74.2337520022055,Asia,"Middle East, North Africa, Afghanistan & Pakistan",Jordania,0.428631907247517,0.427122487929933,"Baja responsabilidad, baja vulnerabilidad"
JPN,Japan,69612.281,74886.641,2.137,0.036,7.772,123753041,605.1297034389644,Asia,East Asia & Pacific,Japón,0.35311478817066,0.667479460064185,"Alta responsabilidad, baja vulnerabilidad"
KAZ,Kazakhstan,14937.44,18967.291,0.824,0.014,13.937,20592574,921.0743154304071,Asia,Europe & Central Asia,Kazajistán,0.355038964494091,0.483785972550386,"Alta responsabilidad, baja vulnerabilidad"
KEN,Kenya,551.307,3192.033,0.198,0.003,0.376,56432946,56.56328840248744,Africa,Sub-Saharan Africa,Kenia,0.481851096061834,0.267731788668047,"Baja responsabilidad, alta vulnerabilidad"
KGZ,Kyrgyzstan,883.216,1245.74,0.06,0.001,1.638,7186014,173.35618884126862,Asia,Europe & Central Asia,Kirguistán,0.343801369205769,0.371772651451534,"Baja responsabilidad, baja vulnerabilidad"
KHM,Cambodia,251.61,3511.238,0.184,0.003,1.241,17638804,199.06326982260248,Asia,East Asia & Pacific,Camboya,0.472346602660018,0.321304843329232,"Baja responsabilidad, alta vulnerabilidad"
KOR,South Korea,20707.549,20972.07,0.655,0.011,11.286,51717587,405.51137855677604,Asia,East Asia & Pacific,Corea del Sur,0.355877385957679,0.721696183894012,"Alta responsabilidad, baja vulnerabilidad"
KWT,Kuwait,3875.923,3875.93,0.209,0.004,26.248,4934508,785.4744586491703,Asia,"Middle East, North Africa, Afghanistan & Pakistan",Kuwait,0.435111126092237,0.418129739613392,"Alta responsabilidad, baja vulnerabilidad"
LAO,Laos,243.008,2639.207,0.114,0.002,3.14,7769823,339.6740183141881,Asia,East Asia & Pacific,Laos,0.451550049940917,0.298912046045877,"Alta responsabilidad, alta vulnerabilidad"
LBN,Lebanon,794.725,805.765,0.031,0.001,2.696,5805962,138.78234132431456,Asia,"Middle East, North Africa, Afghanistan & Pakistan",Líbano,0.45461976128072,0.329565770367288,"Baja responsabilidad, alta vulnerabilidad"
LBR,Liberia,52.521,1113.558,0.054,0.001,0.153,5612813,198.39570639534935,Africa,Sub-Saharan Africa,Liberia,0.581511731241774,0.296049654866987,"Baja responsabilidad, alta vulnerabilidad"
LBY,Libya,2489.88,2550.426,0.153,0.003,8.842,7381029,345.5380001894045,Africa,"Middle East, North Africa, Afghanistan & Pakistan",Libia,0.49006927814624,0.289646611337909,"Alta responsabilidad, alta vulnerabilidad"
LCA,Saint Lucia,16.455,15.853,0.001,0,2.987,179751,88.19422423241039,Americas,Latin America & Caribbean,Santa Lucía,0.344941795256938,0.417209605150133,"Baja responsabilidad, baja vulnerabilidad"
LKA,Sri Lanka,567.871,2245.985,0.107,0.002,0.901,23103561,97.21380180310732,Asia,South Asia,Sri Lanka,0.435967030467049,0.34575800171573,"Baja responsabilidad, baja vulnerabilidad"
LSO,Lesotho,72.33,196.16,0.011,0,1.1,2337428,83.92130153313813,Africa,Sub-Saharan Africa,Lesoto,0.50679701506504,0.274323225126565,"Baja responsabilidad, alta vulnerabilidad"
LTU,Lithuania,1610.091,2866.291,0.097,0.002,4.387,2859112,1002.5109194742984,Europe,Europe & Central Asia,Lituania,0.373763903778594,0.578695986124298,"Alta responsabilidad, baja vulnerabilidad"
LUX,Luxembourg,783.031,776.032,0.023,0,10.46,673042,1153.0216539235294,Europe,Europe & Central Asia,Luxemburgo,0.341472020693569,0.660595065451149,"Alta responsabilidad, baja vulnerabilidad"
LVA,Latvia,980.751,1838.996,0.054,0.001,3.452,1871874,982.4357836050931,Europe,Europe & Central Asia,Letonia,0.386768735501481,0.5886890528393,"Alta responsabilidad, baja vulnerabilidad"
MAR,Morocco,2015.669,3543.1,0.157,0.003,1.814,38081176,93.040719120649,Africa,"Middle East, North Africa, Afghanistan & Pakistan",Marruecos,0.449760924509321,0.403185955547523,"Baja responsabilidad, alta vulnerabilidad"
MDA,Moldova,1358.364,1435.494,0.049,0.001,1.755,3034967,472.9850439889462,Europe,Europe & Central Asia,Moldavia,0.45043767587263,0.484409768344139,"Alta responsabilidad, alta vulnerabilidad"
MDG,Madagascar,112.654,5198.355,0.245,0.004,0.142,31964960,162.6266699535992,Africa,Sub-Saharan Africa,Madagascar,0.550272383098899,0.250154137600694,"Baja responsabilidad, alta vulnerabilidad"
MDV,Maldives,33.654,33.657,0.001,0,4.369,527801,63.768352087245006,Asia,South Asia,Maldivas,0.534238663759645,0.405342274213178,"Baja responsabilidad, alta vulnerabilidad"
MEX,Mexico,22015.852,36005.91,1.312,0.022,3.523,130861001,275.1462217532632,Americas,Latin America & Caribbean,México,0.412118258967016,0.363612303757963,"Alta responsabilidad, baja vulnerabilidad"
