folioviv,foliohog,id_pobla,sexo_pe,edad_act,mes_nac,anio_nac,otra_resid,nivela_pe,gradoa_pe,asiste_pe,tra_pago,tra_negfam,tra_neg,tra_aprend,tra_volun,tra_relig,trab_remun,sosten_eco,tra_dome,lengua_ind,pueblo_ind,color_piel,razon_estu,satis_vida,satis_nina,satis_adol,satis_jov,satis_adul,c_alimenta,c_actfis,c_tics,c_redsoc,c_consbien,c_economia,c_consalco,c_lectura,anio_dejar,edad_dejar,matrimonio,hij_vivos,anticoncep,anio_rsex,edad_rsex,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_per
010050905,1,01,2,48,04,1977,1,09,1,1,1,2,2,2,2,2,1,1,1,2,2,G,10,09,06,07,07,08,2,2,,,,2,,,1995,18,1,3,2,1994,17,01001,01,001,0003,00008,1157
010051001,1,02,1,18,02,2007,1,09,3,1,2,2,2,2,2,2,2,2,1,2,2,J,00,06,07,06,,,,,,,,,,,2019,12,0,0,2,2023,16,01001,01,001,0001,00014,897
010051002,1,01,2,37,01,1988,2,06,1,1,1,2,2,2,2,2,1,2,1,2,2,H,07,09,10,10,10,08,,,,,,,,,2011,23,1,3,1,2007,19,01001,01,001,0001,00014,448
010051003,1,01,1,49,02,1976,1,11,2,1,1,2,2,2,2,2,1,1,1,2,2,K,10,07,10,08,09,09,,,,,,,,,1995,19,1,1,2,1995,19,01001,01,001,0001,00014,448
010051004,1,01,1,30,12,1995,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,G,12,10,10,10,10,10,,,,,,,,,2010,15,1,3,2,2008,13,01001,01,001,0001,00014,897
010051005,1,01,1,55,01,1970,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,I,10,10,10,10,10,10,,,,,,,,,1993,23,1,2,2,,99,01001,01,001,0001,00014,1345
010051301,1,02,2,48,04,1977,1,09,1,1,1,2,1,2,2,2,1,1,1,2,2,K,10,08,09,05,09,09,,,,,,,,,1999,22,1,3,1,1991,14,01001,01,001,0003,00009,1516
010051302,1,04,1,23,03,2002,2,09,3,1,1,2,2,2,2,2,1,2,2,2,2,F,14,08,10,09,08,,,,,,,,,,,99,0,0,2,2020,18,01001,01,001,0003,00009,2275
010051303,1,02,2,44,06,1981,2,11,4,1,1,2,2,2,2,2,1,2,2,2,2,J,13,09,10,08,10,09,,,,,,,,,2009,28,1,3,1,2009,28,01001,01,001,0003,00009,758
010051304,1,02,2,25,12,2000,2,09,3,1,2,2,2,2,2,2,2,2,1,2,2,J,06,10,10,10,10,,,,,,,,,,2023,23,1,0,2,,99,01001,01,001,0003,00009,1137
010051305,1,01,1,34,05,1991,1,11,4,1,1,2,2,2,2,2,1,1,1,2,2,I,13,10,01,01,10,10,,,,,,,,,2011,20,1,2,2,2011,20,01001,01,001,0003,00009,758
010052001,1,02,2,57,03,1968,1,11,5,1,1,2,2,2,2,2,1,1,1,2,2,K,13,10,10,02,09,10,2,2,,,2,2,,,1988,20,1,2,2,1987,19,01001,01,001,0003,00010,853
010052002,1,02,2,60,07,1965,1,06,3,1,2,2,2,2,2,2,2,2,1,2,2,F,07,10,10,10,10,10,2,2,,,,,,,1983,18,1,3,2,1983,18,01001,01,001,0003,00010,427
010052003,1,03,2,19,04,2006,1,11,1,1,2,2,2,2,2,2,2,2,2,2,2,J,00,09,09,09,,,,,,,,,,,,99,0,0,2,,88,01001,01,001,0003,00010,1706
010052004,1,01,1,34,02,1991,2,09,3,1,1,2,2,2,2,2,1,1,1,2,2,H,10,09,05,05,08,09,,,,,,,,,2015,24,1,2,2,2005,14,01001,01,001,0003,00010,853
010052005,1,02,1,22,07,2003,2,09,&,1,2,2,2,2,2,2,2,2,2,2,2,H,00,10,10,10,10,,,,1,,,,,1,,99,0,0,2,2025,22,01001,01,001,0003,00010,853
010053601,1,02,2,35,03,1990,1,12,3,1,1,2,2,1,1,2,1,2,2,2,2,J,00,08,06,04,08,08,2,2,1,1,1,2,,1,2010,20,1,2,1,2008,18,01001,01,001,0002,00009,1045
010053602,1,03,2,19,12,2006,2,11,1,1,2,1,2,1,2,2,2,2,1,2,2,H,00,09,10,10,,,2,2,1,1,,,,2,,99,0,0,2,,88,01001,01,001,0002,00009,1567
010053603,1,02,2,35,10,1990,1,11,5,1,1,2,2,1,1,2,1,2,1,2,2,H,13,10,10,10,08,10,,,1,1,,2,,,2016,26,1,0,2,2009,19,01001,01,001,0002,00009,1045
010053605,1,02,2,45,01,1980,2,09,1,1,1,2,2,2,2,2,1,1,1,2,2,I,10,10,10,10,10,10,,,1,1,,,,1,2008,28,1,2,2,2008,28,01001,01,001,0002,00009,1045
010055002,1,01,2,27,01,1998,2,11,4,1,1,2,2,2,2,2,1,1,1,2,2,H,13,08,06,06,08,,,,,1,,,,,2013,15,1,1,1,2014,16,01001,01,001,0002,00010,458
010055003,1,02,2,27,09,1998,2,09,3,1,1,2,2,2,2,2,1,2,1,2,2,E,04,10,00,05,09,,,,,,,,,,2021,23,1,2,2,2015,17,01001,01,001,0002,00010,916
010055004,1,01,2,42,05,1983,2,11,3,1,1,2,2,2,2,2,1,2,1,2,2,K,13,09,09,09,09,09,,,,,,,,,2001,18,1,2,2,2001,18,01001,01,001,0002,00010,916
010055005,1,01,2,40,10,1985,2,11,4,1,1,2,2,2,2,2,1,1,2,2,2,G,13,10,07,08,07,09,,2,,1,,2,,,2005,20,0,3,2,2005,20,01001,01,001,0002,00010,458
010055701,1,02,2,39,10,1986,2,09,3,1,2,2,2,2,2,2,2,2,1,2,2,K,03,10,10,10,10,10,1,2,1,,,2,,,2008,22,1,2,1,2004,18,01001,01,001,0001,00015,1048
010055702,1,01,1,41,08,1984,2,06,3,1,1,1,2,2,1,2,1,1,2,2,2,D,10,08,07,06,09,09,,,1,1,,,,,2008,24,1,3,1,2002,18,01001,01,001,0001,00015,1572
010055704,1,01,2,43,05,1982,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,J,10,09,10,10,08,08,2,2,1,,,2,,,2017,35,0,3,1,1999,17,01001,01,001,0001,00015,1572
010055705,1,02,2,19,09,2006,2,06,3,1,2,2,2,2,2,2,2,2,1,2,2,H,04,09,10,10,,,,,,,,,,1,,99,0,0,2,,88,01001,01,001,0001,00015,2096
010057101,1,05,1,47,04,1978,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,F,07,09,09,09,09,09,,,,,,2,,,1998,20,1,0,2,,99,01001,01,001,0002,00011,2156
010057102,1,01,1,30,12,1995,2,09,3,1,1,1,2,2,2,2,1,1,2,2,2,G,12,08,10,09,09,09,,,,,,2,,,2017,22,1,3,2,2016,21,01001,01,001,0002,00011,862
010057103,1,01,2,39,12,1986,1,11,4,1,1,1,2,1,2,2,1,1,1,2,2,F,13,10,10,10,09,09,,1,,,,,,,2008,22,1,1,2,2009,23,01001,01,001,0002,00011,1294
010057104,1,01,1,28,07,1997,2,09,3,1,1,1,1,2,2,2,1,1,2,2,2,D,12,09,10,10,09,,,,,,,,,,2018,21,1,3,2,2011,14,01001,01,001,0002,00011,862
010057105,1,04,1,30,01,1995,2,06,3,1,1,2,1,2,2,2,1,2,1,2,2,I,04,10,10,10,10,10,,,,,,,,,,99,0,0,2,2012,17,01001,01,001,0002,00011,2156
010060204,1,02,2,46,10,1979,1,12,5,1,1,2,2,2,2,2,1,2,1,2,2,F,13,10,10,10,10,10,,,,,,,,,2012,33,1,3,2,2000,21,01001,01,001,0003,00011,870
010060205,1,03,2,24,12,2001,1,11,3,1,1,2,2,2,2,2,1,2,2,2,2,J,13,09,10,08,09,,,,,,,,,,,99,0,0,2,2020,19,01001,01,001,0003,00011,1739
010062401,1,03,1,22,12,2003,2,11,3,1,1,1,1,1,1,2,1,2,1,2,2,H,00,10,10,10,10,,2,2,1,2,,,,,,99,0,0,1,2019,16,01001,01,001,0001,00016,1256
010062402,1,02,2,64,05,1961,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,H,10,10,04,10,10,10,1,2,,,,2,,,1975,14,2,4,2,,99,01001,01,001,0001,00016,1256
010062403,1,03,1,19,05,2006,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,D,04,06,10,08,,,,2,,,,1,2,,,99,0,0,2,2020,14,01001,01,001,0001,00016,1256
010062405,1,01,2,47,06,1978,1,07,1,1,1,2,2,2,2,2,1,1,1,2,2,H,04,10,10,10,10,10,,,,,,,,,1995,17,1,2,2,,99,01001,01,001,0001,00016,419
010063901,1,01,2,57,11,1968,1,06,3,1,2,1,2,2,2,2,2,1,1,2,2,G,08,08,07,07,09,10,,2,,,,,,,1985,17,1,3,2,1985,17,01001,01,001,0002,00012,559
010063902,1,01,2,30,08,1995,1,11,6,1,1,1,1,1,2,2,1,1,1,2,2,I,13,09,08,07,07,07,1,1,1,2,,1,,1,2022,27,0,0,2,2022,27,01001,01,001,0002,00012,559
010063903,1,01,2,58,10,1967,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,H,12,03,05,08,08,03,2,2,,1,,2,,1,1988,21,1,2,2,1988,21,01001,01,001,0002,00012,1677
010068501,1,01,1,35,11,1990,1,11,2,1,1,1,1,2,2,2,1,1,1,2,2,C,07,07,06,06,07,07,,,2,2,2,2,1,,2009,19,1,3,1,2004,14,01001,01,001,0002,00013,998
010068502,1,02,1,59,12,1966,1,06,3,1,1,2,2,2,2,2,1,2,1,2,2,H,04,10,10,10,10,10,,,,,,,,,,99,0,0,2,,99,01001,01,001,0002,00013,499
010068503,1,01,1,52,04,1973,2,09,1,1,1,2,1,2,1,2,1,1,2,2,2,H,14,08,10,09,09,09,,,1,1,,,,1,1993,20,1,3,1,1990,17,01001,01,001,0002,00013,2494
010068504,1,01,2,63,08,1962,1,03,6,1,1,2,2,2,2,2,1,2,1,2,2,G,02,09,10,10,10,09,,2,,,,,,,1981,19,1,1,2,1981,19,01001,01,001,0002,00013,998
010068801,1,02,1,23,09,2002,2,11,3,1,1,2,2,2,2,2,1,2,1,2,2,H,00,08,06,08,08,,2,2,2,2,,,,1,,99,0,0,1,2018,16,01001,01,001,0002,00014,1173
010068802,1,01,2,64,12,1961,2,06,3,1,1,2,2,2,2,2,1,1,1,2,2,I,10,10,10,10,10,10,,,,,,,,,1999,38,0,2,2,,99,01001,01,001,0002,00014,1173
010068805,1,01,1,46,01,1979,1,10,3,1,1,2,2,1,2,2,1,1,2,2,2,I,13,09,10,10,10,09,,,,1,,,,,1998,19,1,3,2,1998,19,01001,01,001,0002,00014,1173
010069004,1,01,1,52,08,1973,1,12,2,1,1,2,2,1,2,2,1,1,1,2,2,E,13,10,10,10,10,10,,,1,1,,1,,1,1998,25,1,1,2,2001,28,01001,01,001,0003,00012,395
010069005,1,01,2,46,05,1979,2,11,4,1,1,2,2,2,2,2,1,2,1,2,2,J,13,10,10,10,07,08,2,2,1,,,2,2,,1998,19,2,3,2,1996,17,01001,01,001,0003,00012,789
010069102,1,01,1,46,10,1979,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,F,10,08,10,10,10,08,1,1,,1,1,1,,,2004,25,1,2,2,1995,16,01001,01,001,0001,00017,1412
010069104,1,02,2,50,11,1975,2,06,3,1,1,1,2,2,2,2,1,1,1,2,2,J,04,07,10,10,10,08,2,2,3,,,2,,,1992,17,1,2,2,1991,16,01001,01,001,0001,00017,471
010069105,1,03,2,56,04,1969,2,07,3,1,1,2,2,2,2,2,1,2,1,2,2,H,04,09,10,10,10,08,2,2,1,1,,2,,,,99,0,0,2,1996,27,01001,01,001,0001,00017,941
010073201,1,05,1,24,07,2001,2,09,3,1,1,2,2,2,2,2,1,2,2,2,2,H,07,10,09,09,09,,,,,,,,,,2019,18,0,0,2,2016,15,01001,01,001,0001,00018,841
010073202,1,01,1,33,05,1992,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,H,07,08,09,09,08,08,,,,,,,,,2010,18,1,1,2,2011,19,01001,01,001,0001,00018,421
010073203,1,01,1,31,01,1994,2,03,6,1,1,2,1,2,1,2,1,1,1,2,2,A,10,10,10,10,10,10,,,,,2,,,,2023,29,1,1,2,2009,15,01001,01,001,0001,00018,841
010073204,1,02,2,21,07,2004,1,09,3,1,1,1,1,1,1,2,1,2,2,2,2,H,07,07,10,07,07,,2,2,1,1,,2,,,,99,0,0,2,2019,15,01001,01,001,0001,00018,1262
010073205,1,01,2,41,12,1984,1,06,1,1,1,1,1,1,1,2,1,1,1,2,2,D,08,10,06,08,09,09,2,2,,,,2,,,2001,17,2,4,1,2000,16,01001,01,001,0001,00018,841
010076901,1,02,2,52,12,1973,2,06,3,1,1,2,2,2,2,2,1,2,2,2,2,I,07,09,02,03,10,09,1,1,2,2,,2,,,1993,20,1,2,2,1993,20,01001,01,001,0006,00001,1522
010076902,1,01,1,58,04,1967,1,06,3,1,1,2,2,2,1,2,1,1,2,2,2,H,07,08,10,10,10,10,2,2,,,,2,,,1986,19,1,2,2,1984,17,01001,01,001,0006,00001,1015
010076903,1,01,1,33,12,1992,1,06,&,1,1,2,2,1,1,2,1,1,2,2,2,H,07,09,09,09,09,09,,,3,,,2,,,2013,21,1,2,1,,99,01001,01,001,0006,00001,1015
010076904,1,02,2,25,07,2000,2,11,4,1,1,2,2,1,2,2,1,2,2,2,2,J,13,10,10,10,10,,,,,,,,,,,99,0,0,2,,88,01001,01,001,0006,00001,1015
010076905,1,02,1,31,01,1994,2,06,6,1,1,2,1,2,1,2,1,1,2,2,2,I,07,10,10,10,10,10,,,,,2,,,,,99,1,0,2,2007,13,01001,01,001,0006,00001,1015
010076905,2,01,1,34,03,1991,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,J,07,09,10,09,10,10,,,,,,,,,2025,34,1,4,2,2008,17,01001,01,001,0006,00001,1015
010078701,1,01,1,51,04,1974,1,06,3,1,1,2,2,2,2,2,1,1,2,2,2,H,10,06,10,10,08,06,,,,,,,,,2009,35,1,1,2,1990,16,01001,01,001,0002,00015,377
010078702,1,03,2,34,10,1991,2,06,3,1,1,2,2,2,2,2,1,2,2,2,2,F,04,10,10,10,10,08,1,1,2,3,,3,,,,99,0,0,2,2016,25,01001,01,001,0002,00015,1132
010078703,1,01,1,58,03,1967,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,H,07,10,08,10,10,10,,,,,,,,,1999,32,1,1,2,1984,17,01001,01,001,0002,00015,377
010078704,1,01,2,35,04,1990,2,11,5,1,1,1,1,1,1,2,1,1,1,2,2,I,06,09,09,09,09,09,2,2,1,2,2,2,,,2016,26,0,0,2,2014,24,01001,01,001,0002,00015,377
010078705,1,02,1,61,09,1964,1,06,3,1,1,2,2,2,2,2,1,1,2,2,2,G,07,09,09,09,09,08,,,,,,,,,1983,19,1,2,2,1982,18,01001,01,001,0002,00015,1132
010079001,1,03,1,21,04,2004,1,09,3,1,1,2,2,2,2,2,1,2,2,2,2,E,10,10,10,10,10,,,,,,,,,,,99,0,0,2,2020,16,01001,01,001,0002,00016,2052
010079002,1,01,1,43,09,1982,1,11,5,1,1,2,2,2,2,2,1,2,2,2,2,H,13,10,10,10,10,10,,,,,,,,,2000,18,1,0,2,,99,01001,01,001,0002,00016,1368
010079004,1,02,2,37,09,1988,1,11,3,1,1,2,2,2,2,2,1,2,1,2,2,J,13,09,10,09,09,09,,,,,,,,,2009,21,1,3,2,2004,16,01001,01,001,0002,00016,1368
010079501,1,01,1,41,02,1984,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,H,10,09,10,10,10,09,,,,,,,,,2012,28,1,0,2,1999,15,01001,01,001,0001,00019,1168
010079502,1,01,1,58,08,1967,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,H,07,10,05,10,10,10,,,,,,,,,1983,16,1,0,2,1985,18,01001,01,001,0001,00019,1168
010079504,1,01,1,22,12,2003,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,G,06,06,10,10,06,,,,,,,,,,2018,15,2,1,2,2018,15,01001,01,001,0001,00019,584
010082201,1,02,2,38,06,1987,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,I,04,10,10,10,10,10,,,,,,,,,2011,24,1,3,2,2010,23,01001,01,001,0001,00020,1161
010082202,1,01,1,23,10,2002,1,09,2,1,1,2,2,2,2,2,1,1,2,2,2,G,10,10,10,10,10,,,,,,,,,,2017,15,0,0,2,2017,15,01001,01,001,0001,00020,580
010082204,1,01,2,54,04,1971,2,11,2,1,1,2,2,2,2,2,1,1,1,2,2,K,07,08,10,06,10,08,,,,,,,,,1992,21,1,1,2,1992,21,01001,01,001,0001,00020,580
010082205,1,02,2,25,09,2000,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,D,12,10,10,10,10,,,,,,,,,,2015,15,1,2,2,2015,15,01001,01,001,0001,00020,1161
010082601,1,01,1,56,01,1969,1,06,2,1,1,2,2,2,2,2,1,2,1,2,2,F,04,08,10,10,10,06,2,2,,,,2,2,,1998,29,0,0,2,1988,19,01001,01,001,0002,00017,468
010082602,1,03,1,50,03,1975,2,11,5,1,1,2,2,1,2,2,1,1,1,2,2,F,13,07,10,10,10,07,1,1,,1,,2,2,2,2003,28,0,0,1,1992,17,01001,01,001,0002,00017,468
010082603,1,02,2,38,02,1987,2,11,4,1,1,2,2,1,2,2,1,1,1,2,2,G,13,10,10,10,07,08,2,2,,1,,2,,,2006,19,1,1,2,2004,17,01001,01,001,0002,00017,468
010082604,1,03,1,47,04,1978,2,11,5,1,1,2,2,1,2,2,1,2,1,2,2,F,13,08,10,10,06,07,,1,1,1,,1,,,,99,0,0,1,2004,26,01001,01,001,0002,00017,468
010082605,1,01,2,52,10,1973,1,09,&,1,1,2,2,1,2,2,1,1,1,2,2,H,13,10,10,10,07,08,1,2,,,,2,,1,1993,20,1,2,1,1991,18,01001,01,001,0002,00017,468
010082701,1,01,1,45,03,1980,2,10,3,1,1,2,2,2,2,2,1,1,2,2,2,I,10,10,10,10,10,10,,,,,,,,,2005,25,1,1,2,1998,18,01001,01,001,0002,00018,467
010082703,1,02,1,22,10,2003,2,11,4,1,2,2,2,2,2,2,2,2,1,2,2,I,00,10,10,10,10,,1,1,1,1,,,,1,,99,0,0,1,2022,19,01001,01,001,0002,00018,1400
010082704,1,05,2,20,07,2005,2,11,1,1,2,2,1,2,2,2,2,2,1,2,2,G,00,10,10,10,10,,1,1,1,1,,,,1,,99,0,0,2,,88,01001,01,001,0002,00018,2333
010082705,1,01,1,33,10,1992,2,12,2,1,1,2,2,1,2,2,1,1,1,2,2,I,13,10,10,10,10,10,1,2,,,,1,,,2018,26,0,0,2,2009,17,01001,01,001,0002,00018,467
010083601,1,01,2,50,04,1975,2,09,3,1,1,2,2,2,2,2,1,1,1,2,2,K,04,08,10,10,08,08,1,2,1,1,,2,,,1999,24,0,0,2,1998,23,01001,01,001,0002,00019,934
010083603,1,02,2,33,02,1992,2,11,1,1,1,2,2,2,2,2,1,2,1,2,2,I,07,09,10,10,08,07,2,2,1,,,2,,,2012,20,0,0,2,2011,19,01001,01,001,0002,00019,1868
010084802,1,02,2,53,08,1972,1,03,2,1,1,2,2,2,2,2,1,2,1,2,2,H,07,10,10,10,10,10,,,,,,,,,1990,18,1,2,2,1998,26,01001,01,001,0010,00001,1913
010084803,1,03,2,27,04,1998,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,J,07,10,01,05,08,,1,1,,,,3,,,,99,0,2,1,2014,16,01001,01,001,0010,00001,1276
010084805,1,02,2,34,11,1991,2,06,3,1,1,2,2,2,2,2,1,2,1,2,2,C,01,07,09,10,10,08,,,,,,,,,2012,21,1,2,2,2011,20,01001,01,001,0010,00001,1276
010084806,1,01,1,40,12,1985,1,06,1,1,1,2,2,2,2,2,1,1,2,2,2,I,07,08,10,09,09,08,,,,,,,,,2012,27,1,2,2,2002,17,01001,01,001,0010,00001,1276
010084807,1,02,1,52,05,1973,2,09,2,1,1,2,2,2,1,2,1,1,2,2,2,H,07,08,10,10,10,09,,,,,,,,,,99,0,0,2,1991,18,01001,01,001,0010,00001,638
010084808,1,01,2,57,06,1968,1,06,3,1,1,2,2,2,2,2,1,2,1,2,2,I,07,08,07,07,07,08,,,,,,1,,,1989,21,1,3,1,1988,20,01001,01,001,0010,00001,1913
010084811,1,02,2,19,02,2006,1,11,1,1,1,2,2,2,2,2,1,2,1,2,1,C,00,08,07,06,,,,,1,,,2,,1,,99,0,0,2,,88,01001,01,001,0010,00001,1913
010084812,1,01,2,54,12,1971,1,06,&,1,1,2,2,2,2,2,1,1,1,2,2,I,07,08,08,09,09,08,,,,,,2,,,1989,18,0,3,2,1988,17,01001,01,001,0010,00001,1276
010084814,1,01,2,25,07,2000,1,06,3,1,1,2,2,2,2,2,1,1,1,2,2,H,04,10,10,10,10,,,,,,,,,,2022,22,2,3,1,2015,15,01001,01,001,0010,00001,638
010084815,1,01,2,46,02,1979,2,06,3,1,1,2,2,2,2,2,1,1,2,2,2,I,07,10,10,09,09,06,,,,,,,,,2009,30,1,2,2,2003,24,01001,01,001,0010,00001,638
010084816,1,03,2,23,06,2002,2,03,6,1,1,2,2,2,2,2,1,2,1,2,2,H,12,10,10,10,10,,,,,,,,,,2016,14,1,2,2,2016,14,01001,01,001,0010,00001,1913
010084817,1,04,2,18,01,2007,2,03,6,1,1,2,2,2,2,2,1,2,1,2,2,G,06,10,10,10,,,,,,,,,,,2024,17,1,0,2,2025,18,01001,01,001,0010,00001,3189
010084818,1,03,2,24,07,2001,2,03,6,1,1,2,2,2,2,2,1,2,1,2,2,E,04,08,10,06,08,,,,1,,,2,,,,99,1,2,2,2015,14,01001,01,001,0010,00001,1913
010084819,1,01,2,45,11,1980,1,09,3,1,1,2,2,2,2,2,1,1,1,2,2,I,12,07,10,10,08,07,,,2,,,,,,2005,25,1,3,1,2004,24,01001,01,001,0010,00001,638
010084820,1,02,1,32,04,1993,1,03,6,1,1,2,2,2,2,2,1,2,2,2,2,I,12,10,10,10,10,08,,,,,,,,,2010,17,1,4,2,2008,15,01001,01,001,0010,00001,1913
010088801,1,03,2,39,03,1986,1,06,3,1,2,1,2,2,2,2,2,2,1,2,2,I,04,10,10,10,10,10,1,1,1,1,,,,1,,99,0,0,1,2009,23,01001,01,001,0002,00020,1773
010089701,1,02,2,28,12,1997,2,11,5,1,1,2,2,1,2,2,1,2,1,2,2,J,13,10,10,10,10,,1,1,1,,,2,,1,2023,26,1,0,1,2019,22,01001,01,001,0003,00013,888
010089702,1,01,1,26,02,1999,1,11,5,1,1,2,2,1,2,2,1,1,1,2,2,I,13,09,10,10,09,,2,1,1,1,,2,,,2017,18,0,0,1,2017,18,01001,01,001,0003,00013,444
010089703,1,01,1,27,11,1998,1,11,5,1,1,2,2,1,2,2,1,1,1,2,2,D,13,10,10,10,10,,2,1,1,,,2,,,2022,24,0,0,2,2016,18,01001,01,001,0003,00013,444
010089704,1,04,2,24,02,2001,2,09,3,1,2,2,2,2,2,2,2,2,1,2,2,H,04,09,10,10,09,,,1,,1,,,,,,99,0,0,2,2022,21,01001,01,001,0003,00013,1775
010089705,1,01,2,28,11,1997,1,11,5,1,1,2,2,2,2,2,1,1,1,2,2,I,13,09,10,07,06,,1,1,,1,1,1,,,2017,20,0,1,1,2014,17,01001,01,001,0003,00013,444
010091701,1,01,1,44,05,1981,2,11,4,1,1,1,1,1,1,2,1,1,1,2,2,H,10,07,09,09,09,08,,2,,2,,2,,,2014,33,1,1,2,2000,19,01001,01,001,0003,00014,1014
010091702,1,03,2,26,12,1999,1,11,4,1,1,2,2,1,1,2,1,2,2,2,2,G,00,10,10,10,10,,,,,,,,,,2021,22,0,0,2,,88,01001,01,001,0003,00014,1521
010091703,1,02,1,23,10,2002,1,11,5,1,1,1,1,1,1,2,1,1,1,2,2,H,10,07,10,10,10,,2,1,1,1,,2,2,1,2021,19,0,0,2,2021,19,01001,01,001,0003,00014,1014
010091705,1,01,2,63,06,1962,1,03,6,1,1,2,1,2,1,2,1,1,1,2,2,J,02,10,10,10,09,10,2,2,2,,2,2,2,1,1979,17,1,2,2,1990,28,01001,01,001,0003,00014,1521
010092801,1,01,1,46,08,1979,1,09,3,1,1,1,1,1,2,2,1,1,2,2,2,I,07,10,10,10,10,10,,,,,,2,,,1997,18,1,0,1,1997,18,01001,01,001,0003,00015,1374
010092802,1,01,1,24,06,2001,1,11,4,1,1,2,2,2,2,2,1,1,2,2,2,F,13,10,09,09,09,,,1,,,,,,,2022,21,0,0,2,2020,19,01001,01,001,0003,00015,687
010092802,2,01,1,35,06,1990,2,09,3,1,1,2,2,2,2,2,1,1,2,2,2,H,07,09,09,09,09,09,1,2,,,,2,,,2010,20,0,0,2,2006,16,01001,01,001,0003,00015,687
010092805,1,01,1,20,12,2005,1,09,3,1,2,2,2,2,2,2,2,2,2,2,2,I,00,08,10,09,09,,2,,,,,,,,2023,18,0,0,2,2024,19,01001,01,001,0003,00015,687
010092805,2,01,1,37,11,1988,2,11,4,1,1,2,2,2,2,2,1,1,2,2,2,I,13,09,09,09,09,09,1,1,,1,,,,,2008,20,0,0,2,2000,12,01001,01,001,0003,00015,687
010092805,3,01,1,34,12,1991,1,11,5,1,1,1,2,1,2,2,1,1,1,2,2,D,13,07,08,07,06,07,,,,3,,,,,2017,26,0,0,2,2012,21,01001,01,001,0003,00015,687
010093302,1,02,2,47,10,1978,2,11,4,1,1,1,1,1,1,2,1,1,1,2,2,H,04,05,09,08,10,07,,1,3,,,2,,,2006,28,1,2,2,2006,28,01001,01,001,0003,00016,1468
010093305,1,01,1,22,02,2003,1,11,2,1,1,2,2,2,2,2,1,1,1,2,2,H,00,08,09,08,08,,,2,,,,,1,,2021,18,0,0,2,2018,15,01001,01,001,0003,00016,734
010094504,1,04,1,28,03,1997,2,12,3,1,1,2,1,1,1,2,1,2,2,2,2,D,06,06,10,07,09,,2,2,,,1,1,2,,,99,0,0,2,2014,17,01001,01,001,0002,00021,863
010094505,1,01,1,52,04,1973,1,11,4,1,1,2,2,1,2,2,1,1,2,2,2,I,13,08,10,10,10,08,,,1,1,,,,,2012,39,1,2,2,1993,20,01001,01,001,0002,00021,863
010096801,1,02,2,45,03,1980,1,11,5,1,1,1,1,2,2,2,1,2,2,2,2,K,13,07,10,10,10,10,2,1,,,,,,,2010,30,1,1,2,2004,24,01001,01,001,0003,00017,907
010096802,1,01,2,56,08,1969,1,12,2,1,2,2,2,2,2,2,2,2,1,2,2,K,13,10,10,10,10,10,,,,,,,,,2015,46,1,0,2,1993,24,01001,01,001,0003,00017,454
010096803,1,01,1,45,08,1980,2,11,5,1,1,2,2,1,1,2,1,1,2,2,2,I,06,09,09,09,10,09,,,,,,,1,,2010,30,1,2,2,1998,18,01001,01,001,0003,00017,907
010096804,1,01,1,63,06,1962,1,12,2,1,1,2,2,1,2,2,1,1,2,2,2,G,13,01,10,10,10,05,2,2,,,,2,,,1987,25,1,3,2,1978,16,01001,01,001,0003,00017,1814
010096805,1,02,2,43,02,1982,1,09,3,1,2,2,2,2,2,2,2,2,1,2,2,F,06,09,09,10,10,09,,,,,,,,,2021,39,1,1,2,1999,17,01001,01,001,0003,00017,907
010097604,1,01,2,61,10,1964,2,11,5,1,1,2,2,2,2,2,1,2,1,2,2,G,12,09,08,08,08,09,,,3,2,2,2,,,1990,26,1,3,2,1990,26,01001,01,001,0003,00018,461
010097605,1,01,1,45,07,1980,1,11,5,1,1,1,1,1,1,2,1,1,1,2,2,J,10,10,10,08,09,10,2,2,2,2,,2,,,1998,18,1,2,1,1996,16,01001,01,001,0003,00018,461
010100801,1,02,1,59,03,1966,2,11,5,1,1,2,2,2,1,2,1,1,2,2,2,I,13,09,10,09,09,09,,,,,,,,,,99,0,0,2,2001,35,01001,01,001,0003,00019,411
