folioviv,foliohog,id_domest,sexo_dom,ocupacion,vivie_aqui,h_trab,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_hog
010046201,1,1,2,8,2,3,01001,01,001,0003,00005,398
010048003,1,1,2,8,2,5,01001,01,001,0003,00007,555
010050905,1,1,2,8,2,5,01001,01,001,0003,00008,578
010057104,1,1,2,8,2,5,01001,01,001,0002,00011,431
010096801,1,1,2,8,2,5,01001,01,001,0003,00017,454
010096803,1,1,2,8,2,5,01001,01,001,0003,00017,454
010096804,1,1,2,8,2,5,01001,01,001,0003,00017,454
010097604,1,1,2,8,2,4,01001,01,001,0003,00018,461
010100801,1,1,2,8,2,4,01001,01,001,0003,00019,411
010102001,1,1,2,8,2,4,01001,01,001,0003,00020,548
010102004,1,1,2,8,2,3,01001,01,001,0003,00020,548
010111501,1,1,2,8,2,5,01001,01,001,0003,00022,611
010133602,1,1,2,8,2,5,01001,01,001,0002,00033,553
010133602,1,2,1,6,2,1,01001,01,001,0002,00033,553
010133603,1,1,2,8,2,10,01001,01,001,0002,00033,553
010158904,1,1,2,8,2,5,01001,01,001,0003,00026,618
010166204,1,1,2,8,2,10,01001,01,001,0003,00027,510
010171504,1,1,2,8,2,4,01001,01,001,0002,00038,415
010175204,1,1,2,8,2,40,01001,01,001,0002,00040,1070
010175601,1,1,2,8,2,4,01001,01,001,0003,00030,409
010177204,1,1,1,6,2,0,01001,01,001,0003,00031,441
010177204,1,2,2,8,2,3,01001,01,001,0003,00031,441
010206804,1,1,2,8,2,9,01001,01,001,0001,00040,822
010210601,1,1,2,8,2,3,01001,01,001,0003,00035,354
010210603,1,1,2,8,2,4,01001,01,001,0003,00035,354
010210805,1,1,2,8,2,6,01001,01,001,0003,00036,576
010222504,1,1,2,1,1,90,01001,01,001,0003,00039,939
010243311,1,1,2,8,2,6,01003,01,003,0008,00001,392
010276101,1,1,2,8,2,5,01005,01,005,0005,00002,583
010276102,1,1,2,8,2,2,01005,01,005,0005,00002,583
010284606,1,1,2,8,2,2,01006,01,006,0008,00002,424
020060204,1,1,2,8,2,0,02001,02,001,0020,00005,1573
020115103,1,1,2,7,2,25,02001,02,001,0020,00009,1220
020256404,1,1,2,8,2,28,02002,02,002,0017,00008,1331
020306304,1,1,2,8,2,2,02002,02,002,0018,00010,2146
020446202,1,1,2,8,2,16,02004,02,004,0015,00003,1650
020475317,1,1,2,8,2,1,02004,02,004,0025,00001,2264
020505203,1,1,1,6,2,1,02004,02,004,0014,00009,1120
020626204,1,1,2,8,2,98,02004,02,004,0015,00010,430
020653502,1,1,2,8,2,4,02004,02,004,0015,00013,1291
030006206,1,1,2,8,2,4,03001,03,001,0036,00002,222
030025309,1,1,2,8,2,8,03002,03,002,0037,00001,86
030040205,1,1,2,8,2,4,03003,03,003,0030,00003,395
030052103,1,1,2,8,2,25,03003,03,003,0030,00005,302
030052105,1,1,2,8,2,8,03003,03,003,0030,00005,302
030052105,1,2,1,2,2,15,03003,03,003,0030,00005,302
030052105,1,3,2,8,2,24,03003,03,003,0030,00005,302
030052801,1,1,2,8,2,6,03003,03,003,0030,00007,362
030055904,1,1,2,8,2,9,03003,03,003,0029,00008,283
030057904,1,1,2,8,2,7,03003,03,003,0030,00009,403
030072102,1,1,2,8,2,5,03003,03,003,0030,00014,249
030078601,1,1,2,7,1,48,03003,03,003,0029,00014,538
030078605,1,1,2,8,2,5,03003,03,003,0029,00014,538
030085202,1,1,2,8,2,12,03003,03,003,0030,00020,274
030091402,1,1,2,8,2,4,03003,03,003,0029,00021,284
030092402,1,1,2,8,2,2,03003,03,003,0029,00022,286
030092802,1,1,2,8,2,6,03003,03,003,0029,00023,282
030093601,1,1,2,8,2,35,03003,03,003,0027,00002,259
030096801,1,1,2,8,2,12,03003,03,003,0030,00022,391
030096801,1,2,1,6,2,3,03003,03,003,0030,00022,391
030096804,1,1,2,8,2,20,03003,03,003,0030,00022,391
030119804,1,1,2,8,2,6,03008,03,008,0034,00001,650
030121003,1,1,2,8,2,8,03008,03,008,0032,00002,273
030125301,1,1,1,6,2,1,03008,03,008,0034,00003,266
030126401,1,1,1,6,2,2,03008,03,008,0034,00005,340
030126401,1,2,2,8,2,4,03008,03,008,0034,00005,340
030126401,1,3,2,8,2,4,03008,03,008,0034,00005,340
030133904,1,1,2,8,2,3,03008,03,008,0033,00005,428
030135104,1,1,1,8,2,2,03008,03,008,0032,00010,294
030135104,1,2,2,8,2,2,03008,03,008,0032,00010,294
030137403,1,1,2,8,2,8,03008,03,008,0033,00006,335
030147605,1,1,2,8,2,4,03008,03,008,0033,00010,365
030157402,1,1,2,8,2,8,03008,03,008,0034,00006,298
030164002,1,1,2,8,2,12,03008,03,008,0034,00007,346
030164003,1,1,2,8,2,40,03008,03,008,0034,00007,346
030164305,1,1,2,8,2,6,03008,03,008,0034,00008,375
030174202,1,1,2,8,2,10,03008,03,008,0032,00023,310
030175302,1,1,2,8,2,2,03008,03,008,0031,00025,189
030176702,1,1,1,8,2,5,03008,03,008,0034,00011,245
030178001,1,1,2,8,2,4,03008,03,008,0034,00012,436
030178002,1,1,2,8,2,3,03008,03,008,0034,00012,436
030178603,1,1,2,8,2,4,03008,03,008,0034,00013,336
030183205,1,1,2,8,2,2,03008,03,008,0032,00026,380
030183205,1,2,1,6,2,2,03008,03,008,0032,00026,380
030190504,1,1,1,6,2,1,03008,03,008,0034,00015,329
040005218,1,1,2,7,2,20,04001,04,001,0050,00001,309
040034102,1,1,2,8,2,4,04002,04,002,0044,00003,265
040035901,1,1,2,8,2,6,04002,04,002,0044,00004,281
040044703,1,1,2,8,2,24,04002,04,002,0043,00007,252
040071202,1,1,1,6,2,6,04002,04,002,0044,00007,243
040071202,1,2,2,8,2,12,04002,04,002,0044,00007,243
040071203,1,1,2,3,2,20,04002,04,002,0044,00007,243
040071203,1,2,2,8,2,20,04002,04,002,0044,00007,243
040073503,1,1,2,8,2,8,04002,04,002,0043,00020,495
040076902,1,1,2,8,2,5,04002,04,002,0042,00021,303
040079801,1,1,1,6,2,1,04002,04,002,0044,00008,251
040079803,1,1,1,8,2,7,04002,04,002,0044,00008,251
040079805,1,1,2,8,2,3,04002,04,002,0044,00008,251
040081901,1,1,2,8,2,25,04002,04,002,0042,00022,276
040090704,1,1,2,4,2,2,04003,04,003,0047,00001,281
040096401,1,1,2,8,2,4,04003,04,003,0049,00003,266
040097204,1,1,2,8,1,72,04003,04,003,0049,00004,370
040097301,1,1,2,3,2,20,04003,04,003,0049,00005,327
040097304,1,1,2,4,2,6,04003,04,003,0049,00005,327
040103603,1,1,2,8,2,8,04003,04,003,0048,00005,277
040111001,1,1,2,6,2,2,04003,04,003,0049,00006,237
040111001,1,2,2,8,2,20,04003,04,003,0049,00006,237
040111002,1,1,2,8,2,8,04003,04,003,0049,00006,237
040111003,1,1,2,8,2,4,04003,04,003,0049,00006,237
040111003,1,2,1,6,2,4,04003,04,003,0049,00006,237
040118902,1,1,2,4,2,6,04003,04,003,0049,00008,372
040118902,1,2,2,8,1,8,04003,04,003,0049,00008,372
040118905,1,1,2,8,2,10,04003,04,003,0049,00008,372
040118905,1,2,1,6,2,6,04003,04,003,0049,00008,372
040125704,1,1,2,7,2,36,04003,04,003,0048,00010,275
040193218,1,1,2,8,2,10,04009,04,009,0050,00005,314
050023105,1,1,2,4,2,4,05002,05,002,0072,00001,1223
050262503,1,1,2,8,2,4,05025,05,025,0069,00002,1186
050263703,1,1,2,8,2,25,05025,05,025,0070,00002,1010
050408802,1,1,2,8,2,35,05030,05,030,0058,00008,1177
050416701,1,1,2,8,2,4,05030,05,030,0056,00013,968
050426904,1,1,2,8,2,6,05030,05,030,0058,00010,1011
050580102,1,1,2,8,2,24,05035,05,035,0061,00001,1126
050628403,1,1,2,8,2,10,05035,05,035,0060,00008,967
050645402,1,1,1,6,2,3,05035,05,035,0061,00007,1065
050647104,1,1,2,8,2,18,05035,05,035,0061,00008,1135
050659601,1,1,2,8,2,8,05035,05,035,0061,00010,1184
050659601,1,2,1,6,2,2,05035,05,035,0061,00010,1184
050697803,1,1,2,8,2,8,05035,05,035,0061,00012,1074
050723703,1,1,2,7,2,35,05035,05,035,0061,00013,2327
050723705,1,1,2,8,2,3,05035,05,035,0061,00013,2327
050725905,1,1,2,8,2,8,05035,05,035,0060,00017,1148
050728004,1,1,2,8,2,3,05035,05,035,0059,00018,819
060004710,1,1,2,8,2,12,06001,06,001,0083,00002,228
060011701,1,1,2,7,2,12,06002,06,002,0077,00001,253
060014804,1,1,2,8,2,3,06002,06,002,0078,00004,275
060015002,1,1,2,8,2,4,06002,06,002,0078,00005,264
060015603,1,1,2,7,2,30,06002,06,002,0078,00007,252
060015604,1,1,2,8,2,8,06002,06,002,0078,00007,252
060017301,1,1,2,8,2,3,06002,06,002,0078,00009,496
060018105,1,1,2,8,2,5,06002,06,002,0079,00001,465
060018404,1,1,2,8,2,5,06002,06,002,0079,00002,259
060019005,1,1,2,8,2,6,06002,06,002,0079,00003,287
060019902,1,1,2,8,2,24,06002,06,002,0079,00004,458
060027303,1,1,2,8,2,4,06002,06,002,0078,00011,249
060029705,1,1,2,8,2,9,06002,06,002,0078,00014,291
060046301,1,1,2,8,2,24,06002,06,002,0079,00006,452
060058120,1,1,2,7,1,40,06004,06,004,0084,00002,267
060096403,1,1,2,8,2,11,06007,06,007,0081,00007,316
060097005,1,1,2,8,2,6,06007,06,007,0081,00008,207
060103604,1,1,2,7,2,25,06007,06,007,0082,00001,205
060126703,1,1,2,8,2,6,06009,06,009,0083,00003,309
060129301,1,1,2,8,2,12,06009,06,009,0083,00004,279
060129309,1,1,2,8,2,4,06009,06,009,0083,00004,279
060139707,1,1,2,7,2,6,06009,06,009,0083,00006,273
060139718,1,1,2,4,2,12,06009,06,009,0083,00006,273
060141601,1,1,2,8,2,15,06009,06,009,0083,00007,237
060141605,1,1,2,8,2,25,06009,06,009,0083,00007,237
060158401,1,1,2,8,2,3,06010,06,010,0078,00025,254
060161604,1,1,1,6,2,0,06010,06,010,0079,00010,238
060163402,1,1,2,8,2,6,06010,06,010,0079,00012,317
060170404,1,1,1,6,2,2,06010,06,010,0079,00014,261
060172605,1,1,2,8,2,3,06010,06,010,0078,00031,308
060186405,1,1,1,6,2,0,06010,06,010,0078,00039,266
070089604,1,1,2,8,2,5,07015,07,015,0098,00001,1478
070091802,1,1,2,7,2,25,07015,07,015,0098,00002,1455
070091819,1,1,2,4,2,2,07015,07,015,0098,00002,1455
070576214,1,1,2,7,2,3,07074,07,074,0098,00004,1332
070643704,1,1,2,8,2,10,07078,07,078,0095,00002,1250
070735204,1,1,1,8,2,2,07089,07,089,0091,00003,1522
070864101,1,1,2,8,2,4,07101,07,101,0089,00001,3416
070923902,1,1,2,8,2,15,07101,07,101,0088,00003,1624
070935705,1,1,2,4,2,6,07101,07,101,0088,00005,1459
070936704,1,1,2,8,2,12,07101,07,101,0087,00006,1698
070953804,1,1,2,8,2,7,07101,07,101,0089,00002,1763
070974102,1,1,1,6,2,4,07101,07,101,0086,00004,1520
070975503,1,1,2,3,2,42,07101,07,101,0088,00008,2489
070975503,1,2,2,8,2,1,07101,07,101,0088,00008,2489
070975504,1,1,2,8,2,0,07101,07,101,0088,00008,2489
070983001,1,1,1,6,2,3,07101,07,101,0089,00003,3319
070983001,1,2,2,8,2,30,07101,07,101,0089,00003,3319
070983003,1,1,2,8,2,21,07101,07,101,0089,00003,3319
080115304,1,1,2,8,2,98,08019,08,019,0109,00001,2100
080247701,1,1,2,3,1,10,08019,08,019,0109,00015,6911
080247701,1,2,1,6,2,10,08019,08,019,0109,00015,6911
080462005,1,1,2,8,2,12,08032,08,032,0112,00002,1142
080465701,1,1,2,8,2,20,08032,08,032,0112,00003,1270
080862612,1,1,2,8,2,4,08045,08,045,0116,00002,1423
090002902,1,1,2,8,2,7,09002,09,002,0122,00001,2298
090018103,1,1,1,6,2,1,09002,09,002,0122,00002,3404
090018104,1,1,2,8,2,4,09002,09,002,0122,00002,3404
090049405,1,1,2,8,2,4,09002,09,002,0122,00004,3060
090065901,1,1,2,8,2,2,09002,09,002,0122,00005,3635
090065901,1,2,2,3,2,2,09002,09,002,0122,00005,3635
090065902,1,1,2,8,2,30,09002,09,002,0122,00005,3635
090065904,1,1,2,8,2,6,09002,09,002,0122,00005,3635
090072403,1,1,2,8,2,1,09002,09,002,0122,00008,3931
090088605,1,1,2,8,2,3,09002,09,002,0121,00004,4217
090120502,1,1,2,8,2,12,09003,09,003,0122,00010,3021
090120505,1,1,2,8,2,45,09003,09,003,0122,00010,3021
090120505,1,2,1,6,2,6,09003,09,003,0122,00010,3021
090208704,1,1,2,8,2,5,09003,09,003,0122,00013,3853
090209201,1,1,2,8,2,10,09003,09,003,0122,00014,2986
090209305,1,1,2,8,2,1,09003,09,003,0122,00015,3222
090232501,1,1,2,8,2,8,09003,09,003,0122,00016,3013
090232505,1,1,2,8,2,25,09003,09,003,0122,00016,3013
090258005,1,1,2,8,2,6,09004,09,004,0122,00018,3497
090275702,1,1,2,3,1,2,09004,09,004,0122,00019,6328
090280303,1,1,2,8,2,24,09004,09,004,0122,00020,4976
090280304,1,1,2,3,2,10,09004,09,004,0122,00020,4976
090280305,1,1,2,3,2,48,09004,09,004,0122,00020,4976
090280305,1,2,2,7,2,30,09004,09,004,0122,00020,4976
090306102,1,1,2,8,2,5,09005,09,005,0121,00014,4158
090384803,1,1,2,8,2,5,09005,09,005,0120,00006,3286
090514102,1,1,2,8,2,8,09005,09,005,0122,00023,2800
090538703,1,1,2,8,2,3,09005,09,005,0122,00025,3844
090538705,1,1,2,8,2,6,09005,09,005,0122,00025,3844
090609103,1,1,2,8,2,25,09006,09,006,0122,00029,2820
090609104,1,1,2,8,2,15,09006,09,006,0122,00029,2820
090635801,1,1,2,8,2,7,09006,09,006,0121,00028,3754
090688004,1,1,2,8,2,8,09007,09,007,0121,00031,3300
090719703,1,1,2,8,2,6,09007,09,007,0120,00015,3866
090776601,1,1,2,3,2,10,09007,09,007,0122,00030,3527
090776602,1,1,2,8,2,7,09007,09,007,0122,00030,3527
090776605,1,1,2,8,2,7,09007,09,007,0122,00030,3527
090811905,1,1,2,8,2,6,09007,09,007,0121,00032,3212
090899402,1,1,2,8,2,5,09007,09,007,0122,00031,2370
090899405,1,1,2,8,2,5,09007,09,007,0122,00031,2370
090922205,1,1,2,8,2,4,09007,09,007,0121,00036,4395
091075103,1,1,2,7,2,10,09008,09,008,0121,00040,2734
091076905,1,1,2,8,2,3,09008,09,008,0120,00028,4003
091116601,1,1,2,8,2,5,09008,09,008,0122,00033,3703
091116603,1,1,2,8,2,6,09008,09,008,0122,00033,3703
091120201,1,1,2,8,1,45,09008,09,008,0122,00036,5154
091190604,1,1,2,7,2,5,09010,09,010,0122,00037,3606
091190701,1,1,2,8,2,6,09010,09,010,0122,00038,3150
091225804,1,1,2,8,2,8,09010,09,010,0122,00042,2882
091225804,1,2,2,3,2,40,09010,09,010,0122,00042,2882
091230803,1,1,2,8,2,98,09010,09,010,0121,00045,2524
091255302,1,1,2,8,2,5,09010,09,010,0122,00043,3189
091255303,1,1,1,6,2,1,09010,09,010,0122,00043,3189
091491501,1,1,2,8,1,35,09012,09,012,0122,00044,2885
091491501,1,2,1,6,2,0,09012,09,012,0122,00044,2885
091496503,1,1,2,8,2,10,09012,09,012,0121,00057,5362
091553401,1,1,2,8,2,21,09012,09,012,0122,00046,2488
091553404,1,1,2,8,2,36,09012,09,012,0122,00046,2488
091553404,1,2,1,8,2,36,09012,09,012,0122,00046,2488
091666702,1,1,2,8,2,30,09014,09,014,0122,00048,1889
091666704,1,1,2,8,2,4,09014,09,014,0122,00048,1889
091666705,1,1,2,8,2,6,09014,09,014,0122,00048,1889
091670601,1,1,2,8,2,5,09014,09,014,0122,00049,2357
091670602,1,1,2,8,2,8,09014,09,014,0122,00049,2357
091670603,1,1,2,8,2,12,09014,09,014,0122,00049,2357
091670604,1,1,2,8,2,40,09014,09,014,0122,00049,2357
091670605,1,1,2,8,2,10,09014,09,014,0122,00049,2357
091674201,1,1,2,8,2,20,09014,09,014,0122,00050,3902
091674203,1,1,2,8,2,5,09014,09,014,0122,00050,3902
091674204,1,1,2,8,2,10,09014,09,014,0122,00050,3902
091674205,1,1,2,8,2,32,09014,09,014,0122,00050,3902
091676504,1,1,1,8,1,40,09014,09,014,0122,00051,2685
091678101,1,1,2,8,2,10,09014,09,014,0122,00052,7389
091689301,1,1,2,8,2,12,09014,09,014,0122,00053,3110
091696003,1,1,2,8,2,5,09014,09,014,0122,00055,2961
091710601,1,1,2,8,2,10,09014,09,014,0122,00056,5433
091727301,1,1,2,8,2,6,09014,09,014,0122,00058,2685
091752204,1,1,2,8,2,20,09014,09,014,0122,00059,2366
091752205,1,1,2,8,2,10,09014,09,014,0122,00059,2366
091780504,1,1,2,3,2,6,09015,09,015,0122,00061,3024
091780504,1,2,2,8,2,18,09015,09,015,0122,00061,3024
091780505,1,1,2,8,2,5,09015,09,015,0122,00061,3024
091853601,1,1,2,8,2,3,09015,09,015,0122,00063,7969
091853605,1,1,2,8,2,4,09015,09,015,0122,00063,7969
091926204,1,1,2,8,2,7,09016,09,016,0121,00065,4437
091958705,1,1,2,8,2,2,09016,09,016,0122,00067,3732
091970801,1,1,2,8,2,15,09016,09,016,0122,00069,2516
091970803,1,1,2,8,2,16,09016,09,016,0122,00069,2516
091970804,1,1,1,6,2,5,09016,09,016,0122,00069,2516
091970804,1,2,2,8,2,24,09016,09,016,0122,00069,2516
091970805,1,1,1,2,2,48,09016,09,016,0122,00069,2516
091970805,1,2,1,5,2,48,09016,09,016,0122,00069,2516
091970805,1,3,2,4,2,48,09016,09,016,0122,00069,2516
091970805,1,4,2,3,2,48,09016,09,016,0122,00069,2516
091974702,1,1,2,8,2,20,09016,09,016,0122,00070,6766
091986301,1,1,2,4,2,6,09016,09,016,0122,00071,9049
092038401,1,1,2,8,2,5,09017,09,017,0121,00069,3982
092079203,1,1,2,8,2,6,09017,09,017,0122,00074,3059
092109101,1,1,2,8,2,20,09003,09,003,0122,00075,2703
092110702,1,1,2,8,2,24,09003,09,003,0122,00076,3643
092110703,1,1,2,8,2,6,09003,09,003,0122,00076,3643
092120805,1,1,2,8,2,48,09003,09,003,0122,00077,2192
092188504,1,1,2,8,2,24,09010,09,010,0122,00078,4561
092251401,1,1,2,8,2,25,09014,09,014,0122,00081,6072
092251403,1,1,2,8,2,6,09014,09,014,0122,00081,6072
092251404,1,1,2,8,2,10,09014,09,014,0122,00081,6072
100005516,1,1,2,8,2,98,10001,10,001,0135,00001,867
100052902,1,1,2,8,2,1,10005,10,005,0126,00007,559
100066605,1,1,2,4,2,20,10005,10,005,0126,00009,688
100067604,1,1,2,8,2,4,10005,10,005,0127,00005,692
100111701,1,1,2,8,2,98,10005,10,005,0127,00009,526
100123503,1,1,2,8,2,15,10005,10,005,0127,00010,696
100136303,1,1,2,8,2,5,10005,10,005,0127,00011,510
100137202,1,1,2,8,2,3,10005,10,005,0126,00022,563
100143101,1,1,2,8,2,4,10005,10,005,0127,00012,655
100143102,1,1,2,8,2,4,10005,10,005,0127,00012,655
100143103,1,1,2,8,2,3,10005,10,005,0127,00012,655
100145905,1,1,2,6,2,3,10005,10,005,0127,00013,673
100146803,1,1,2,8,2,28,10005,10,005,0127,00014,764
100146804,1,1,2,8,2,16,10005,10,005,0127,00014,764
100158605,1,1,2,1,2,30,10005,10,005,0126,00027,597
100159601,1,1,1,6,2,4,10005,10,005,0127,00016,1154
100159601,1,2,2,8,2,6,10005,10,005,0127,00016,1154
100159602,1,1,2,8,2,12,10005,10,005,0127,00016,1154
100159604,1,1,2,8,2,15,10005,10,005,0127,00016,1154
100160805,1,1,2,8,2,3,10005,10,005,0127,00017,585
100168601,1,1,2,8,2,16,10005,10,005,0126,00029,550
100168603,1,1,2,7,2,30,10005,10,005,0126,00029,550
100191904,1,1,2,8,2,5,10007,10,007,0130,00001,989
100191905,1,1,1,6,2,2,10007,10,007,0130,00001,989
100191905,1,2,2,8,2,25,10007,10,007,0130,00001,989
100194505,1,1,2,8,2,6,10007,10,007,0130,00002,733
100217902,1,1,2,4,2,3,10007,10,007,0130,00004,741
100224002,1,1,2,4,2,10,10007,10,007,0129,00007,616
100258103,1,1,2,8,2,8,10007,10,007,0128,00017,701
100304602,1,1,2,8,1,12,10012,10,012,0133,00002,558
100412101,1,1,2,8,2,14,10039,10,039,0135,00003,996
100412101,1,2,2,8,2,14,10039,10,039,0135,00003,996
110018217,1,1,2,8,2,15,11001,11,001,0155,00001,2116
110018218,1,1,2,8,2,4,11001,11,001,0155,00001,2116
110175703,1,1,2,8,2,4,11007,11,007,0148,00002,1957
110236904,1,1,2,8,2,4,11007,11,007,0146,00005,3357
110300515,1,1,2,7,2,20,11012,11,012,0155,00002,2052
110300520,1,1,2,8,2,3,11012,11,012,0155,00002,2052
110568901,1,1,2,8,2,8,11020,11,020,0141,00001,2260
110568902,1,1,2,8,2,24,11020,11,020,0141,00001,2260
110568902,1,2,1,6,2,0,11020,11,020,0141,00001,2260
110568903,1,1,2,8,2,4,11020,11,020,0141,00001,2260
110568905,1,1,2,8,2,21,11020,11,020,0141,00001,2260
110624903,1,1,1,6,2,0,11020,11,020,0141,00003,1770
110624905,1,1,2,8,2,12,11020,11,020,0141,00003,1770
110625102,1,1,1,6,2,0,11020,11,020,0141,00004,2213
110656105,1,1,1,6,2,0,11020,11,020,0141,00005,1908
110656105,1,2,2,8,2,5,11020,11,020,0141,00005,1908
110661401,1,1,2,8,2,18,11020,11,020,0141,00006,1682
110661402,1,1,2,8,2,15,11020,11,020,0141,00006,1682
110720403,1,1,2,8,2,10,11020,11,020,0141,00008,1853
110749402,1,1,2,8,2,6,11020,11,020,0141,00009,1588
110777701,1,1,2,8,2,10,11020,11,020,0141,00011,1986
110777705,1,1,2,8,2,12,11020,11,020,0141,00011,1986
110777705,1,2,1,6,2,0,11020,11,020,0141,00011,1986
110904303,1,1,2,4,2,12,11020,11,020,0141,00012,1805
111143002,1,1,2,8,2,6,11031,11,031,0140,00015,1717
111143004,1,1,2,8,2,15,11031,11,031,0140,00015,1717
111239014,1,1,2,8,2,4,11037,11,037,0154,00001,1706
111247717,1,1,2,4,2,6,11037,11,037,0154,00002,1884
120027801,1,1,2,8,2,9,12001,12,001,0162,00001,1137
120079503,1,1,2,8,2,40,12001,12,001,0162,00004,777
120079703,1,1,2,4,2,21,12001,12,001,0161,00008,1359
120128105,1,1,2,8,2,15,12001,12,001,0162,00007,1219
