folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,cuart_dorm,agua_ent,ab_agua,agua_noe,dotac_agua,excusado,drenaje,disp_elect,focos,focos_ahor,tenencia,num_micro,anio_micro,num_refri,anio_refri,num_lropa,anio_lropa,num_ltras,anio_ltras,num_airea,anio_airea,num_calef,anio_calef,num_venti,anio_venti,num_tv,anio_tv,num_pc,anio_pc,num_lap,anio_lap,num_table,anio_table,num_imp,anio_imp,num_cel,anio_cel,num_tfijo,anio_tfijo,num_inter,anio_inter,num_tvpag,anio_tvpag,num_pdigi,anio_pdigi,num_dvd,anio_dvd,num_juego,anio_juego,num_auto,anio_auto,num_van,anio_van,residentes,tot_hog,cvegeo,cve_ent,cve_mun,tam_loc,est_socio,est_dis,upm,factor_viv
020794705,1,8,10,3,2,1,1,,1,1,1,1,5,5,1,0,,1,20,1,23,0,,0,,0,,1,23,1,23,0,,0,,0,,0,,1,25,1,23,1,23,1,23,0,,0,,0,,0,,2,22,1,1,02004,02,004,1,2,0013,00039,1233
020796001,3,8,10,3,2,1,1,,1,1,1,1,5,5,1,1,05,1,05,1,10,0,,1,25,0,,1,05,1,15,0,,0,,0,,0,,1,12,1,15,1,15,0,,0,,0,,0,,0,,0,,3,1,02004,02,004,1,3,0014,00022,1138
020796002,1,8,10,3,2,1,1,,1,1,1,1,7,4,3,1,12,1,22,1,22,0,,0,,0,,2,00,1,24,0,,0,,0,,0,,2,25,1,22,1,22,1,22,2,23,0,,0,,0,,0,,2,1,02004,02,004,1,3,0014,00022,1138
020796003,1,8,10,3,2,1,1,,1,1,1,1,9,9,1,0,,1,20,1,19,0,,0,,0,,0,,1,23,0,,1,19,0,,0,,1,23,0,,1,19,0,,2,24,0,,1,25,0,,0,,2,1,02004,02,004,1,3,0014,00022,1138
020796004,1,8,10,1,1,1,1,,1,1,1,1,8,8,1,1,21,1,23,1,23,0,,0,,0,,2,23,2,25,0,,0,,1,24,0,,3,23,0,,1,23,0,,1,25,0,,3,25,2,21,0,,3,1,02004,02,004,1,3,0014,00022,1138
020796005,3,8,10,3,2,1,1,,1,1,1,1,9,9,4,1,20,1,20,1,19,0,,0,,0,,2,22,2,22,0,,1,23,1,25,0,,4,24,0,,1,10,1,10,0,,0,,0,,1,22,1,22,2,1,02004,02,004,1,3,0014,00022,1138
020796501,1,8,10,2,3,1,1,,1,1,1,1,7,7,1,1,17,1,18,1,20,0,,0,,0,,0,,2,19,0,,0,,0,,0,,2,23,0,,1,19,1,19,0,,0,,0,,1,17,0,,4,1,02004,02,004,1,3,0014,00023,1320
020796502,1,8,10,3,5,1,1,,1,1,1,1,10,10,4,1,15,1,23,1,22,0,,1,24,0,,4,24,3,20,0,,2,23,0,,1,25,6,24,0,,1,20,1,15,0,,0,,0,,1,18,0,,6,1,02004,02,004,1,3,0014,00023,1320
020796503,1,8,10,3,2,1,1,,1,1,1,1,6,6,1,0,,1,25,1,22,0,,0,,0,,2,24,2,22,0,,0,,0,,0,,3,20,0,,1,24,1,24,0,,0,,0,,1,22,0,,4,1,02004,02,004,1,3,0014,00023,1320
020796504,1,8,10,2,3,1,1,,1,1,1,1,8,8,3,1,22,1,22,1,19,0,,0,,0,,2,22,2,21,0,,0,,0,,0,,2,23,1,20,1,20,1,20,0,,0,,0,,2,23,0,,4,1,02004,02,004,1,3,0014,00023,1320
020803101,2,6,07,2,1,1,1,,1,1,1,1,3,3,4,0,,1,22,0,,0,,0,,0,,1,23,0,,0,,0,,0,,0,,1,20,0,,0,,0,,0,,0,,0,,1,22,0,,2,1,02004,02,004,1,2,0013,00040,1434
020803104,1,6,07,2,1,1,1,,1,1,1,1,4,4,1,0,,1,15,1,15,0,,0,,0,,2,21,1,24,0,,0,,1,24,0,,2,25,1,19,1,19,1,19,0,,1,15,0,,0,,0,,3,1,02004,02,004,1,2,0013,00040,1434
020803105,1,6,07,3,2,1,1,,1,1,1,1,6,6,4,1,25,1,13,1,16,0,,0,,0,,1,24,2,23,0,,0,,0,,0,,2,25,0,,1,24,1,24,0,,0,,0,,1,21,0,,2,1,02004,02,004,1,2,0013,00040,1434
020804001,2,8,10,3,2,1,1,,1,1,1,1,10,10,4,0,,1,20,1,18,0,,0,,0,,3,25,2,24,0,,0,,0,,0,,4,25,1,17,1,17,1,17,2,20,0,,0,,0,,0,,5,2,02004,02,004,1,3,0014,00024,1227
020804002,2,8,10,3,3,1,1,,1,1,1,1,10,10,3,1,20,1,17,1,20,0,,1,19,0,,3,15,3,23,0,,2,25,1,22,1,21,4,24,1,15,1,15,1,15,1,21,0,,1,22,0,,2,22,4,1,02004,02,004,1,3,0014,00024,1227
020804003,2,8,10,2,2,1,1,,1,1,1,1,10,10,1,1,23,1,20,1,20,0,,1,23,0,,0,,1,20,0,,0,,0,,0,,2,25,0,,1,19,0,,1,22,0,,0,,1,23,0,,4,1,02004,02,004,1,3,0014,00024,1227
020804004,2,8,10,3,2,1,1,,1,1,1,1,8,8,3,1,20,1,20,1,22,0,,0,,0,,3,25,2,25,0,,0,,0,,0,,4,24,0,,1,22,1,22,-1,24,0,,3,24,0,,0,,5,1,02004,02,004,1,3,0014,00024,1227
020804005,2,8,10,3,2,1,1,,1,1,1,1,6,6,3,1,23,1,17,1,25,0,,0,,0,,3,22,2,25,0,,1,25,0,,0,,4,24,1,23,1,24,1,24,1,25,1,21,0,,1,25,0,,4,1,02004,02,004,1,3,0014,00024,1227
020809201,2,8,10,3,2,1,1,,1,1,1,1,10,10,4,1,15,1,18,1,24,0,,0,,0,,4,24,3,21,0,,1,22,0,,0,,4,23,1,18,1,18,1,18,0,,0,,1,15,2,24,1,21,4,1,02004,02,004,1,3,0014,00025,1155
020809202,2,8,10,3,2,1,1,,1,1,1,1,7,7,3,0,,1,09,1,23,0,,0,,0,,2,24,1,24,0,,0,,0,,0,,4,25,0,,1,19,0,,1,23,0,,0,,0,,1,24,6,1,02004,02,004,1,3,0014,00025,1155
020809203,1,8,10,2,2,1,1,,1,1,1,1,10,10,4,0,,1,22,1,20,0,,0,,0,,3,24,1,19,0,,1,24,0,,0,,2,24,1,15,1,15,0,,0,,0,,0,,2,18,0,,2,1,02004,02,004,1,3,0014,00025,1155
020809204,7,8,01,3,2,1,1,,1,1,1,1,6,6,3,0,,1,23,1,23,0,,1,23,0,,1,23,1,23,1,20,1,18,0,,0,,2,25,0,,1,23,0,,1,23,0,,1,25,1,24,1,24,2,1,02004,02,004,1,3,0014,00025,1155
020809205,2,8,10,3,2,1,1,,1,1,1,1,10,10,4,1,23,1,24,1,24,0,,2,24,0,,2,24,3,24,0,,1,24,1,24,0,,3,25,0,,1,19,0,,1,19,0,,0,,1,23,1,23,5,1,02004,02,004,1,3,0014,00025,1155
020809601,1,6,07,2,2,1,1,,1,1,2,1,4,4,3,0,,1,22,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,23,0,,0,,0,,0,,0,,0,,1,24,0,,5,1,02004,02,004,1,2,0013,00041,1449
020809602,1,5,07,3,2,1,1,,1,1,1,1,8,8,3,1,15,1,24,1,24,0,,0,,0,,2,20,2,18,0,,0,,0,,1,24,3,23,1,16,1,16,0,,1,25,0,,0,,2,19,0,,3,1,02004,02,004,1,2,0013,00041,1449
020809603,1,8,10,3,5,1,1,,1,1,1,1,5,5,4,1,24,1,23,0,,0,,0,,0,,0,,3,24,0,,0,,0,,0,,2,22,0,,1,24,1,24,0,,0,,0,,0,,2,24,11,1,02004,02,004,1,2,0013,00041,1449
020809604,1,6,07,2,2,1,1,,1,1,1,1,6,6,4,0,,1,19,0,,0,,0,,0,,0,,2,24,0,,0,,0,,0,,1,23,0,,1,19,0,,0,,0,,0,,1,22,0,,3,1,02004,02,004,1,2,0013,00041,1449
020809605,1,8,10,3,2,1,1,,1,1,1,1,8,8,4,1,23,1,14,1,18,0,,0,,0,,2,22,1,20,0,,0,,0,,1,23,3,22,1,13,1,13,0,,1,19,0,,0,,0,,1,23,3,1,02004,02,004,1,2,0013,00041,1449
020810901,2,8,10,3,2,1,1,,1,1,1,1,8,8,3,0,,1,20,1,13,0,,0,,0,,1,24,1,20,0,,1,20,0,,0,,2,21,1,19,1,19,0,,0,,0,,0,,1,24,0,,3,1,02004,02,004,1,3,0014,00026,1233
020810903,2,8,10,3,2,1,1,,1,1,1,1,10,10,3,1,23,1,22,1,19,0,,0,,0,,2,24,2,25,0,,1,23,0,,0,,3,21,0,,1,24,0,,0,,0,,1,25,0,,1,24,3,1,02004,02,004,1,3,0014,00026,1233
020810904,2,8,10,3,2,1,1,,1,1,1,1,9,9,3,1,15,1,21,1,20,0,,0,,0,,2,24,4,22,0,,0,,0,,0,,3,24,1,20,1,20,1,20,0,,0,,0,,1,23,0,,3,1,02004,02,004,1,3,0014,00026,1233
020810905,2,8,10,3,2,1,1,,1,1,1,1,7,7,4,1,15,1,11,1,15,0,,0,,0,,2,23,1,23,0,,0,,0,,0,,4,25,0,,1,25,1,25,0,,0,,0,,1,16,0,,4,1,02004,02,004,1,3,0014,00026,1233
020812501,1,6,07,3,3,1,1,,1,1,1,1,8,8,4,0,,1,24,1,20,0,,1,22,0,,0,,1,22,0,,0,,0,,0,,2,24,0,,1,20,1,20,0,,0,,0,,1,19,0,,6,1,02004,02,004,1,2,0013,00042,989
020812502,1,6,07,2,3,1,1,,1,1,1,1,9,9,4,1,15,1,20,1,15,0,,0,,0,,4,23,3,23,1,24,0,,2,24,1,24,5,24,0,,1,23,0,,1,24,0,,1,25,1,24,1,22,5,1,02004,02,004,1,2,0013,00042,989
020812503,2,8,10,2,2,1,1,,1,1,1,1,4,4,2,0,,1,23,0,,0,,0,,0,,1,23,1,16,0,,0,,1,24,0,,2,24,0,,1,24,1,24,0,,0,,0,,0,,1,19,4,1,02004,02,004,1,2,0013,00042,989
020812504,1,8,07,2,2,1,1,,1,1,1,1,5,5,4,1,15,1,15,1,23,0,,0,,0,,3,24,2,24,1,22,1,23,0,,0,,0,,1,22,1,22,0,,0,,0,,1,24,0,,0,,4,1,02004,02,004,1,2,0013,00042,989
020812505,1,8,07,3,1,1,1,,1,1,1,1,2,2,2,0,,1,15,0,,0,,0,,0,,0,,1,05,1,23,0,,0,,0,,1,07,0,,0,,0,,0,,0,,0,,0,,0,,1,1,02004,02,004,1,2,0013,00042,989
020825001,5,6,07,2,1,1,1,,1,1,1,1,3,3,1,0,,1,23,0,,0,,0,,0,,1,24,1,24,0,,0,,0,,0,,1,19,0,,0,,0,,0,,0,,0,,1,15,0,,1,1,02004,02,004,1,2,0013,00043,1690
020825003,2,6,10,2,1,1,1,,1,1,1,1,4,4,1,0,,1,22,1,20,0,,0,,0,,1,22,1,23,0,,0,,0,,0,,1,24,0,,1,20,0,,0,,0,,0,,0,,0,,1,1,02004,02,004,1,2,0013,00043,1690
020825005,1,6,07,2,2,1,1,,1,1,1,1,6,6,4,1,22,1,23,1,22,0,,0,,0,,1,24,1,21,0,,0,,0,,0,,4,24,0,,1,22,0,,0,,0,,0,,1,25,0,,6,1,02004,02,004,1,2,0013,00043,1690
020828402,4,8,10,3,2,1,1,,1,1,1,1,7,7,4,1,19,1,19,1,18,0,,0,,0,,0,,1,18,0,,0,,0,,0,,2,19,0,,1,18,1,18,0,,0,,0,,1,20,0,,2,1,02004,02,004,1,4,0015,00021,2005
020828403,1,8,10,3,2,1,1,,1,1,1,1,7,7,4,1,18,1,19,1,19,0,,0,,0,,0,,1,18,0,,1,21,0,,0,,2,21,0,,1,21,1,21,0,,0,,0,,0,,0,,2,1,02004,02,004,1,4,0015,00021,2005
020828405,1,3,10,3,3,1,1,,1,1,1,1,20,20,4,1,18,1,19,0,,0,,1,20,0,,0,,2,23,0,,0,,0,,0,,1,23,1,22,1,22,1,22,0,,0,,0,,0,,1,24,1,1,02004,02,004,1,4,0015,00021,2005
020839501,1,8,10,3,4,1,1,,1,1,1,1,9,9,4,1,11,1,24,1,24,0,,0,,0,,2,24,2,18,0,,1,20,0,,0,,5,23,1,25,1,25,1,25,2,25,0,,0,,1,22,1,22,5,1,02004,02,004,1,3,0014,00027,1414
020839502,1,8,10,3,2,1,1,,1,1,1,1,10,10,4,0,,1,15,1,20,0,,1,23,0,,1,15,1,25,0,,0,,2,23,0,,5,24,1,93,1,25,0,,0,,0,,0,,0,,0,,5,1,02004,02,004,1,3,0014,00027,1414
020839504,1,8,10,3,1,1,1,,1,1,1,1,6,6,4,0,,1,05,0,,0,,0,,0,,1,24,1,24,0,,0,,0,,0,,1,23,0,,0,,0,,0,,0,,0,,1,20,0,,1,1,02004,02,004,1,3,0014,00027,1414
020843301,4,8,10,3,2,1,1,,1,1,1,1,5,5,1,0,,1,23,1,22,0,,0,,0,,1,25,2,23,0,,0,,1,23,0,,2,24,0,,1,24,0,,1,24,0,,0,,1,20,0,,4,1,02004,02,004,1,3,0014,00028,1175
020843302,1,8,10,3,2,1,1,,1,1,1,1,4,4,3,0,,1,18,0,,0,,0,,0,,0,,1,19,0,,0,,0,,0,,1,23,0,,1,20,0,,0,,0,,0,,0,,0,,1,1,02004,02,004,1,3,0014,00028,1175
020843303,4,8,10,3,2,1,1,,1,1,1,1,7,7,3,1,22,1,11,1,15,0,,0,,0,,3,24,1,24,1,20,1,22,1,23,0,,3,22,1,25,1,25,0,,1,23,0,,1,23,1,20,0,,4,1,02004,02,004,1,3,0014,00028,1175
020843305,4,8,10,3,2,1,1,,1,1,1,1,7,7,4,1,22,1,10,1,12,0,,0,,0,,2,22,3,22,0,,1,24,1,24,0,,4,25,1,22,1,22,0,,-1,22,0,,0,,0,,1,20,4,1,02004,02,004,1,3,0014,00028,1175
020849701,1,8,10,3,2,1,1,,1,1,1,1,8,8,1,1,22,1,22,1,22,0,,0,,0,,1,22,1,22,0,,0,,1,23,0,,1,22,1,22,1,22,0,,0,,0,,0,,0,,0,,4,1,02004,02,004,1,2,0013,00044,1310
020849703,2,8,07,3,2,1,1,,1,1,1,1,4,4,2,1,25,1,25,1,21,0,,0,,0,,1,22,1,19,0,,0,,0,,0,,1,25,0,,1,21,0,,-1,25,0,,0,,1,22,0,,3,1,02004,02,004,1,2,0013,00044,1310
020849704,2,8,10,2,2,1,1,,1,1,1,1,3,3,1,1,24,1,22,1,23,0,,0,,0,,2,25,1,22,0,,0,,1,23,0,,3,23,0,,1,23,1,23,0,,0,,0,,1,22,0,,5,1,02004,02,004,1,2,0013,00044,1310
020849705,1,8,10,3,1,1,1,,1,1,1,1,5,5,4,0,,1,19,1,23,0,,0,,0,,1,10,2,23,0,,0,,0,,0,,2,20,1,23,1,23,1,23,0,,0,,0,,0,,0,,2,1,02004,02,004,1,2,0013,00044,1310
020857601,2,8,10,3,3,1,1,,1,1,1,1,8,8,4,0,,1,13,1,21,0,,0,,0,,4,22,4,19,1,17,0,,0,,0,,3,25,1,24,1,17,1,17,0,,0,,0,,3,23,0,,4,1,02004,02,004,1,2,0013,00045,1336
020857603,2,6,07,2,2,1,1,,1,1,1,1,5,5,4,1,20,1,10,1,21,0,,0,,0,,1,22,1,22,0,,0,,1,21,0,,4,20,1,15,1,15,1,15,0,,0,,0,,1,22,1,18,5,1,02004,02,004,1,2,0013,00045,1336
020857604,1,6,07,2,2,1,1,,1,1,1,1,7,7,1,1,21,1,21,1,23,0,,0,,0,,2,24,2,22,0,,1,21,0,,0,,2,22,0,,1,19,0,,0,,0,,0,,1,24,1,24,5,1,02004,02,004,1,2,0013,00045,1336
020857605,4,8,10,3,2,1,1,,1,1,1,1,7,7,1,1,15,1,22,1,23,0,,0,,0,,0,,2,24,0,,0,,1,22,0,,2,24,1,23,1,23,1,23,0,,0,,0,,1,23,0,,4,1,02004,02,004,1,2,0013,00045,1336
020861601,1,8,10,3,2,1,1,,1,1,1,1,6,6,4,0,,1,15,1,23,0,,0,,0,,2,25,0,,0,,0,,0,,0,,1,19,1,15,0,,0,,0,,0,,0,,2,24,0,,2,1,02004,02,004,1,3,0014,00029,1609
020861602,1,8,10,3,2,1,1,,4,1,1,1,30,30,4,0,,1,24,1,22,0,,1,25,1,25,1,18,0,,0,,1,22,0,,0,,4,24,0,,1,22,0,,0,,0,,0,,0,,1,20,3,1,02004,02,004,1,3,0014,00029,1609
020861604,1,8,10,3,2,1,1,,1,1,1,1,6,6,4,1,21,1,23,1,25,0,,1,21,1,21,2,25,2,23,1,17,1,24,1,21,0,,2,25,0,,1,15,1,15,1,21,0,,1,20,1,18,0,,2,1,02004,02,004,1,3,0014,00029,1609
020874701,4,8,10,2,2,1,1,,1,1,1,1,8,7,1,0,,1,25,1,23,0,,0,,0,,3,22,2,19,0,,1,19,0,,0,,4,24,0,,0,,1,22,1,23,0,,0,,1,21,0,,5,1,02004,02,004,3,2,0025,00002,2068
020874702,1,8,10,2,2,1,1,,1,1,1,1,4,4,1,0,,1,22,0,,0,,0,,0,,1,23,1,22,0,,0,,0,,0,,1,23,0,,1,22,0,,0,,0,,0,,0,,0,,4,1,02004,02,004,3,2,0025,00002,2068
020874703,4,8,10,2,2,1,1,,1,1,1,1,4,4,1,0,,1,22,0,,0,,0,,0,,1,23,1,23,0,,0,,0,,0,,3,24,0,,1,22,1,22,1,23,0,,0,,0,,0,,3,1,02004,02,004,3,2,0025,00002,2068
020874705,4,8,10,2,2,1,1,,1,1,1,1,6,6,3,1,20,1,18,1,19,0,,0,,0,,2,20,2,20,0,,0,,0,,0,,2,23,1,20,1,20,0,,1,20,0,,0,,1,14,0,,2,1,02004,02,004,3,2,0025,00002,2068
020874707,3,8,10,2,1,1,1,,4,1,1,1,4,4,1,0,,0,,0,,0,,0,,0,,1,25,0,,0,,0,,0,,0,,1,24,0,,1,23,0,,0,,0,,0,,1,24,0,,1,1,02004,02,004,3,2,0025,00002,2068
020874709,3,8,10,3,2,1,1,,1,1,1,1,4,2,3,0,,1,23,0,,0,,0,,0,,0,,1,23,0,,0,,0,,0,,1,23,0,,0,,0,,0,,0,,0,,0,,0,,2,1,02004,02,004,3,2,0025,00002,2068
020874711,3,8,10,2,2,1,1,,1,1,1,1,8,8,3,1,24,1,17,1,21,0,,0,,0,,2,23,2,24,0,,1,17,2,24,0,,3,24,0,,1,18,0,,1,24,0,,0,,0,,1,24,4,1,02004,02,004,3,2,0025,00002,2068
020874712,1,8,10,3,2,1,1,,1,1,1,1,4,2,4,1,24,1,17,1,17,0,,0,,0,,2,25,1,17,0,,0,,0,,0,,3,25,0,,1,22,0,,0,,0,,0,,1,20,0,,4,1,02004,02,004,3,2,0025,00002,2068
020874713,3,8,10,3,2,1,1,,1,1,1,1,7,7,3,1,21,1,21,1,25,0,,0,,0,,2,24,1,24,0,,0,,0,,0,,2,23,0,,1,23,0,,1,23,0,,0,,0,,0,,2,1,02004,02,004,3,2,0025,00002,2068
020874715,1,8,10,3,2,1,1,,1,1,1,1,5,5,1,1,24,1,25,1,25,0,,0,,0,,2,25,1,24,0,,0,,0,,0,,3,23,0,,0,,1,25,0,,0,,0,,0,,0,,3,1,02004,02,004,3,2,0025,00002,2068
020874716,3,8,10,2,2,1,1,,1,1,1,1,3,3,1,0,,1,24,1,24,0,,0,,0,,1,24,1,24,0,,0,,0,,0,,3,21,0,,1,25,0,,0,,0,,0,,0,,0,,2,1,02004,02,004,3,2,0025,00002,2068
020874717,4,8,10,2,2,1,1,,1,1,1,1,5,5,4,0,,0,,1,25,0,,0,,0,,1,25,1,25,0,,0,,0,,0,,2,23,0,,1,25,1,25,1,25,0,,0,,0,,0,,3,1,02004,02,004,3,2,0025,00002,2068
020874718,4,8,10,2,2,1,1,,1,1,1,1,6,6,3,1,20,2,20,1,21,0,,0,,0,,3,22,3,25,0,,1,19,0,,0,,3,25,0,,1,22,1,24,0,,0,,0,,1,24,1,24,3,1,02004,02,004,3,2,0025,00002,2068
020874719,1,8,01,3,1,1,1,,1,1,1,1,4,4,1,0,,1,25,0,,0,,0,,0,,1,25,2,25,0,,0,,0,,0,,2,25,0,,1,25,0,,0,,0,,0,,0,,0,,2,1,02004,02,004,3,2,0025,00002,2068
020874720,4,8,10,3,2,1,1,,1,1,1,1,5,5,4,0,,1,99,0,,0,,0,,0,,0,,1,24,0,,0,,0,,0,,0,,0,,1,18,0,,0,,0,,0,,0,,0,,1,1,02004,02,004,3,2,0025,00002,2068
020880502,1,8,10,3,2,1,1,,1,1,1,1,8,8,4,0,,1,18,1,18,0,,0,,0,,1,24,2,19,0,,0,,0,,0,,1,21,0,,1,18,1,18,1,22,0,,0,,1,17,0,,1,1,02004,02,004,1,4,0015,00022,1520
020880504,1,8,01,3,3,1,1,,1,1,1,1,25,25,4,1,20,1,23,1,15,0,,2,20,0,,3,20,4,24,0,,4,24,0,,1,23,4,23,1,10,1,10,0,,2,20,0,,1,23,1,22,1,25,4,1,02004,02,004,1,4,0015,00022,1520
020883301,1,8,10,2,2,1,1,,1,1,1,1,8,8,4,1,18,1,08,1,08,0,,0,,0,,3,10,2,10,0,,0,,2,20,1,20,3,21,1,10,1,10,1,10,0,,0,,1,15,0,,1,17,4,1,02004,02,004,1,4,0015,00023,1271
020883302,1,8,10,3,3,1,1,,1,1,1,1,10,10,1,0,,1,18,1,19,0,,1,21,0,,4,24,3,24,0,,0,,0,,0,,7,25,1,24,1,24,1,24,1,24,0,,0,,0,,1,19,9,1,02004,02,004,1,4,0015,00023,1271
020883303,1,8,10,3,4,1,1,,1,1,1,1,12,12,4,1,23,1,23,2,20,0,,1,20,1,20,4,22,4,25,0,,1,20,1,20,0,,1,25,0,,1,21,1,21,1,21,0,,0,,2,22,0,,4,1,02004,02,004,1,4,0015,00023,1271
020883304,1,8,10,3,2,1,1,,1,1,1,1,5,5,3,1,22,1,15,1,25,0,,0,,0,,2,23,1,15,0,,0,,0,,0,,1,22,0,,1,11,1,11,0,,0,,1,20,1,24,0,,4,1,02004,02,004,1,4,0015,00023,1271
020883305,1,8,10,3,3,1,1,,1,1,1,1,15,15,4,1,20,1,20,1,20,0,,0,,0,,3,22,3,24,1,22,1,22,0,,0,,2,24,1,20,1,20,0,,0,,0,,1,20,1,18,3,17,4,1,02004,02,004,1,4,0015,00023,1271
020898201,1,8,10,3,2,1,1,,1,1,1,1,10,10,4,1,15,1,10,1,10,0,,0,,0,,2,23,1,22,1,23,1,20,0,,0,,2,24,0,,1,25,1,25,0,,0,,1,23,1,17,0,,2,1,02005,02,005,1,2,0022,00001,1248
020898202,2,6,07,3,1,1,1,,1,1,1,1,3,3,4,1,17,1,19,1,22,0,,0,,0,,1,23,1,15,0,,0,,0,,0,,3,25,1,21,1,21,1,21,0,,0,,0,,2,22,1,18,3,1,02005,02,005,1,2,0022,00001,1248
020898203,2,6,07,2,2,1,1,,1,1,1,1,7,7,4,0,,1,10,1,23,0,,0,,0,,0,,3,24,0,,0,,0,,0,,6,25,1,24,1,24,1,24,0,,0,,0,,0,,0,,7,1,02005,02,005,1,2,0022,00001,1248
020898204,1,8,10,2,3,1,1,,1,1,1,1,5,5,4,1,15,1,12,1,21,0,,0,,0,,2,25,4,24,0,,0,,0,,0,,4,24,0,,1,23,1,23,0,,0,,0,,0,,2,18,4,1,02005,02,005,1,2,0022,00001,1248
020898205,1,6,07,3,3,1,1,,1,1,1,1,7,7,4,0,,1,22,1,25,0,,0,,0,,0,,2,24,1,23,1,24,1,24,0,,5,22,0,,1,24,1,24,0,,0,,0,,0,,1,19,5,1,02005,02,005,1,2,0022,00001,1248
020900301,1,8,07,3,2,1,1,,1,1,2,1,15,15,4,1,18,0,,1,19,0,,0,,0,,0,,1,18,0,,0,,0,,0,,1,23,0,,1,20,1,20,0,,0,,0,,0,,1,22,1,1,02005,02,005,1,3,0023,00001,1198
020900302,1,8,10,3,3,1,1,,1,1,1,1,7,7,4,1,19,1,18,1,18,0,,0,,0,,2,18,1,17,0,,0,,0,,0,,1,18,1,19,1,16,0,,0,,0,,0,,1,17,0,,1,1,02005,02,005,1,3,0023,00001,1198
020900305,1,8,01,1,2,1,1,,1,1,1,1,4,4,4,0,,1,10,1,15,0,,0,,0,,0,,1,15,0,,0,,0,,0,,1,22,0,,0,,1,21,0,,0,,0,,0,,1,21,3,1,02005,02,005,1,3,0023,00001,1198
020900501,1,8,10,3,1,1,1,,1,1,1,1,5,5,1,0,,1,23,1,23,0,,1,24,0,,0,,2,22,0,,2,22,0,,1,20,2,24,1,23,1,23,0,,0,,0,,0,,0,,0,,3,1,02005,02,005,1,2,0022,00002,1248
020900502,1,8,10,2,2,1,1,,1,1,1,1,5,5,4,0,,1,15,1,25,0,,0,,0,,1,24,2,24,0,,0,,0,,0,,2,24,1,23,1,23,0,,0,,0,,0,,1,24,0,,4,1,02005,02,005,1,2,0022,00002,1248
020900503,2,8,07,3,1,1,1,,1,1,1,1,2,2,4,1,24,1,22,1,23,0,,0,,0,,0,,1,22,0,,0,,0,,0,,3,22,0,,1,22,1,22,0,,0,,0,,0,,0,,3,1,02005,02,005,1,2,0022,00002,1248
020900504,1,8,07,3,4,1,1,,1,1,1,1,7,7,4,1,15,1,15,1,05,0,,0,,0,,1,22,2,16,0,,0,,0,,0,,4,22,1,10,1,15,1,10,0,,0,,0,,3,22,0,,6,1,02005,02,005,1,2,0022,00002,1248
020900505,1,8,10,3,4,1,1,,1,1,1,1,10,10,1,1,25,1,25,1,25,0,,0,,0,,0,,1,21,0,,0,,0,,0,,4,22,0,,0,,0,,0,,0,,0,,1,19,0,,4,1,02005,02,005,1,2,0022,00002,1248
020913601,2,6,07,2,2,1,1,,1,1,1,1,6,6,4,1,22,1,21,1,22,0,,0,,0,,1,24,1,19,0,,0,,0,,0,,2,25,0,,1,15,1,15,0,,0,,0,,0,,1,15,2,1,02005,02,005,1,2,0022,00003,1517
020913602,2,6,07,3,1,1,1,,1,1,1,1,4,4,1,1,25,1,21,1,21,0,,0,,0,,1,25,1,19,0,,0,,0,,0,,1,21,0,,1,22,0,,0,,0,,0,,1,22,0,,1,1,02005,02,005,1,2,0022,00003,1517
020913604,2,6,01,3,1,1,1,,1,1,1,1,4,0,1,0,,1,25,0,,0,,0,,0,,0,,1,24,0,,0,,1,24,0,,1,23,0,,1,25,0,,1,22,0,,0,,0,,0,,2,1,02005,02,005,1,2,0022,00003,1517
020913605,1,8,01,2,2,1,1,,1,1,1,1,6,3,1,1,20,1,23,1,23,0,,0,,0,,1,20,1,19,0,,0,,0,,0,,2,24,1,20,1,20,0,,0,,0,,1,22,2,21,0,,1,1,02005,02,005,1,2,0022,00003,1517
020914403,4,8,10,3,2,1,1,,1,1,1,1,5,5,1,0,,1,18,1,24,0,,0,,0,,0,,1,18,0,,0,,2,15,0,,3,24,1,21,1,21,1,21,1,21,0,,0,,0,,1,23,4,1,02005,02,005,1,3,0023,00002,1285
020947403,1,8,10,2,2,1,1,,1,1,1,1,9,9,3,0,,1,15,1,25,0,,2,15,0,,1,18,1,20,0,,0,,0,,0,,1,21,0,,1,13,0,,0,,0,,0,,1,23,0,,2,1,02002,02,002,1,4,0018,00016,2086
020947404,2,6,07,2,1,1,1,,1,3,2,1,2,2,4,1,24,1,21,0,,0,,0,,0,,2,24,1,22,0,,0,,0,,0,,1,22,0,,1,22,0,,0,,0,,0,,0,,0,,1,1,02002,02,002,1,4,0018,00016,2086
020954501,2,8,10,3,2,1,1,,1,1,1,1,6,6,1,1,25,1,21,1,19,0,,0,,0,,2,20,1,25,0,,0,,2,22,0,,3,24,0,,1,18,1,18,0,,0,,0,,1,22,0,,4,1,02004,02,004,1,3,0014,00030,1136
020954502,2,8,10,3,2,1,1,,1,1,1,1,6,6,1,1,22,1,22,1,22,1,22,0,,0,,1,23,1,22,0,,0,,0,,0,,3,24,0,,1,22,1,22,0,,0,,0,,1,20,0,,3,1,02004,02,004,1,3,0014,00030,1136
