folioviv,foliohog,id_pobla,parentesco,sexo,edad,afrod,hablaesp,hablaind,lenguaind,hablaing,hablaotro,etnia,asiste_esc,no_asisb,nivelaprob,gradoaprob,alfabetism,edo_conyug,inf_selec,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_hog
130699512,1,01,1,1,21,2,1,2,,2,2,1,2,05,03,3,,9,1,13083,13,083,0187,00004,1178
130699513,1,01,1,1,39,2,2,2,,1,1,2,2,,10,2,,8,2,13083,13,083,0187,00004,1178
130699513,1,02,2,2,52,2,1,2,,1,1,1,2,,11,3,,8,1,13083,13,083,0187,00004,1178
130699517,1,01,1,2,44,2,1,2,,2,2,2,2,,05,2,,6,1,13083,13,083,0187,00004,1178
130699517,1,02,3,2,16,2,1,2,,2,2,2,1,,06,2,,9,2,13083,13,083,0187,00004,1178
130699517,1,03,3,2,0,2,,,,,,,,,,,,,2,13083,13,083,0187,00004,1178
130699518,1,01,1,1,43,2,1,2,,2,2,1,2,,08,5,,6,2,13083,13,083,0187,00004,1178
130699518,1,02,2,2,44,2,1,2,,2,2,2,2,,08,5,,6,1,13083,13,083,0187,00004,1178
130699518,1,03,3,1,13,2,1,2,,2,2,2,1,,03,1,,9,2,13083,13,083,0187,00004,1178
130699519,1,01,1,2,47,2,1,2,,2,2,2,2,,03,3,,6,2,13083,13,083,0187,00004,1178
130699519,1,02,2,1,47,2,1,2,,2,2,2,2,,03,3,,6,2,13083,13,083,0187,00004,1178
130699519,1,03,3,2,17,2,1,2,,2,2,2,1,,06,1,,9,2,13083,13,083,0187,00004,1178
130699519,1,04,3,1,6,2,1,2,,2,2,2,1,,01,3,2,,2,13083,13,083,0187,00004,1178
130699519,1,05,3,2,5,2,1,2,,2,2,2,1,,01,1,2,,2,13083,13,083,0187,00004,1178
130699519,1,06,3,1,20,2,1,2,,2,2,2,1,,08,1,,9,1,13083,13,083,0187,00004,1178
130699520,1,01,1,1,65,2,1,2,,2,2,2,2,,08,4,,8,2,13083,13,083,0187,00004,1178
130699520,1,02,2,2,60,2,1,2,,2,2,2,2,,03,3,,8,2,13083,13,083,0187,00004,1178
130699520,1,03,3,1,38,2,1,2,,1,2,2,1,,06,3,,9,1,13083,13,083,0187,00004,1178
136009601,1,01,1,1,28,2,1,2,,2,2,1,2,10,06,3,,1,2,13004,13,004,0192,00007,1159
136009601,1,02,2,2,35,2,1,2,,2,2,1,2,,03,3,,1,1,13004,13,004,0192,00007,1159
136009601,1,03,6,2,69,2,1,2,,2,2,1,2,,00,,2,5,2,13004,13,004,0192,00007,1159
136009601,1,04,7,1,18,2,1,2,,2,2,2,1,,06,3,,9,2,13004,13,004,0192,00007,1159
136009601,1,05,3,1,2,2,,,,,,,,,,,,,2,13004,13,004,0192,00007,1159
136009601,1,06,3,1,0,2,,,,,,,,,,,,,2,13004,13,004,0192,00007,1159
136009602,1,01,1,2,44,2,1,2,,2,2,1,2,,03,3,,1,1,13004,13,004,0192,00007,1159
136009602,1,02,3,2,15,2,1,2,,2,2,1,1,,06,1,,9,2,13004,13,004,0192,00007,1159
136009602,1,03,3,2,13,2,1,2,,2,2,1,1,,03,2,,9,2,13004,13,004,0192,00007,1159
136009603,1,01,1,1,34,2,1,2,,2,2,1,2,,03,3,,1,2,13004,13,004,0192,00007,1159
136009603,1,02,2,2,39,2,1,2,,2,2,1,2,,02,6,1,1,2,13004,13,004,0192,00007,1159
136009603,1,03,7,1,26,2,1,2,,2,2,1,2,05,03,3,,1,2,13004,13,004,0192,00007,1159
136009603,1,04,5,2,25,2,1,2,,2,2,1,2,06,06,3,,1,2,13004,13,004,0192,00007,1159
136009603,1,05,3,1,19,2,1,2,,2,2,1,2,99,06,1,,9,2,13004,13,004,0192,00007,1159
136009603,1,06,3,2,17,2,1,2,,2,2,1,1,,06,3,,1,2,13004,13,004,0192,00007,1159
136009603,1,07,5,1,21,2,1,2,,2,2,1,2,99,99,,1,1,1,13004,13,004,0192,00007,1159
136009603,1,08,3,1,12,2,1,2,,2,2,1,1,,02,6,1,9,2,13004,13,004,0192,00007,1159
136009603,1,09,4,1,1,2,,,,,,,,,,,,,2,13004,13,004,0192,00007,1159
136009604,1,01,1,2,39,2,1,2,,2,2,1,2,,03,3,,2,1,13004,13,004,0192,00007,1159
136009604,1,02,3,2,15,2,1,2,,2,2,1,1,,03,3,,9,2,13004,13,004,0192,00007,1159
136009605,1,01,1,2,70,2,1,2,,2,2,1,2,,03,3,,5,2,13004,13,004,0192,00007,1159
136009605,1,02,3,1,29,2,1,2,,2,2,1,2,04,06,2,,9,1,13004,13,004,0192,00007,1159
136009605,1,03,4,2,15,2,1,2,,2,2,1,1,,06,1,,9,2,13004,13,004,0192,00007,1159
136009607,1,01,1,1,66,2,1,2,,2,2,2,2,,02,6,1,8,2,13004,13,004,0192,00007,1159
136009607,1,02,2,2,60,2,1,2,,2,2,2,2,,02,6,1,8,1,13004,13,004,0192,00007,1159
136009607,1,03,3,2,29,2,1,2,,2,2,2,2,06,06,3,,7,2,13004,13,004,0192,00007,1159
136009607,1,04,5,1,29,2,1,2,,2,2,2,2,06,08,1,,7,2,13004,13,004,0192,00007,1159
136009607,1,05,4,2,5,2,1,2,,2,2,2,1,,01,2,2,,2,13004,13,004,0192,00007,1159
136009608,1,01,1,2,76,1,1,2,,2,2,1,2,,03,3,,5,2,13004,13,004,0192,00007,1159
136009608,1,02,3,2,46,2,1,2,,2,2,1,2,,03,3,,9,1,13004,13,004,0192,00007,1159
136009609,1,01,1,2,41,2,1,2,,2,2,2,2,,08,6,,1,1,13004,13,004,0192,00007,1159
136009609,1,02,3,2,21,2,1,2,,2,2,2,1,,08,2,,9,2,13004,13,004,0192,00007,1159
136009609,1,03,3,2,11,2,1,2,,2,2,2,1,,02,5,1,,2,13004,13,004,0192,00007,1159
136009609,1,04,3,1,7,2,1,2,,2,2,2,1,,02,1,1,,2,13004,13,004,0192,00007,1159
136009610,1,01,1,2,72,2,1,2,,2,2,1,2,,02,3,1,5,2,13004,13,004,0192,00007,1159
136009610,1,02,3,2,41,2,1,2,,2,2,1,2,,06,3,,9,1,13004,13,004,0192,00007,1159
136009611,1,01,1,1,42,2,1,2,,2,2,2,2,,03,3,,6,2,13004,13,004,0192,00007,1159
136009611,1,02,2,2,39,2,1,2,,2,2,2,2,,03,3,,6,2,13004,13,004,0192,00007,1159
136009611,1,03,3,1,21,2,1,2,,2,2,2,2,05,06,3,,9,1,13004,13,004,0192,00007,1159
136009611,1,04,3,1,14,2,1,2,,2,2,2,1,,03,2,,9,2,13004,13,004,0192,00007,1159
136009611,1,05,3,2,8,2,1,2,,2,2,2,1,,02,2,1,,2,13004,13,004,0192,00007,1159
136009612,1,01,1,2,65,2,1,2,,2,2,2,2,,08,5,,3,2,13004,13,004,0192,00007,1159
136009612,1,02,3,2,39,2,1,2,,1,2,2,2,,08,4,,2,1,13004,13,004,0192,00007,1159
136009612,1,03,4,1,4,2,1,2,,2,2,2,2,00,00,,,,2,13004,13,004,0192,00007,1159
136009613,1,01,1,1,80,2,1,2,,1,1,2,2,,03,3,,6,2,13004,13,004,0192,00007,1159
136009613,1,02,2,2,68,2,1,2,,1,2,1,2,,06,3,,6,2,13004,13,004,0192,00007,1159
136009613,1,03,4,2,22,2,1,2,,2,2,1,2,04,08,4,,9,1,13004,13,004,0192,00007,1159
136009614,1,01,1,2,47,2,1,2,,2,2,2,2,,08,3,,8,2,13004,13,004,0192,00007,1159
136009614,1,02,2,1,54,2,1,2,,2,2,2,2,,02,6,1,8,2,13004,13,004,0192,00007,1159
136009614,1,03,3,2,22,2,1,2,,2,2,2,1,,08,3,,9,1,13004,13,004,0192,00007,1159
136009614,1,04,3,1,27,2,1,2,,2,2,2,2,09,08,3,,9,2,13004,13,004,0192,00007,1159
136009615,1,01,1,1,59,2,1,2,,2,2,2,2,,08,4,,1,2,13004,13,004,0192,00007,1159
136009615,1,02,2,2,50,2,1,2,,2,2,2,2,,08,4,,1,1,13004,13,004,0192,00007,1159
136009615,1,03,3,1,26,2,1,2,,2,2,2,2,09,08,4,,9,2,13004,13,004,0192,00007,1159
136009615,1,04,3,2,20,2,1,2,,2,2,2,1,,08,2,,9,2,13004,13,004,0192,00007,1159
136009616,1,01,1,1,59,2,1,2,,2,2,1,2,,02,5,1,1,1,13004,13,004,0192,00007,1159
136009616,1,02,2,2,56,2,1,2,,2,2,1,2,,00,,2,1,2,13004,13,004,0192,00007,1159
136009617,1,01,1,2,49,2,1,2,,2,2,1,2,,03,3,,1,1,13004,13,004,0192,00007,1159
136009617,1,02,3,2,16,2,1,2,,2,2,2,1,,06,1,,9,2,13004,13,004,0192,00007,1159
136009618,1,01,1,1,62,2,1,2,,2,2,1,2,,02,1,1,1,2,13004,13,004,0192,00007,1159
136009618,1,02,2,2,64,2,1,2,,2,2,1,2,,00,,2,1,1,13004,13,004,0192,00007,1159
136009618,1,03,3,2,24,2,1,2,,2,2,1,1,,08,3,,9,2,13004,13,004,0192,00007,1159
136009618,1,04,3,2,26,2,1,2,,2,2,1,2,14,06,3,,9,2,13004,13,004,0192,00007,1159
136009619,1,01,1,2,85,2,1,2,,2,2,2,2,,00,,2,5,2,13004,13,004,0192,00007,1159
136009619,1,02,3,2,58,2,1,2,,2,2,2,2,,03,3,,5,1,13004,13,004,0192,00007,1159
136009620,1,01,1,2,50,2,1,2,,2,2,2,2,,02,6,2,2,1,13004,13,004,0192,00007,1159
136009620,1,02,3,2,19,2,1,2,,2,2,2,2,10,06,3,,2,2,13004,13,004,0192,00007,1159
136009620,1,03,4,2,0,2,,,,,,,,,,,,,2,13004,13,004,0192,00007,1159
136040301,1,01,1,1,44,2,1,2,,2,2,1,2,,07,3,,6,2,13014,13,014,0191,00001,1111
136040301,1,02,2,2,44,2,1,2,,2,2,1,2,,02,2,1,6,1,13014,13,014,0191,00001,1111
136040301,1,03,3,1,11,2,1,2,,2,2,1,1,,02,5,1,,2,13014,13,014,0191,00001,1111
136040302,1,01,1,1,55,2,1,2,,2,2,1,2,,00,,2,8,1,13014,13,014,0191,00001,1111
136040302,1,02,2,2,56,2,1,2,,2,2,1,2,,02,6,1,8,2,13014,13,014,0191,00001,1111
136040303,1,01,1,2,21,2,1,2,,2,2,1,2,16,06,2,,1,1,13014,13,014,0191,00001,1111
136040303,1,02,7,2,13,2,1,2,,2,2,1,1,,03,2,,9,2,13014,13,014,0191,00001,1111
136040303,1,03,3,1,3,2,1,2,,2,2,1,2,00,00,,,,2,13014,13,014,0191,00001,1111
136040304,1,01,1,2,34,2,1,2,,2,2,1,2,,08,4,,1,1,13014,13,014,0191,00001,1111
136040304,1,02,3,1,8,2,1,2,,2,2,1,1,,02,3,1,,2,13014,13,014,0191,00001,1111
136040306,1,01,1,1,30,2,1,2,,2,2,1,2,04,06,3,,1,1,13014,13,014,0191,00001,1111
136040306,1,02,2,2,26,2,1,2,,2,2,1,2,07,06,3,,1,2,13014,13,014,0191,00001,1111
136040306,1,03,3,2,6,2,1,2,,2,2,1,1,,02,1,1,,2,13014,13,014,0191,00001,1111
136040307,1,01,1,1,54,2,1,2,,2,2,1,2,,02,3,1,8,2,13014,13,014,0191,00001,1111
136040307,1,02,2,2,59,2,1,2,,2,2,1,2,,02,6,1,8,1,13014,13,014,0191,00001,1111
136040307,1,03,3,2,30,2,1,2,,2,2,1,2,09,10,2,,9,2,13014,13,014,0191,00001,1111
136040307,1,04,4,2,19,2,1,2,,2,2,1,2,05,06,3,,9,2,13014,13,014,0191,00001,1111
136040307,1,05,4,2,13,2,1,2,,2,2,1,1,,03,2,,9,2,13014,13,014,0191,00001,1111
136040307,1,06,4,1,4,2,1,2,,2,2,1,1,,01,1,,,2,13014,13,014,0191,00001,1111
136040308,1,01,1,1,72,2,1,2,,2,2,2,2,,02,2,2,5,2,13014,13,014,0191,00001,1111
136040308,1,02,3,2,39,2,1,2,,2,2,2,1,,03,3,,9,1,13014,13,014,0191,00001,1111
136040309,1,01,1,1,53,2,1,2,,2,2,2,2,,03,3,,1,2,13014,13,014,0191,00001,1111
136040309,1,02,2,2,53,2,1,2,,2,2,2,2,,03,3,,1,2,13014,13,014,0191,00001,1111
136040309,1,03,3,1,25,2,1,2,,2,2,2,2,05,06,3,,9,1,13014,13,014,0191,00001,1111
136040310,1,01,1,1,28,2,1,2,,2,2,2,2,13,03,3,,1,2,13014,13,014,0191,00001,1111
136040310,1,02,2,2,31,2,1,2,,2,2,2,2,99,03,3,,1,1,13014,13,014,0191,00001,1111
136040310,1,03,3,1,8,2,1,2,,2,2,2,1,,02,3,1,,2,13014,13,014,0191,00001,1111
136040311,1,01,1,1,37,2,1,2,,2,2,2,2,,02,1,2,1,2,13014,13,014,0191,00001,1111
136040311,1,02,2,2,47,2,1,2,,2,2,2,2,,03,3,,1,1,13014,13,014,0191,00001,1111
136040311,1,03,4,1,6,2,1,2,,2,2,2,1,,02,1,2,,2,13014,13,014,0191,00001,1111
136040312,1,01,1,1,57,2,1,2,,2,2,1,2,,03,3,,1,1,13014,13,014,0191,00001,1111
136040313,1,01,1,1,44,2,1,2,,2,2,1,2,,03,3,,1,1,13014,13,014,0191,00001,1111
136040313,1,02,2,2,31,2,1,2,,2,2,1,2,,03,3,,1,2,13014,13,014,0191,00001,1111
136040313,1,03,3,2,11,2,1,2,,2,2,1,1,,02,6,1,,2,13014,13,014,0191,00001,1111
136040313,1,04,3,2,0,2,,,,,,,,,,,,,2,13014,13,014,0191,00001,1111
136040314,1,01,1,2,75,2,1,2,,2,2,2,2,,02,6,1,5,2,13014,13,014,0191,00001,1111
136040314,1,02,3,2,38,2,1,2,,2,2,1,2,,08,4,,2,1,13014,13,014,0191,00001,1111
136040314,1,03,4,1,16,2,1,2,,2,2,1,2,05,03,3,,9,2,13014,13,014,0191,00001,1111
136040316,1,01,1,2,30,2,1,1,1041,2,2,1,2,10,03,3,,1,2,13014,13,014,0191,00001,1111
136040316,1,02,2,1,37,2,1,2,,2,2,1,2,,03,3,,1,1,13014,13,014,0191,00001,1111
136040316,1,03,6,2,65,2,2,1,1041,2,2,1,2,,00,,2,3,2,13014,13,014,0191,00001,1111
136040316,1,04,3,1,12,2,1,1,1041,2,2,1,1,,02,6,1,9,2,13014,13,014,0191,00001,1111
136040316,1,05,3,2,7,2,1,2,,2,2,1,1,,02,1,1,,2,13014,13,014,0191,00001,1111
136040320,1,01,1,2,60,2,1,2,,2,2,1,2,,02,6,2,1,1,13014,13,014,0191,00001,1111
136040320,1,02,2,1,56,2,1,2,,1,2,1,2,,02,6,1,1,2,13014,13,014,0191,00001,1111
136040320,1,03,3,2,34,2,1,2,,2,2,1,2,,03,3,,2,2,13014,13,014,0191,00001,1111
136040320,1,04,4,2,14,2,1,2,,2,2,1,1,,03,2,,9,2,13014,13,014,0191,00001,1111
136040320,1,05,4,2,11,2,1,2,,2,2,1,1,,02,5,1,,2,13014,13,014,0191,00001,1111
136040320,1,06,4,2,9,2,1,2,,2,2,1,1,,02,3,1,,2,13014,13,014,0191,00001,1111
136082701,1,01,1,1,47,2,1,1,1041,2,2,1,2,,03,3,,8,2,13028,13,028,0191,00002,1098
136082701,1,02,2,2,44,2,1,1,1041,2,2,1,2,,03,3,,8,1,13028,13,028,0191,00002,1098
136082701,1,03,3,1,15,2,1,1,1041,2,2,1,1,,06,1,,9,2,13028,13,028,0191,00002,1098
136082701,1,04,3,2,13,2,1,1,1041,2,2,1,1,,03,1,,9,2,13028,13,028,0191,00002,1098
136082701,1,05,3,2,11,2,1,1,1041,2,2,1,1,,02,5,1,,2,13028,13,028,0191,00002,1098
136082701,1,06,3,1,9,2,1,1,1041,2,2,1,1,,02,3,1,,2,13028,13,028,0191,00002,1098
136082701,1,07,3,2,4,2,1,1,1041,2,2,1,1,,01,1,,,2,13028,13,028,0191,00002,1098
136082702,1,01,1,1,66,2,1,1,1041,2,2,1,2,,00,,2,7,2,13028,13,028,0191,00002,1098
136082702,1,02,2,2,61,2,2,1,1041,2,2,1,2,,00,,2,7,1,13028,13,028,0191,00002,1098
136082702,1,03,4,1,11,2,1,1,1041,2,2,1,1,,02,6,1,,2,13028,13,028,0191,00002,1098
136082703,1,01,1,1,58,2,1,1,1041,2,2,1,2,,02,3,1,1,1,13028,13,028,0191,00002,1098
136082703,1,02,2,2,56,2,2,1,1041,2,2,1,2,,02,1,2,1,2,13028,13,028,0191,00002,1098
136082704,1,01,1,1,41,2,1,1,1041,2,2,1,2,,06,3,,7,1,13028,13,028,0191,00002,1098
136082704,1,02,2,2,34,2,1,1,1041,2,2,1,2,,03,3,,7,2,13028,13,028,0191,00002,1098
136082704,1,03,3,1,11,2,1,1,1041,2,2,1,1,,02,5,1,,2,13028,13,028,0191,00002,1098
136082704,1,04,3,2,6,2,1,1,1041,2,2,1,1,,01,3,2,,2,13028,13,028,0191,00002,1098
136082704,1,05,3,2,0,2,,,,,,,,,,,,,2,13028,13,028,0191,00002,1098
136082705,1,01,1,2,56,2,2,1,1041,2,2,1,2,,00,,2,8,2,13028,13,028,0191,00002,1098
136082705,1,02,2,1,58,2,1,1,1041,2,2,1,2,,00,,2,8,2,13028,13,028,0191,00002,1098
136082705,1,03,3,2,20,2,1,1,1041,2,2,1,2,05,03,3,,2,1,13028,13,028,0191,00002,1098
136082705,1,04,4,2,0,2,,,,,,,,,,,,,2,13028,13,028,0191,00002,1098
136082705,1,05,4,2,8,2,1,1,1041,2,2,1,1,,02,2,1,,2,13028,13,028,0191,00002,1098
136082706,1,01,1,1,47,2,1,1,1041,2,2,1,2,,02,3,2,9,1,13028,13,028,0191,00002,1098
136082707,1,01,1,2,40,2,1,1,1041,2,2,1,2,,03,3,,8,1,13028,13,028,0191,00002,1098
136082707,1,02,3,1,7,2,1,1,1041,2,2,1,1,,02,1,2,,2,13028,13,028,0191,00002,1098
136082708,1,01,1,1,58,2,1,1,1041,2,2,1,2,,03,3,,8,2,13028,13,028,0191,00002,1098
136082708,1,02,2,2,54,2,1,1,1041,2,2,1,2,,02,3,2,8,2,13028,13,028,0191,00002,1098
136082708,1,03,4,1,19,2,1,1,1041,2,2,1,1,,06,3,,9,1,13028,13,028,0191,00002,1098
136082708,1,04,4,1,17,2,1,1,1041,2,2,1,1,,03,3,,9,2,13028,13,028,0191,00002,1098
136082709,1,01,1,1,46,2,1,1,1041,2,2,1,2,,02,6,2,8,2,13028,13,028,0191,00002,1098
136082709,1,02,2,2,47,2,1,1,1041,2,2,1,2,,02,5,2,8,1,13028,13,028,0191,00002,1098
136082709,1,03,3,2,18,2,1,1,1041,2,2,1,2,16,06,3,,9,2,13028,13,028,0191,00002,1098
136082710,1,01,1,2,42,2,1,1,1041,2,2,1,2,,03,3,,7,1,13028,13,028,0191,00002,1098
136082710,1,02,3,2,16,2,1,1,1041,2,2,1,1,,06,1,,9,2,13028,13,028,0191,00002,1098
136082710,1,03,3,1,13,2,1,1,1041,2,2,1,1,,03,3,,9,2,13028,13,028,0191,00002,1098
136082712,1,01,1,2,70,2,2,1,1041,2,2,1,2,,00,,2,8,2,13028,13,028,0191,00002,1098
136082712,1,02,3,2,42,2,1,1,1041,2,2,1,2,,03,3,,2,2,13028,13,028,0191,00002,1098
136082712,1,03,4,1,18,2,1,1,1041,2,2,1,2,09,06,3,,9,2,13028,13,028,0191,00002,1098
136082712,1,04,4,1,18,2,1,1,1041,2,2,1,2,09,06,3,,9,1,13028,13,028,0191,00002,1098
136082712,1,05,4,2,14,2,1,1,1041,2,2,1,1,,03,2,,9,2,13028,13,028,0191,00002,1098
136082713,1,01,1,1,50,2,1,1,1041,2,2,1,2,,02,6,1,7,2,13028,13,028,0191,00002,1098
136082713,1,02,2,2,50,2,1,1,1041,2,2,1,2,,02,2,2,7,2,13028,13,028,0191,00002,1098
136082713,1,03,3,2,16,2,1,1,1041,2,2,1,1,,06,2,,9,2,13028,13,028,0191,00002,1098
136082713,1,04,4,2,9,2,1,1,1041,2,2,1,1,,02,4,1,,2,13028,13,028,0191,00002,1098
136082713,1,05,4,2,7,2,1,1,1041,2,2,1,1,,02,3,1,,2,13028,13,028,0191,00002,1098
136082713,1,06,3,1,25,2,1,1,1041,2,2,1,2,10,06,3,,9,1,13028,13,028,0191,00002,1098
136082714,1,01,1,2,35,2,1,1,1041,2,2,1,2,,03,3,,3,1,13028,13,028,0191,00002,1098
136082714,1,02,3,2,16,2,1,1,1041,2,2,1,1,,06,1,,9,2,13028,13,028,0191,00002,1098
136082714,1,03,3,2,12,2,1,1,1041,2,2,1,1,,02,6,1,9,2,13028,13,028,0191,00002,1098
136082714,1,04,3,1,5,2,1,1,1041,2,2,1,1,,01,3,2,,2,13028,13,028,0191,00002,1098
136082714,1,05,3,1,4,2,1,1,1041,2,2,1,1,,01,1,,,2,13028,13,028,0191,00002,1098
136082715,1,01,1,1,40,2,1,1,1041,2,2,1,2,,03,3,,7,1,13028,13,028,0191,00002,1098
136082715,1,02,2,2,37,2,1,1,1041,2,2,1,2,,03,3,,7,2,13028,13,028,0191,00002,1098
136082715,1,03,3,2,14,2,1,1,1041,2,2,1,1,,03,1,,9,2,13028,13,028,0191,00002,1098
136082715,1,04,3,1,6,2,1,2,,2,2,1,1,,01,3,2,,2,13028,13,028,0191,00002,1098
136082716,1,01,1,1,71,2,1,1,1041,2,2,1,2,,00,,2,8,2,13028,13,028,0191,00002,1098
136082716,1,02,2,2,61,1,1,1,1041,1,2,2,2,,00,,2,8,1,13028,13,028,0191,00002,1098
136082717,1,01,1,1,53,2,1,1,1041,2,2,2,2,,02,5,2,7,2,13028,13,028,0191,00002,1098
136082717,1,02,2,2,52,2,1,1,1041,2,2,2,2,,00,,2,7,1,13028,13,028,0191,00002,1098
136082718,1,01,1,1,29,2,1,1,1041,2,2,1,2,15,00,,2,7,1,13028,13,028,0191,00002,1098
136082718,1,02,2,2,23,2,1,1,1041,2,2,1,2,10,03,3,,7,2,13028,13,028,0191,00002,1098
136082718,1,03,3,1,7,2,1,1,1041,2,2,1,1,,02,1,1,,2,13028,13,028,0191,00002,1098
136082718,1,04,3,2,4,2,1,1,1041,2,2,1,1,,01,2,,,2,13028,13,028,0191,00002,1098
136082719,1,01,1,1,66,2,1,1,1041,2,2,1,2,,02,3,2,7,2,13028,13,028,0191,00002,1098
136082719,1,02,2,2,64,2,2,1,1041,2,2,1,2,,00,,2,7,2,13028,13,028,0191,00002,1098
136082719,1,03,3,1,41,2,1,1,1041,2,2,1,2,,06,3,,9,1,13028,13,028,0191,00002,1098
136082719,1,04,3,2,28,2,1,1,1041,2,2,1,2,05,06,3,,1,2,13028,13,028,0191,00002,1098
136095201,1,01,1,2,56,2,1,2,,2,2,2,2,,02,6,1,5,1,13029,13,029,0192,00008,933
136095203,1,01,1,1,56,2,1,2,,2,2,1,2,,02,6,1,1,2,13029,13,029,0192,00008,933
136095203,1,02,2,2,36,2,1,2,,2,2,1,2,,03,3,,1,1,13029,13,029,0192,00008,933
136095203,1,03,3,2,11,2,1,2,,2,2,1,1,,02,6,1,,2,13029,13,029,0192,00008,933
136095203,1,04,3,2,9,2,1,2,,2,2,1,1,,02,3,1,,2,13029,13,029,0192,00008,933
136095205,1,01,1,2,50,2,1,2,,2,2,2,2,,02,6,1,5,2,13029,13,029,0192,00008,933
136095205,1,02,3,2,23,2,1,2,,2,2,2,2,04,06,3,,1,2,13029,13,029,0192,00008,933
136095205,1,03,5,1,32,2,1,2,,2,2,2,2,04,06,3,,1,1,13029,13,029,0192,00008,933
136095206,1,01,1,1,70,2,1,2,,2,2,2,2,,02,4,1,8,2,13029,13,029,0192,00008,933
136095206,1,02,2,2,65,2,1,2,,2,2,1,2,,00,,2,8,2,13029,13,029,0192,00008,933
136095206,1,03,5,2,49,2,1,2,,2,2,1,2,,03,3,,3,1,13029,13,029,0192,00008,933
136095206,1,04,4,2,17,2,1,2,,2,2,1,1,,06,1,,9,2,13029,13,029,0192,00008,933
136095206,1,05,4,1,15,2,1,2,,2,2,1,1,,03,3,,9,2,13029,13,029,0192,00008,933
136095206,1,06,4,2,13,2,1,2,,2,2,1,1,,03,1,,9,2,13029,13,029,0192,00008,933
136095207,1,01,1,2,49,2,1,2,,2,2,2,2,,02,6,1,2,2,13029,13,029,0192,00008,933
136095207,1,02,3,1,22,2,1,2,,2,2,2,1,,08,4,,9,1,13029,13,029,0192,00008,933
136095208,1,01,1,2,46,2,1,2,,2,2,2,2,,99,,1,8,2,13029,13,029,0192,00008,933
136095208,1,02,5,2,26,2,1,2,,2,2,2,2,09,08,4,,1,2,13029,13,029,0192,00008,933
136095208,1,03,3,1,27,2,1,2,,1,2,1,2,09,08,4,,1,1,13029,13,029,0192,00008,933
136095208,1,04,4,1,2,2,,,,,,,,,,,,,2,13029,13,029,0192,00008,933
136095209,1,01,1,1,85,2,1,2,,2,2,2,2,,02,1,1,5,2,13029,13,029,0192,00008,933
136095209,1,02,3,1,59,2,1,2,,2,2,2,2,,03,3,,1,1,13029,13,029,0192,00008,933
136095209,1,03,3,2,45,2,1,2,,2,2,2,2,,06,3,,9,2,13029,13,029,0192,00008,933
136095209,1,04,5,2,51,2,1,2,,2,2,2,2,,03,3,,1,2,13029,13,029,0192,00008,933
136095209,1,05,4,2,23,2,1,2,,1,2,2,2,09,08,5,,9,2,13029,13,029,0192,00008,933
136095210,1,01,1,1,62,2,1,2,,2,2,2,2,,02,6,1,8,2,13029,13,029,0192,00008,933
136095210,1,02,2,2,60,2,1,2,,2,2,2,2,,03,2,,8,1,13029,13,029,0192,00008,933
136095211,1,01,1,1,34,2,1,2,,2,2,2,2,,06,3,,1,1,13029,13,029,0192,00008,933
136095211,1,02,2,2,32,2,1,2,,2,2,2,2,,03,3,,1,2,13029,13,029,0192,00008,933
136095211,1,03,3,1,16,2,1,2,,2,2,2,1,,06,1,,9,2,13029,13,029,0192,00008,933
136095211,1,04,3,1,10,2,1,2,,2,2,2,1,,02,5,1,,2,13029,13,029,0192,00008,933
136095211,1,05,3,2,5,2,1,2,,2,2,2,1,,01,2,2,,2,13029,13,029,0192,00008,933
136095212,1,01,1,1,55,2,1,2,,2,2,1,2,,03,3,,1,2,13029,13,029,0192,00008,933
136095212,1,02,2,2,49,2,1,2,,2,2,1,2,,02,6,1,1,1,13029,13,029,0192,00008,933
136095212,1,03,3,1,15,2,1,2,,2,2,1,1,,06,1,,9,2,13029,13,029,0192,00008,933
136095212,1,04,3,1,11,2,1,2,,2,2,1,1,,02,6,1,,2,13029,13,029,0192,00008,933
136095213,1,01,1,1,62,2,1,2,,2,2,1,2,,99,,1,2,1,13029,13,029,0192,00008,933
136095213,1,02,3,2,32,2,1,2,,2,2,1,2,,03,3,,9,2,13029,13,029,0192,00008,933
136095214,1,01,1,2,65,1,1,2,,2,2,2,2,,02,2,1,9,2,13029,13,029,0192,00008,933
136095214,1,02,7,2,58,1,1,2,,2,2,1,2,,00,,2,9,1,13029,13,029,0192,00008,933
136095216,1,01,1,2,49,2,1,2,,2,2,2,2,,06,3,,5,2,13029,13,029,0192,00008,933
136095216,1,02,3,1,21,2,1,2,,1,2,2,1,,08,2,,9,2,13029,13,029,0192,00008,933
136095216,1,03,3,1,21,2,1,2,,1,2,2,1,,08,3,,9,1,13029,13,029,0192,00008,933
136095217,1,01,1,2,48,2,1,2,,2,2,2,2,,03,3,,9,1,13029,13,029,0192,00008,933
136095217,1,02,3,1,8,2,1,2,,2,2,2,1,,02,3,1,,2,13029,13,029,0192,00008,933
136095218,1,01,1,1,65,2,1,2,,2,2,1,2,,02,6,1,8,2,13029,13,029,0192,00008,933
136095218,1,02,2,2,59,2,1,2,,2,2,1,2,,00,,2,8,2,13029,13,029,0192,00008,933
136095218,1,03,3,2,26,2,1,2,,2,2,1,2,05,03,3,,2,1,13029,13,029,0192,00008,933
