folioviv,foliohog,id_pobla,parentesco,sexo,edad,afrod,hablaesp,hablaind,lenguaind,hablaing,hablaotro,etnia,asiste_esc,no_asisb,nivelaprob,gradoaprob,alfabetism,edo_conyug,inf_selec,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_hog
076258116,1,07,4,2,3,2,1,1,0933,2,2,2,2,15,00,,,,2,07059,07,059,0102,00015,1820
076258117,1,01,1,1,33,2,1,1,0933,2,2,1,2,,03,3,,6,2,07059,07,059,0102,00015,1820
076258117,1,02,2,2,30,2,1,1,0933,2,2,2,2,05,02,2,1,6,1,07059,07,059,0102,00015,1820
076258117,1,03,3,1,13,2,1,1,0933,2,2,1,1,,02,6,1,9,2,07059,07,059,0102,00015,1820
076258117,1,04,3,1,9,2,1,1,0933,2,2,1,1,,02,5,1,,2,07059,07,059,0102,00015,1820
076258117,1,05,3,1,8,2,1,1,0933,2,2,1,1,,02,3,1,,2,07059,07,059,0102,00015,1820
076258117,1,06,3,1,5,2,2,1,0933,2,2,1,1,,01,2,2,,2,07059,07,059,0102,00015,1820
076258117,1,07,3,2,4,2,2,1,0933,2,2,1,2,00,00,,,,2,07059,07,059,0102,00015,1820
076258117,1,08,3,1,1,2,,,,,,,,,,,,,2,07059,07,059,0102,00015,1820
076258118,1,01,1,1,36,2,1,1,0933,2,2,1,2,,06,3,,7,1,07059,07,059,0102,00015,1820
076258118,1,02,2,2,33,2,1,1,0933,2,2,1,2,,03,3,,7,2,07059,07,059,0102,00015,1820
076258118,1,03,3,2,14,2,1,1,0933,2,2,1,2,05,02,6,1,9,2,07059,07,059,0102,00015,1820
076258118,1,04,3,2,5,2,1,1,0933,2,2,1,1,,01,1,2,,2,07059,07,059,0102,00015,1820
076258118,1,05,3,2,4,2,1,1,0933,2,2,1,1,,00,,,,2,07059,07,059,0102,00015,1820
076258118,1,06,3,2,1,2,,,,,,,,,,,,,2,07059,07,059,0102,00015,1820
076258119,1,01,1,1,50,2,1,1,0933,2,2,1,2,,02,5,1,6,2,07059,07,059,0102,00015,1820
076258119,1,02,2,2,49,2,2,1,0933,2,2,1,2,,02,2,2,6,2,07059,07,059,0102,00015,1820
076258119,1,03,3,1,31,2,1,1,0933,2,2,1,2,,03,3,,1,1,07059,07,059,0102,00015,1820
076258119,1,04,5,2,27,2,1,1,0933,2,2,1,1,,03,3,,1,2,07059,07,059,0102,00015,1820
076258119,1,05,3,1,25,2,1,1,0933,2,2,1,2,10,03,3,,6,2,07059,07,059,0102,00015,1820
076258119,1,06,5,2,21,2,1,1,0931,2,2,1,2,99,02,6,1,6,2,07059,07,059,0102,00015,1820
076258119,1,07,3,1,11,2,2,1,0933,2,2,1,1,,02,4,1,,2,07059,07,059,0102,00015,1820
076258119,1,08,3,2,11,2,1,1,0933,2,2,1,1,,02,5,1,,2,07059,07,059,0102,00015,1820
076258119,1,09,4,1,8,2,1,1,0933,2,2,2,1,,02,1,1,,2,07059,07,059,0102,00015,1820
076258119,1,10,4,2,7,2,1,1,0933,2,2,1,1,,01,2,2,,2,07059,07,059,0102,00015,1820
076258119,1,11,4,2,3,2,1,1,0933,2,2,1,1,,00,,,,2,07059,07,059,0102,00015,1820
076258119,1,12,4,2,1,2,,,,,,,,,,,,,2,07059,07,059,0102,00015,1820
076258120,1,01,1,1,52,2,1,1,0933,2,2,1,2,,02,1,1,8,1,07059,07,059,0102,00015,1820
076258120,1,02,2,2,50,2,2,1,0933,2,2,1,1,,02,2,1,8,2,07059,07,059,0102,00015,1820
076258120,1,03,3,2,15,2,1,1,0933,2,2,1,1,,03,3,,9,2,07059,07,059,0102,00015,1820
076303901,1,01,1,2,49,2,1,1,0933,2,2,1,2,,02,6,1,1,1,07065,07,065,0102,00016,771
076303901,1,02,3,1,15,2,1,2,,2,2,1,2,14,02,6,1,9,2,07065,07,065,0102,00016,771
076303901,1,03,3,2,11,2,1,2,,2,2,1,1,,02,4,1,,2,07065,07,065,0102,00016,771
076303901,1,04,3,2,9,2,1,2,,2,2,1,1,,02,3,1,,2,07065,07,065,0102,00016,771
076303902,1,01,1,1,47,2,1,1,0931,2,2,1,2,,06,3,,1,1,07065,07,065,0102,00016,771
076303902,1,02,2,2,50,2,1,2,,2,2,2,2,,02,6,1,1,2,07065,07,065,0102,00016,771
076303903,1,01,1,1,58,2,1,2,,2,2,2,2,,02,1,1,1,2,07065,07,065,0102,00016,771
076303903,1,02,2,2,53,2,1,2,,2,2,2,2,,02,6,1,1,1,07065,07,065,0102,00016,771
076303904,1,01,1,1,51,2,1,1,0931,2,2,1,2,,02,3,1,6,2,07065,07,065,0102,00016,771
076303904,1,02,2,2,49,2,1,1,0931,2,2,1,2,,02,4,1,6,1,07065,07,065,0102,00016,771
076303904,1,03,3,1,2,2,,,,,,,,,,,,,2,07065,07,065,0102,00016,771
076303905,1,01,1,1,48,2,1,2,,2,2,2,2,,06,3,,8,1,07065,07,065,0102,00016,771
076303905,1,02,2,2,38,2,1,2,,2,2,1,2,,06,3,,8,2,07065,07,065,0102,00016,771
076303905,1,03,3,1,13,2,1,2,,2,2,2,1,,03,2,,9,2,07065,07,065,0102,00016,771
076303907,1,01,1,1,30,2,1,1,0931,2,2,1,2,04,06,3,,6,2,07065,07,065,0102,00016,771
076303907,1,02,7,2,25,2,1,1,0931,2,2,1,2,10,06,3,,9,1,07065,07,065,0102,00016,771
076303908,1,01,1,1,44,2,1,1,0931,2,2,1,2,,03,3,,6,2,07065,07,065,0102,00016,771
076303908,1,02,2,2,38,2,1,1,0933,2,2,1,2,,02,6,1,6,1,07065,07,065,0102,00016,771
076303908,1,03,3,1,6,2,1,2,,2,2,2,1,,01,2,2,,2,07065,07,065,0102,00016,771
076303909,1,01,1,1,56,2,1,2,,2,2,2,2,,02,1,1,1,1,07065,07,065,0102,00016,771
076303909,1,02,2,2,43,2,1,2,,2,2,2,2,,02,3,1,1,2,07065,07,065,0102,00016,771
076303910,1,01,1,2,55,2,2,1,0931,2,2,1,2,,02,3,2,6,2,07065,07,065,0102,00016,771
076303910,1,02,2,1,59,2,1,1,0931,2,2,1,2,,00,,2,6,1,07065,07,065,0102,00016,771
076303910,1,03,3,1,23,2,1,1,0931,2,2,1,2,10,03,3,,9,2,07065,07,065,0102,00016,771
076303910,1,04,3,1,20,2,1,1,0931,2,2,1,2,10,06,3,,9,2,07065,07,065,0102,00016,771
076303910,1,05,3,1,19,2,1,1,0931,2,2,1,2,13,03,3,,9,2,07065,07,065,0102,00016,771
076303910,1,06,3,1,17,2,1,1,0931,2,2,1,2,05,03,3,,9,2,07065,07,065,0102,00016,771
076303910,1,07,3,2,15,2,1,1,0931,2,2,1,1,,03,3,,9,2,07065,07,065,0102,00016,771
076303911,1,01,1,1,38,2,1,2,,2,2,2,2,,03,3,,1,1,07065,07,065,0102,00016,771
076303911,1,02,2,2,49,2,1,1,0933,2,2,1,2,,02,3,1,1,2,07065,07,065,0102,00016,771
076303911,1,03,3,1,20,2,1,2,,2,2,2,2,10,06,3,,9,2,07065,07,065,0102,00016,771
076303911,1,04,3,2,16,2,1,1,0933,2,2,1,1,,06,1,,9,2,07065,07,065,0102,00016,771
076303911,1,05,3,2,15,2,1,1,0933,2,2,1,1,,03,2,,9,2,07065,07,065,0102,00016,771
076303912,1,01,1,1,44,2,1,1,0931,2,2,1,2,,00,,2,1,2,07065,07,065,0102,00016,771
076303912,1,02,2,2,37,2,1,2,,2,2,1,2,,03,3,,1,1,07065,07,065,0102,00016,771
076303912,1,03,3,2,17,2,1,2,,2,2,1,2,04,06,1,,9,2,07065,07,065,0102,00016,771
076303912,1,04,3,1,12,2,1,2,,2,2,1,1,,02,5,1,9,2,07065,07,065,0102,00016,771
076303912,1,05,3,1,10,2,1,2,,2,2,1,1,,02,3,1,,2,07065,07,065,0102,00016,771
076303912,2,01,1,1,21,2,1,2,,2,2,2,2,14,06,3,,1,1,07065,07,065,0102,00016,771
076303912,2,02,2,2,21,2,1,1,0931,2,2,2,2,13,06,3,,1,2,07065,07,065,0102,00016,771
076303913,1,01,1,1,27,2,1,2,,2,2,1,2,04,06,3,,6,2,07065,07,065,0102,00016,771
076303913,1,02,2,2,25,2,1,1,0931,2,2,1,2,06,06,3,,6,1,07065,07,065,0102,00016,771
076303913,1,03,3,1,6,2,1,2,,2,2,1,1,,02,1,1,,2,07065,07,065,0102,00016,771
076303913,1,04,3,2,4,2,1,2,,2,2,1,1,,01,1,,,2,07065,07,065,0102,00016,771
076303913,1,05,3,2,1,2,,,,,,,,,,,,,2,07065,07,065,0102,00016,771
076303914,1,01,1,2,59,2,1,1,0931,2,2,1,2,,00,,2,4,1,07065,07,065,0102,00016,771
076303914,1,02,6,2,91,2,2,1,0931,2,2,1,2,,00,,2,5,2,07065,07,065,0102,00016,771
076303915,1,01,1,1,46,2,1,2,,2,2,2,2,,02,6,2,1,1,07065,07,065,0102,00016,771
076303915,1,02,2,2,23,2,1,2,,2,2,2,2,16,03,3,,1,2,07065,07,065,0102,00016,771
076303915,1,03,3,2,6,2,1,2,,2,2,2,1,,00,,2,,2,07065,07,065,0102,00016,771
076303915,1,04,3,1,5,2,1,2,,2,2,2,1,,00,,2,,2,07065,07,065,0102,00016,771
076303915,1,05,3,2,0,2,,,,,,,,,,,,,2,07065,07,065,0102,00016,771
076303916,1,01,1,1,41,2,1,2,,2,2,2,2,,06,3,,1,1,07065,07,065,0102,00016,771
076303916,1,02,2,2,42,2,1,1,0931,2,2,1,2,,08,1,,1,2,07065,07,065,0102,00016,771
076303916,1,03,3,1,13,2,1,2,,2,2,1,1,,02,6,1,9,2,07065,07,065,0102,00016,771
076303916,1,04,3,2,9,2,1,2,,2,2,1,1,,02,3,1,,2,07065,07,065,0102,00016,771
076303917,1,01,1,2,59,2,1,1,0931,2,2,1,2,,02,6,1,2,2,07065,07,065,0102,00016,771
076303917,1,02,3,1,40,2,1,2,,1,2,1,2,,06,3,,9,1,07065,07,065,0102,00016,771
076303918,1,01,1,1,49,2,1,1,0931,2,2,1,2,,02,6,1,8,1,07065,07,065,0102,00016,771
076303918,1,02,2,2,38,2,1,2,,2,2,2,2,,03,3,,8,2,07065,07,065,0102,00016,771
076303918,1,03,3,2,19,2,1,2,,2,2,1,2,11,06,3,,9,2,07065,07,065,0102,00016,771
076303918,1,04,3,1,16,2,1,2,,2,2,1,1,,03,3,,9,2,07065,07,065,0102,00016,771
076303919,1,01,1,2,64,2,1,2,,2,2,2,2,,00,,1,1,2,07065,07,065,0102,00016,771
076303919,1,02,2,1,56,2,1,2,,2,2,2,2,,02,6,1,1,1,07065,07,065,0102,00016,771
076303919,1,03,3,2,34,2,1,2,,2,2,2,2,,02,3,1,2,2,07065,07,065,0102,00016,771
076303919,1,04,4,1,16,2,1,2,,2,2,2,2,05,02,5,1,9,2,07065,07,065,0102,00016,771
076303919,1,05,4,1,13,2,1,2,,2,2,2,2,05,00,,2,9,2,07065,07,065,0102,00016,771
076303919,1,06,4,2,11,2,1,2,,2,2,2,1,,02,5,1,,2,07065,07,065,0102,00016,771
076303919,1,07,4,2,8,2,1,2,,2,2,2,1,,00,,2,,2,07065,07,065,0102,00016,771
076303919,1,08,4,2,5,2,1,2,,2,2,2,1,,01,2,2,,2,07065,07,065,0102,00016,771
076320301,1,01,1,1,35,2,1,2,,1,2,2,2,,06,3,,1,1,07069,07,069,0102,00017,1428
076320301,1,02,2,2,40,2,1,2,,2,2,2,2,,08,4,,1,2,07069,07,069,0102,00017,1428
076320301,1,03,6,2,65,2,1,2,,2,2,2,2,,02,6,1,5,2,07069,07,069,0102,00017,1428
076320301,1,04,3,1,13,2,1,2,,2,2,2,1,,03,1,,9,2,07069,07,069,0102,00017,1428
076320301,1,05,3,1,11,2,1,2,,2,2,2,1,,02,5,1,,2,07069,07,069,0102,00017,1428
076320301,1,06,3,2,3,2,1,2,,2,2,2,2,16,00,,,,2,07069,07,069,0102,00017,1428
076320304,1,01,1,1,42,2,1,2,,2,2,2,2,,02,6,1,6,1,07069,07,069,0102,00017,1428
076320304,1,02,2,2,38,2,1,2,,2,2,2,2,,03,2,,6,2,07069,07,069,0102,00017,1428
076320304,1,03,3,2,22,2,1,2,,2,2,2,2,09,08,4,,9,2,07069,07,069,0102,00017,1428
076320304,1,04,3,1,14,2,1,2,,2,2,2,1,,03,2,,9,2,07069,07,069,0102,00017,1428
076320304,1,05,3,2,9,2,1,2,,2,2,2,1,,02,2,1,,2,07069,07,069,0102,00017,1428
076320306,1,01,1,1,27,2,1,2,,2,2,2,2,05,02,1,2,1,2,07069,07,069,0102,00017,1428
076320306,1,02,2,2,43,2,1,2,,2,2,2,2,,02,3,1,1,1,07069,07,069,0102,00017,1428
076320306,1,03,7,1,14,2,1,2,,2,2,2,2,05,02,1,2,9,2,07069,07,069,0102,00017,1428
076320307,1,01,1,1,39,2,1,2,,2,2,2,2,,02,6,1,1,1,07069,07,069,0102,00017,1428
076320307,1,02,2,2,32,2,1,2,,2,2,2,2,,02,3,1,1,2,07069,07,069,0102,00017,1428
076320307,1,03,3,2,13,2,1,2,,2,2,2,1,,03,1,,9,2,07069,07,069,0102,00017,1428
076320307,1,04,3,1,11,2,1,2,,2,2,2,1,,02,4,1,,2,07069,07,069,0102,00017,1428
076320307,1,05,3,2,8,2,1,2,,2,2,2,1,,02,2,1,,2,07069,07,069,0102,00017,1428
076320307,1,06,3,1,5,2,1,2,,2,2,2,1,,01,1,2,,2,07069,07,069,0102,00017,1428
076320308,1,01,1,1,34,2,1,2,,2,2,2,2,,00,,2,8,1,07069,07,069,0102,00017,1428
076320308,1,02,2,2,37,2,1,2,,2,2,2,2,,02,4,1,8,2,07069,07,069,0102,00017,1428
076320308,1,03,3,2,16,2,1,2,,2,2,2,2,12,03,3,,9,2,07069,07,069,0102,00017,1428
076320308,1,04,3,1,15,2,1,2,,2,2,2,1,,03,1,,9,2,07069,07,069,0102,00017,1428
076320308,1,05,3,2,6,2,1,2,,2,2,2,1,,01,2,2,,2,07069,07,069,0102,00017,1428
076320308,1,06,3,2,2,2,,,,,,,,,,,,,2,07069,07,069,0102,00017,1428
076320308,1,07,3,2,1,2,,,,,,,,,,,,,2,07069,07,069,0102,00017,1428
076320310,1,01,1,1,26,2,1,2,,2,2,2,2,10,02,3,1,1,1,07069,07,069,0102,00017,1428
076320310,1,02,2,2,26,2,1,2,,2,2,2,2,10,03,3,,1,2,07069,07,069,0102,00017,1428
076320310,1,03,3,1,10,2,1,2,,2,2,2,1,,02,2,2,,2,07069,07,069,0102,00017,1428
076320310,1,04,3,1,6,2,1,2,,2,2,2,2,13,01,3,2,,2,07069,07,069,0102,00017,1428
076320310,1,05,3,2,4,2,1,2,,2,2,2,2,12,01,1,,,2,07069,07,069,0102,00017,1428
076320312,1,01,1,1,32,2,1,2,,2,2,2,2,,02,3,1,6,1,07069,07,069,0102,00017,1428
076320312,1,02,2,2,31,2,1,2,,2,2,2,2,,06,3,,6,2,07069,07,069,0102,00017,1428
076320313,1,01,1,1,63,2,1,2,,2,2,2,2,,02,6,1,6,2,07069,07,069,0102,00017,1428
076320313,1,02,2,2,57,2,1,2,,2,2,2,2,,02,3,1,6,1,07069,07,069,0102,00017,1428
076320314,1,01,1,1,30,2,1,2,,2,2,2,2,05,02,6,2,1,1,07069,07,069,0102,00017,1428
076320314,1,02,2,2,22,2,1,2,,2,2,2,2,06,03,3,,1,2,07069,07,069,0102,00017,1428
076320314,1,03,3,2,12,2,2,2,,2,2,2,1,,02,5,1,9,2,07069,07,069,0102,00017,1428
076320314,1,04,3,2,2,2,,,,,,,,,,,,,2,07069,07,069,0102,00017,1428
076320314,1,05,3,1,0,2,,,,,,,,,,,,,2,07069,07,069,0102,00017,1428
076320316,1,01,1,1,52,2,1,2,,2,2,2,2,,02,4,1,1,2,07069,07,069,0102,00017,1428
076320316,1,02,2,2,50,2,1,2,,2,2,2,2,,00,,2,1,1,07069,07,069,0102,00017,1428
076320316,1,03,3,2,25,2,1,2,,2,2,2,2,14,00,,2,9,2,07069,07,069,0102,00017,1428
076320316,1,04,3,1,6,2,1,2,,2,2,2,1,,01,3,2,,2,07069,07,069,0102,00017,1428
076320317,1,01,1,1,35,2,1,2,,2,2,2,2,,06,3,,1,2,07069,07,069,0102,00017,1428
076320317,1,02,2,2,32,2,1,2,,2,2,2,2,,06,3,,1,1,07069,07,069,0102,00017,1428
076320317,1,03,3,2,10,2,1,2,,2,2,2,1,,02,4,1,,2,07069,07,069,0102,00017,1428
076320317,1,04,3,2,7,2,1,2,,2,2,2,1,,02,1,1,,2,07069,07,069,0102,00017,1428
076320318,1,01,1,1,74,2,1,2,,2,2,1,2,,00,,1,6,2,07069,07,069,0102,00017,1428
076320318,1,02,2,2,73,2,1,2,,2,2,2,2,,00,,2,6,2,07069,07,069,0102,00017,1428
076320318,1,03,3,1,46,2,1,2,,2,2,2,2,,02,2,1,1,1,07069,07,069,0102,00017,1428
076320318,1,04,5,2,36,2,1,2,,2,2,2,2,,02,6,1,1,2,07069,07,069,0102,00017,1428
076320318,1,05,4,1,14,2,1,2,,2,2,2,1,,03,1,,9,2,07069,07,069,0102,00017,1428
076320318,1,06,4,1,8,2,1,2,,2,2,2,1,,02,1,1,,2,07069,07,069,0102,00017,1428
076320319,1,01,1,1,45,2,1,2,,2,2,2,2,,00,,2,1,2,07069,07,069,0102,00017,1428
076320319,1,02,2,2,35,2,1,2,,2,2,2,2,,03,2,,1,1,07069,07,069,0102,00017,1428
076320319,1,03,3,1,13,2,1,2,,2,2,2,1,,03,1,,9,2,07069,07,069,0102,00017,1428
076320319,1,04,3,2,2,2,,,,,,,,,,,,,2,07069,07,069,0102,00017,1428
076320320,1,01,1,1,64,2,1,2,,2,2,2,2,,02,4,1,6,2,07069,07,069,0102,00017,1428
076320320,1,02,2,2,60,2,1,2,,2,2,2,2,,02,4,1,6,1,07069,07,069,0102,00017,1428
076320320,1,03,5,2,27,2,1,2,,2,2,2,2,09,08,5,,6,2,07069,07,069,0102,00017,1428
076320320,1,04,3,1,34,2,1,2,,2,2,2,2,,03,3,,6,2,07069,07,069,0102,00017,1428
076330301,1,01,1,1,52,2,1,2,,2,2,1,2,,00,,2,6,1,07072,07,072,0102,00018,1556
076330301,1,02,2,2,44,2,1,2,,2,2,1,2,,02,6,1,6,2,07072,07,072,0102,00018,1556
076330301,1,03,3,1,9,2,1,2,,2,2,1,1,,02,4,1,,2,07072,07,072,0102,00018,1556
076330301,1,04,3,2,2,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330303,1,01,1,1,36,2,1,2,,2,2,1,2,,03,3,,6,1,07072,07,072,0102,00018,1556
076330303,1,02,2,2,27,2,1,2,,2,2,1,2,08,03,3,,6,2,07072,07,072,0102,00018,1556
076330303,1,03,3,2,8,2,1,2,,2,2,1,1,,02,2,2,,2,07072,07,072,0102,00018,1556
076330303,1,04,3,1,5,2,1,2,,2,2,1,1,,01,3,2,,2,07072,07,072,0102,00018,1556
076330303,1,05,3,2,3,2,1,2,,2,2,1,1,,01,3,,,2,07072,07,072,0102,00018,1556
076330305,1,01,1,1,33,2,1,2,,2,2,1,2,,03,3,,6,1,07072,07,072,0102,00018,1556
076330305,1,02,2,2,30,2,1,2,,2,2,1,2,08,03,3,,6,2,07072,07,072,0102,00018,1556
076330305,1,03,3,2,5,2,1,2,,2,2,1,1,,01,2,2,,2,07072,07,072,0102,00018,1556
076330305,1,04,3,1,4,2,1,2,,2,2,1,1,,01,1,,,2,07072,07,072,0102,00018,1556
076330306,1,01,1,1,23,2,1,1,0934,2,2,1,2,10,00,,2,7,2,07072,07,072,0102,00018,1556
076330306,1,02,2,2,26,2,1,1,0934,2,2,1,1,,02,6,1,7,1,07072,07,072,0102,00018,1556
076330306,2,01,1,1,20,2,1,1,0934,2,1,1,2,10,00,,2,1,2,07072,07,072,0102,00018,1556
076330306,2,02,2,2,27,2,1,1,0934,2,2,1,1,,02,6,1,1,1,07072,07,072,0102,00018,1556
076330306,2,03,3,2,0,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330306,3,01,1,1,21,2,1,1,0934,2,2,1,2,05,00,,1,9,1,07072,07,072,0102,00018,1556
076330306,3,02,7,1,12,2,2,1,0934,2,2,1,2,12,00,,2,9,2,07072,07,072,0102,00018,1556
076330307,1,01,1,2,22,2,1,2,,2,2,2,2,10,03,3,,1,1,07072,07,072,0102,00018,1556
076330307,1,02,3,2,3,2,1,2,,1,2,2,1,,01,1,,,2,07072,07,072,0102,00018,1556
076330308,1,01,1,1,28,2,1,2,,2,2,1,2,04,02,6,1,6,1,07072,07,072,0102,00018,1556
076330308,1,02,2,2,27,2,1,2,,2,2,1,2,08,03,3,,6,2,07072,07,072,0102,00018,1556
076330308,1,03,3,2,7,2,1,2,,2,2,1,1,,02,1,1,,2,07072,07,072,0102,00018,1556
076330308,1,04,3,1,6,2,1,2,,2,2,1,1,,01,3,2,,2,07072,07,072,0102,00018,1556
076330308,1,05,3,1,1,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330309,1,01,1,1,25,2,1,1,0934,2,2,1,2,10,06,3,,1,1,07072,07,072,0102,00018,1556
076330309,1,02,2,2,22,2,1,1,0934,2,2,1,2,12,02,6,1,1,2,07072,07,072,0102,00018,1556
076330309,1,03,3,2,2,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330310,1,01,1,1,39,2,1,2,,2,2,1,2,,02,6,1,6,2,07072,07,072,0102,00018,1556
076330310,1,02,2,2,31,2,1,2,,2,2,1,2,06,02,6,1,6,1,07072,07,072,0102,00018,1556
076330310,1,03,3,1,10,2,1,2,,2,2,1,1,,02,4,1,,2,07072,07,072,0102,00018,1556
076330310,1,04,3,2,3,2,1,2,,2,2,1,1,,00,,,,2,07072,07,072,0102,00018,1556
076330311,1,01,1,1,34,2,1,1,0934,2,2,2,2,,02,3,2,6,1,07072,07,072,0102,00018,1556
076330311,1,02,2,2,31,2,1,2,,2,2,1,2,,02,6,1,6,2,07072,07,072,0102,00018,1556
076330311,1,03,3,2,13,2,1,2,,2,2,1,1,,02,6,1,9,2,07072,07,072,0102,00018,1556
076330311,1,04,3,1,10,2,1,2,,2,2,1,1,,02,3,2,,2,07072,07,072,0102,00018,1556
076330311,1,05,3,2,6,2,1,2,,2,2,1,1,,01,2,2,,2,07072,07,072,0102,00018,1556
076330312,1,01,1,2,38,2,1,2,,2,2,1,2,,02,2,2,6,1,07072,07,072,0102,00018,1556
076330312,1,02,3,1,17,2,1,2,,2,2,1,2,06,02,6,1,1,2,07072,07,072,0102,00018,1556
076330312,1,03,3,1,13,2,1,2,,2,2,1,1,,02,6,1,9,2,07072,07,072,0102,00018,1556
076330312,1,04,3,2,6,2,1,2,,2,2,1,1,,01,2,2,,2,07072,07,072,0102,00018,1556
076330312,1,05,5,2,16,2,1,2,,2,2,1,2,06,02,6,1,1,2,07072,07,072,0102,00018,1556
076330312,1,06,4,2,0,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330313,1,01,1,2,37,2,1,2,,2,2,1,2,,02,6,1,6,1,07072,07,072,0102,00018,1556
076330313,1,02,3,2,16,2,2,2,,2,2,1,2,00,00,,2,9,2,07072,07,072,0102,00018,1556
076330313,1,03,3,1,9,2,1,2,,2,2,1,1,,02,3,2,,2,07072,07,072,0102,00018,1556
076330313,1,04,3,1,7,2,1,2,,2,2,1,1,,02,1,2,,2,07072,07,072,0102,00018,1556
076330313,1,05,3,2,5,2,1,2,,2,2,1,1,,01,2,2,,2,07072,07,072,0102,00018,1556
076330314,1,01,1,1,60,2,1,2,,2,2,1,2,,00,,2,1,1,07072,07,072,0102,00018,1556
076330314,1,02,2,2,53,2,1,2,,2,2,1,2,,00,,2,1,2,07072,07,072,0102,00018,1556
076330314,1,03,3,2,40,2,1,2,,2,2,1,2,,02,1,2,9,2,07072,07,072,0102,00018,1556
076330314,1,04,3,2,32,2,1,2,,2,2,1,2,,02,6,1,9,2,07072,07,072,0102,00018,1556
076330315,1,01,1,1,25,2,1,2,,2,2,1,2,06,06,3,,1,2,07072,07,072,0102,00018,1556
076330315,1,02,2,2,23,2,1,2,,2,2,2,2,08,03,3,,1,1,07072,07,072,0102,00018,1556
076330315,1,03,3,2,2,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330315,1,04,3,1,0,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330316,1,01,1,1,30,2,1,1,0934,2,2,1,1,,02,6,1,7,2,07072,07,072,0102,00018,1556
076330316,1,02,2,2,28,2,1,1,0934,2,2,1,1,,02,6,2,7,1,07072,07,072,0102,00018,1556
076330316,1,03,3,2,13,2,2,1,0934,2,2,1,1,,02,6,1,9,2,07072,07,072,0102,00018,1556
076330316,1,04,3,1,10,2,2,1,0934,2,2,1,1,,02,3,2,,2,07072,07,072,0102,00018,1556
076330316,1,05,3,2,6,2,2,1,0934,2,2,1,1,,01,3,2,,2,07072,07,072,0102,00018,1556
076330316,1,06,3,1,1,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330317,1,01,1,1,28,2,1,1,0934,2,2,1,2,04,02,6,1,7,1,07072,07,072,0102,00018,1556
076330317,1,02,2,2,30,2,1,1,0934,2,2,1,1,,00,,2,7,2,07072,07,072,0102,00018,1556
076330317,1,03,3,1,7,2,1,1,0934,2,2,1,1,,02,1,1,,2,07072,07,072,0102,00018,1556
076330317,1,04,3,1,4,2,1,1,0934,2,2,1,1,,01,1,,,2,07072,07,072,0102,00018,1556
076330318,1,01,1,1,38,2,1,1,0934,2,2,1,2,,02,6,1,7,2,07072,07,072,0102,00018,1556
076330318,1,02,2,2,34,2,1,1,0934,2,2,1,2,,02,6,1,7,1,07072,07,072,0102,00018,1556
076330318,1,03,3,1,16,2,1,1,0934,2,2,1,2,05,02,6,1,9,2,07072,07,072,0102,00018,1556
076330318,1,04,3,2,14,2,1,1,0934,2,2,1,1,,03,1,,9,2,07072,07,072,0102,00018,1556
076330318,1,05,3,2,12,2,1,1,0934,2,2,1,1,,02,5,1,9,2,07072,07,072,0102,00018,1556
076330318,1,06,3,2,7,2,1,1,0934,2,2,1,1,,01,3,2,,2,07072,07,072,0102,00018,1556
076330318,1,07,3,2,6,2,1,1,0934,2,2,1,1,,01,2,2,,2,07072,07,072,0102,00018,1556
076330318,1,08,3,1,3,2,1,1,0934,2,2,1,1,,01,1,,,2,07072,07,072,0102,00018,1556
076330318,1,09,3,1,0,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330319,1,01,1,1,30,2,1,1,0934,2,2,1,1,,02,6,1,1,1,07072,07,072,0102,00018,1556
076330319,1,02,2,2,29,2,1,1,0934,2,2,1,1,,02,1,2,1,2,07072,07,072,0102,00018,1556
076330319,1,03,3,2,9,2,1,1,0934,2,2,1,2,15,00,,2,,2,07072,07,072,0102,00018,1556
076330319,1,04,3,1,7,2,1,1,0934,2,2,1,2,15,00,,2,,2,07072,07,072,0102,00018,1556
076330319,1,05,3,1,2,2,,,,,,,,,,,,,2,07072,07,072,0102,00018,1556
076330320,1,01,1,1,60,2,1,1,0934,2,2,1,2,,00,,2,7,2,07072,07,072,0102,00018,1556
076330320,1,02,2,2,60,2,1,1,0934,2,2,1,2,,00,,2,7,2,07072,07,072,0102,00018,1556
076330320,1,03,3,1,24,2,1,1,0934,2,2,1,1,,02,6,1,1,2,07072,07,072,0102,00018,1556
076330320,1,04,3,2,25,2,2,1,0934,2,2,1,1,,02,6,1,9,1,07072,07,072,0102,00018,1556
076330320,1,05,3,2,23,2,1,1,0934,2,2,1,1,,02,6,1,9,2,07072,07,072,0102,00018,1556
076330320,1,06,3,1,22,2,1,1,0934,2,2,1,1,,02,6,1,9,2,07072,07,072,0102,00018,1556
