folioviv,foliohog,id_pobla,geo_p,anio_nac_p,nivel_p,grado_p,sinco_p,lengua_p,padre_muer,geo_m,anio_nac_m,nivel_m,grado_m,sinco_m,lengua_m,madre_muer,hijos_m,hijos_nac,sosten,calle_pav,agua_entub,techo_loza,banio_int,licuadora,microondas,tostador,estufa,refrigera,lavadora,radio,tocadiscos,television,video_dvd,compu,tv_paga,videojuego,tel_fijo,tel_movil,internet,camara,enciclope,automovil,otra_viv,local_com,tierras,tractor,anim_trab,ganado,terrenos,cuenta_ban,tc_banc,tc_depar,serv_domes,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_per
010009401,1,01,70030193,1968,12,3,4999,2,,70030193,1971,12,3,4111,2,,3,1,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00001,861
010009402,1,02,70001001,9999,06,6,8331,2,2014,70001001,9999,06,6,1003,2,2018,9,7,02,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00001,1292
010009403,1,02,70001001,9999,06,6,9999,2,2018,70001001,9999,00,0,1003,2,,8,4,02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00001,861
010009404,1,01,70032035,1925,99,9,6119,2,2012,70032035,1935,99,9,6119,2,2020,11,2,02,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,01001,01,001,0002,00001,1292
010009405,1,01,70030013,9999,06,6,6129,2,1989,70030075,9999,06,6,1003,2,2008,7,6,02,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,,2,2,1,2,2,1,2,1,1,2,2,2,2,2,01001,01,001,0002,00001,431
010011401,1,01,70001001,1939,09,3,9999,2,2008,70032036,1940,06,3,1003,2,,7,2,02,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00001,1865
010011402,1,01,70009007,1942,06,6,5114,2,2005,70009007,1947,00,0,1003,2,,8,5,02,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00001,933
010011403,1,01,70001001,1965,09,3,2172,2,,70001001,1968,09,3,2173,1,,1,0,03,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00001,933
010011404,1,01,70001001,1957,09,3,5312,2,,70001001,1962,09,3,1003,2,,3,1,02,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00001,933
010011405,1,02,70001006,1961,11,3,2332,2,,70001008,1961,09,3,1003,2,,3,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,01001,01,001,0003,00001,933
010011701,1,03,70001001,1958,13,3,2811,2,,70001001,1960,14,5,2436,2,,1,0,03,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00002,385
010011702,1,02,70001001,1949,10,3,2332,2,,70001001,1952,06,6,1003,2,,3,0,02,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00002,1540
010011703,1,02,70001001,1972,09,3,7121,2,,70001001,1977,09,3,4111,2,,2,0,02,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00002,1155
010011704,1,02,70032057,1952,06,6,6129,2,,70032057,1957,00,0,1003,2,,4,1,02,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00002,770
010011705,1,03,70001001,1977,12,3,4111,2,,70001001,1980,12,3,1003,2,,2,0,02,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00002,1155
010014303,1,02,70001001,9999,12,3,4111,2,2005,70001001,9999,09,3,1003,2,2005,6,0,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00002,1119
010014304,1,02,70001001,1954,06,3,7212,2,2018,70001001,1957,12,3,9621,2,,2,0,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00002,1119
010014305,1,02,70014035,9999,00,0,6119,2,2010,70014035,9999,00,0,1003,2,1996,12,6,02,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,01001,01,001,0002,00002,1119
010014602,1,02,70001001,1961,06,6,4111,2,,70001001,1969,09,3,4111,2,,3,0,02,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00003,748
010014603,1,01,70001001,9999,06,6,8342,2,,70001001,1952,06,6,1003,2,,4,3,02,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00003,748
010014604,1,03,70001001,9999,99,9,9621,2,,70001001,9999,09,3,1003,2,,2,1,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00003,1122
010019101,1,02,70024025,1950,00,0,8341,2,,70014039,1947,06,6,8153,2,2020,7,3,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00001,1344
010019102,1,01,70001001,9999,00,0,7121,2,,70002004,9999,06,6,1003,2,,3,1,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00001,896
010019103,1,01,70001001,1968,09,3,5312,2,,70010005,1969,09,3,4201,2,,1,0,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00001,448
010019104,1,01,70014064,1949,00,0,5213,2,2023,70014064,1949,06,6,9611,2,,7,0,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00001,896
010019105,1,01,70001001,1962,09,3,7399,2,,70014039,1960,09,3,1003,2,2022,4,1,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00001,448
010022101,1,01,70001001,1968,09,3,8341,2,,70001001,1968,09,3,,2,2003,3,0,02,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,01001,01,001,0002,00004,530
010022102,1,04,,,,,,,,70001001,1983,12,2,9621,2,,5,1,01,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00004,2119
010022103,1,01,70001001,1936,99,9,7121,2,1991,70001001,1938,06,3,1003,2,1987,7,4,02,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00004,2119
010022104,1,01,,,,,,,,70030034,1955,00,0,4211,2,2006,4,1,01,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,01001,01,001,0002,00004,1059
010025401,1,01,70001001,9999,00,0,7332,2,2016,70001001,9999,06,6,9611,2,2018,10,1,02,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00005,1752
010025402,1,01,70032038,1937,06,3,7121,2,,70032038,1943,06,3,1003,2,,12,6,02,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,,,1,1,1,2,2,1,1,2,2,1,2,2,2,2,01001,01,001,0002,00005,2191
010025403,1,01,70001001,1939,06,6,4111,2,2002,70001001,1940,06,6,1003,2,2007,9,6,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00005,1314
010025404,1,03,70001001,1972,09,3,2639,2,,70001001,1972,09,3,1003,2,,3,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00005,2191
010025405,1,03,70001001,1972,00,0,9231,2,,70001001,1972,09,3,1003,2,,6,5,02,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00005,1314
010025901,1,01,70014064,1935,00,0,6119,2,,70014064,1941,00,0,1003,2,,8,7,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,01001,01,001,0002,00006,1707
010025902,1,03,70001001,1958,09,3,8211,2,,70001001,1973,09,3,1003,2,,3,2,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00006,853
010025903,1,03,70001001,9999,99,9,7212,2,,70009999,1974,12,3,1003,2,,2,1,03,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00006,1280
010025904,1,01,70032024,9999,00,0,6119,2,2024,70032024,9999,06,3,1003,2,2013,9,5,03,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,1,1,1,2,2,2,2,2,2,01001,01,001,0002,00006,1707
010025905,1,02,70014039,1950,99,9,6119,2,,70014039,1954,06,6,1003,2,,8,2,03,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,01001,01,001,0002,00006,1707
010027502,1,01,70001001,1968,00,0,8351,2,,70001001,1972,06,6,4211,2,,3,0,02,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,01001,01,001,0001,00002,2232
010027503,1,01,70019039,9999,06,6,4211,2,,70001001,9999,06,6,1003,2,2009,7,5,02,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00002,744
010027505,1,02,70009006,1972,06,6,5313,2,,70001001,1972,09,3,1003,2,,3,0,02,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00002,1488
010029601,1,01,70001002,1962,06,6,9311,2,,70001002,1963,06,6,1003,2,,4,3,02,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00003,819
010029602,1,01,70009016,1959,12,3,1721,2,,70009016,1963,09,3,2543,2,,3,0,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00003,410
010029603,1,02,,,,,,,,70001001,9999,06,6,9611,2,,5,4,01,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00003,819
010029604,1,01,70001001,9999,06,6,9331,2,,70001001,1967,06,6,1003,2,,3,1,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00003,410
010029605,1,01,70032010,9999,00,0,4111,2,2019,70032032,9999,06,6,1003,2,,4,3,02,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00003,410
010030201,1,01,,,,,,,,70032033,1947,00,0,5114,2,2012,3,2,01,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00004,881
010030202,1,01,70001001,1962,09,3,4111,2,,70001001,1960,06,6,1003,2,,3,1,02,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,9,9,9,2,01001,01,001,0001,00004,440
010030203,1,03,70001001,1980,09,3,8351,2,,70032038,1981,06,6,1003,2,,3,2,02,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00004,1321
010030204,1,01,70001001,1960,09,3,7212,2,2016,70001001,1958,06,6,1003,2,,7,1,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00004,440
010030205,1,02,70001001,1954,06,6,5114,2,2017,70001001,1957,00,0,1003,2,,4,1,02,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00004,881
010031401,1,03,70015033,1969,12,3,8199,2,,70001001,1969,12,3,1003,2,,3,2,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00005,1361
010031404,1,01,70014008,9999,99,9,6112,2,1995,70014008,9999,00,0,6112,2,,17,13,02,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00005,1361
010031405,1,06,,,,,,,,70009002,9999,06,6,9611,2,,5,1,01,1,1,1,1,1,2,2,2,1,2,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00005,3175
010031501,1,01,70014035,1950,00,0,9111,2,2023,70001001,1953,06,6,1003,2,,4,1,02,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00006,931
010031502,1,01,70001001,1950,06,6,3131,2,2001,70014053,1959,06,6,1003,2,,4,0,02,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00006,466
010031503,1,01,70001001,1970,09,1,8341,2,1997,70001001,1970,09,3,8212,2,,3,0,01,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00006,931
010031504,1,01,70014064,9999,06,3,6119,2,,70014064,9999,06,3,1003,2,,4,1,02,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00006,466
010031505,1,01,70001001,9999,99,9,7121,2,,70001001,9999,06,6,1003,2,,3,1,02,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00006,931
010031601,1,02,70032007,1950,00,0,6121,2,,70032007,1955,00,0,1003,2,,3,1,02,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,01001,01,001,0002,00007,1233
010031602,1,01,70032052,1947,06,3,7134,2,,70032052,1949,06,6,1003,2,,7,4,02,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00007,411
010031603,1,02,70001001,1943,00,0,7121,2,2005,70001001,1948,00,0,1003,2,2016,9,4,02,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,,,2,2,2,9,2,2,2,2,2,2,2,2,2,2,01001,01,001,0002,00007,1233
010031604,1,01,70032008,1948,00,0,9111,2,,70032056,1951,00,0,1003,2,2018,9,6,02,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,01001,01,001,0002,00007,2055
010037201,1,02,,,,,,,,70001001,1980,06,6,8153,2,,3,0,01,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00007,1138
010037202,1,01,70001001,1968,06,6,7221,2,,70001001,1970,09,3,1003,2,,3,1,02,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00007,569
010037204,1,03,70001001,1970,09,3,4111,2,,70001001,1973,09,3,8211,2,,3,0,03,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00007,1708
010037205,1,01,,,,,,,,70001001,1966,06,6,4111,2,,4,1,01,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00007,569
010037701,1,02,70001001,1941,06,6,4111,2,,70001001,1948,06,6,1003,2,,6,3,02,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,,,2,1,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00008,875
010037702,1,01,70001001,1949,06,6,2639,2,1995,70001001,1951,06,2,1003,2,,5,0,02,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00008,437
010037703,1,01,70032038,1936,00,0,6119,2,2015,70032038,1942,00,0,1003,2,,8,3,02,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,1,2,2,2,2,01001,01,001,0001,00008,875
010037704,1,04,70001001,1971,09,3,8199,2,,70001001,1976,06,6,1003,2,,3,1,02,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00008,1749
010037705,1,02,70001001,1951,06,3,8331,2,2019,70001001,1956,00,0,1003,2,,4,0,02,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00008,1312
010039501,1,01,70001001,9999,00,0,4211,2,2012,70030087,9999,06,3,1003,2,2021,6,0,02,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00009,1378
010039502,1,02,70009005,1937,99,9,7213,2,2020,70005024,1937,06,3,1003,2,2018,10,5,01,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00009,919
010039503,1,03,70001001,1979,06,6,4111,2,,70001001,1979,06,6,1003,2,,4,2,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00009,919
010039504,1,01,70001001,9999,06,3,7121,2,,70001001,9999,00,0,9611,2,2017,6,3,03,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00009,459
010039505,1,03,70032010,1975,99,9,8352,2,,70032010,1977,99,9,1003,2,,3,2,03,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00009,1378
010040801,1,01,,,,,,,,70001001,1968,09,3,8153,2,,3,1,01,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00010,986
010040802,1,04,,,,,,,,70001001,1990,09,3,8212,2,,4,0,09,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00010,1972
010040803,1,01,70001001,1957,06,3,7135,2,,70001001,1962,06,6,5114,2,,4,1,02,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00010,986
010040804,1,01,70001001,1976,09,3,8342,2,,70001001,1976,09,3,5211,2,,3,0,03,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00010,986
010040805,1,02,70001001,1981,09,3,8211,2,,70001001,1983,09,3,5211,2,,3,0,03,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,01001,01,001,0001,00010,986
010043401,1,02,70001001,9999,00,0,6111,2,,70001001,9999,00,0,1003,2,,6,5,02,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,01001,01,001,0001,00011,1481
010043404,1,03,70001001,9999,06,6,7221,2,,70001001,9999,06,6,1003,2,,4,0,02,1,1,1,1,1,2,2,9,1,1,1,9,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00011,4442
010043405,1,04,70001001,1982,09,3,2639,2,,70001001,1984,09,3,1003,2,,3,1,02,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00011,3702
010044601,1,02,70001001,1958,09,3,5313,2,,70001001,1960,06,6,1003,2,2013,2,1,02,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00012,842
010044602,1,03,,,,,,,,70001001,1989,99,9,9999,9,,3,0,09,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00012,1264
010044603,1,03,70001001,1956,06,6,7121,2,,70001001,1953,06,6,1003,2,,6,4,02,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00012,842
010044605,1,02,70001001,1949,00,0,6119,2,2004,70001001,1953,00,0,1003,2,,6,1,02,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0001,00012,1685
010045001,1,02,70001001,1948,09,3,7322,2,2021,70001001,1947,09,3,1003,2,,4,3,02,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00003,1290
010045002,1,01,70010999,1960,14,3,1314,2,,70009999,1959,14,4,2436,2,,3,0,02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00003,1290
010045003,1,01,70005002,9999,09,3,4211,2,,70005005,9999,12,3,1003,2,,5,4,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00003,1290
010045004,1,01,70001001,1930,06,6,3213,2,1987,70001001,1932,06,6,4211,2,2012,13,12,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00003,1290
010046201,1,02,70001001,1935,16,3,2422,2,2022,70010005,1938,11,3,1003,2,,6,5,02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,1,,,1,1,1,1,2,2,2,2,2,2,9,1,1,1,01001,01,001,0003,00005,796
010046202,1,01,70001001,1968,12,3,2992,2,,70001001,1969,12,3,1003,2,,4,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00005,398
010046204,1,01,70024028,1952,14,5,1999,2,,70015999,1964,10,2,1003,2,,6,1,02,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,01001,01,001,0003,00005,796
010046205,1,01,70014039,9999,14,5,7515,2,2004,70014039,9999,14,5,1003,2,,4,3,02,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,01001,01,001,0003,00005,796
010047701,1,02,70001001,9999,06,6,4111,2,2017,70001001,9999,06,6,1003,2,,12,4,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00006,1325
010047702,1,03,70001001,1980,14,4,2135,2,,70001001,1980,14,4,4211,2,,3,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00006,1767
010047703,1,01,70032024,9999,12,3,3122,2,1994,70032024,9999,10,2,5111,2,1993,2,1,02,2,1,1,1,1,2,9,1,1,1,1,1,1,1,2,2,2,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00006,1767
010047704,1,01,99999000,9999,99,9,9999,9,,70001001,1953,10,3,3115,2,,1,0,01,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00006,1325
010047705,1,01,70014039,1949,14,4,2991,2,2023,70001001,1949,12,3,1003,2,,3,0,02,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,01001,01,001,0003,00006,884
