folioviv,foliohog,id_pobla,geo_p,anio_nac_p,nivel_p,grado_p,sinco_p,lengua_p,padre_muer,geo_m,anio_nac_m,nivel_m,grado_m,sinco_m,lengua_m,madre_muer,hijos_m,hijos_nac,sosten,calle_pav,agua_entub,techo_loza,banio_int,licuadora,microondas,tostador,estufa,refrigera,lavadora,radio,tocadiscos,television,video_dvd,compu,tv_paga,videojuego,tel_fijo,tel_movil,internet,camara,enciclope,automovil,otra_viv,local_com,tierras,tractor,anim_trab,ganado,terrenos,cuenta_ban,tc_banc,tc_depar,serv_domes,cvegeo,cve_ent,cve_mun,est_dis,upm,factor_per
230155805,1,01,70012001,9999,99,9,4111,2,,70012001,1979,99,9,1003,9,,4,1,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,23005,23,005,0337,00002,764
230156201,1,02,99999000,9999,99,9,9999,2,,99999000,9999,06,6,1003,2,,6,2,02,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00004,2626
230156202,1,02,70027002,9999,09,3,7121,2,,70027002,9999,06,6,,2,2013,5,3,02,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00004,2626
230156203,1,02,70030141,1965,06,6,8343,2,,70031002,1956,06,6,1003,1,,5,3,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,23005,23,005,0335,00004,2626
230158101,1,01,70015106,9999,06,6,5101,2,1990,70014006,1942,06,6,1003,2,2020,7,2,02,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,,,1,1,1,2,2,2,2,2,2,2,2,1,1,2,23005,23,005,0336,00020,1161
230158102,1,01,70012052,9999,99,9,7513,2,1975,70012052,9999,99,9,1003,2,1985,6,5,07,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00020,580
230158104,1,01,70007059,9999,06,4,6119,1,,70007059,9999,00,0,1003,2,,4,2,02,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,23005,23,005,0336,00020,1161
230158105,1,02,70027012,9999,06,6,5312,2,2023,70027012,1972,09,3,3121,2,,4,2,01,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00020,1161
230159101,1,02,70023004,9999,00,0,7121,2,,70023004,9999,99,9,1003,2,,4,3,02,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00021,596
230159102,1,01,99999000,9999,99,9,9999,9,,70023004,9999,12,3,2339,2,,1,0,01,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,23005,23,005,0336,00021,596
230159103,1,01,70007059,9999,06,3,6111,1,,70027005,9999,00,0,1003,2,,6,1,02,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,23005,23,005,0336,00021,596
230159104,1,01,70031096,9999,09,3,5312,1,2020,70031096,9999,09,3,1003,1,,8,7,02,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,9,9,9,2,23005,23,005,0336,00021,596
230159105,1,02,70007075,1982,06,6,7121,2,,70004001,9999,06,6,1003,2,,2,0,02,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00021,1787
230160501,1,01,70027004,9999,99,9,7513,1,,70027004,9999,99,9,7513,1,2020,4,3,03,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,23005,23,005,0336,00022,1485
230160502,1,11,70004002,9999,12,3,7511,2,2024,70031059,9999,06,6,5114,2,2015,11,0,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00022,4455
230160503,1,01,70031009,9999,00,0,6119,1,2011,70031076,9999,06,6,1003,1,,6,4,03,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,23005,23,005,0336,00022,2227
230160505,1,01,70027006,9999,06,6,4111,2,2020,70027006,1968,09,3,4111,2,,5,3,03,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,23005,23,005,0336,00022,742
230164101,1,02,70031102,9999,99,9,7101,1,,70031102,9999,99,9,1003,1,,6,1,02,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00023,1975
230164102,1,02,70031096,9999,09,3,2640,2,,70031042,1966,06,6,5111,2,,3,2,03,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,9,2,1,2,23005,23,005,0336,00023,988
230164103,1,01,70031050,9999,00,0,6111,1,,70031050,9999,00,0,1003,1,,13,5,02,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,1,2,2,1,2,2,2,2,2,2,2,2,23005,23,005,0336,00023,494
230164104,1,01,,,,,,,,70012007,9999,09,3,4111,2,,4,3,01,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00023,494
230164105,1,01,70007005,9999,00,0,6111,1,,70007005,9999,00,0,1003,1,,11,6,02,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,23005,23,005,0336,00023,988
230169601,1,01,70031009,1950,00,0,9111,1,2021,70031009,9999,00,0,1003,1,2013,10,1,02,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,23005,23,005,0335,00005,1851
230169602,1,02,70027001,9999,99,9,6119,2,,70027001,9999,06,6,1003,2,2025,9,2,02,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,9,2,2,2,23005,23,005,0335,00005,1851
230169603,1,03,70031999,1979,09,3,5116,1,,70031999,9999,09,3,9622,1,,3,0,03,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00005,3702
230169604,1,01,70031096,9999,99,9,9999,9,2022,70004009,1960,00,0,9643,1,,5,2,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00005,2776
230169801,1,04,,,,,,,,70023007,9999,09,3,6111,1,,3,1,01,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,23005,23,005,0336,00024,2289
230169802,1,01,70007034,9999,99,9,6111,2,,70007041,9999,06,6,1003,2,2015,7,2,02,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,23005,23,005,0336,00024,572
230169803,1,01,99999000,9999,99,9,9999,9,,99999000,9999,99,9,7513,2,,6,0,01,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00024,1144
230169805,1,01,70030131,9999,00,0,7221,2,,70030131,9999,06,3,1003,2,,6,0,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,23005,23,005,0336,00024,1144
230169901,1,01,,,,,,,,,,,,,,,,,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00025,721
230169903,1,02,70023002,1959,06,6,8342,1,,70031022,1961,06,2,4111,1,,4,2,03,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00025,1441
230169904,1,03,70031052,1967,06,3,7213,2,,70031102,1975,09,2,4231,2,,2,0,03,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00025,2162
230169905,1,01,70028009,9999,06,2,2655,2,2007,70028019,1948,00,0,9611,2,,11,4,01,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00025,2162
230175901,1,01,70031035,9999,99,9,7121,1,,70027007,9999,00,0,9622,2,,5,1,03,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00026,519
230175902,1,03,70027004,9999,00,0,7121,1,2019,70027004,9999,00,0,1003,1,2017,11,0,02,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,23005,23,005,0336,00026,1558
230175903,1,01,70009010,9999,14,5,5115,2,,70031050,9999,12,3,4201,2,,2,1,03,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00026,519
230175904,1,01,70027005,9999,06,6,8101,2,2022,70027005,1953,06,3,1003,2,,5,1,02,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00026,1039
230175905,1,02,88888000,1963,13,3,5313,2,,88888000,1974,06,6,9611,2,,4,0,03,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00026,1558
230176502,1,02,70031050,9999,06,6,5116,2,1999,70031050,1957,06,6,2543,2,,2,1,03,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,23005,23,005,0337,00003,1405
230176503,1,01,70020030,9999,00,0,6119,2,1990,70020076,9999,06,6,1003,2,2014,5,2,02,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,,,2,2,2,2,2,1,2,2,1,2,1,2,2,2,23005,23,005,0337,00003,1405
230176504,1,01,70009002,9999,14,5,2111,2,,70009002,9999,14,4,5221,2,2021,2,1,03,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,23005,23,005,0337,00003,2108
230180801,1,01,,,,,,,,70031102,1978,06,6,1003,1,,2,1,01,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00006,1369
230180802,1,02,70004003,1957,09,3,7121,2,,70004003,1954,06,6,1003,2,,8,6,02,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00006,2054
230180803,1,02,70031050,1971,06,6,7341,2,,70023005,1973,06,6,1003,2,,5,1,02,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00006,1369
230180804,1,01,70004005,1953,00,0,6119,1,,70004005,1955,00,0,1003,2,,5,4,01,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00006,1369
230180805,1,01,70031040,1957,00,0,6119,1,2021,70031040,1959,00,0,1003,1,2007,6,2,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,23005,23,005,0335,00006,685
230183601,1,02,,,,,,,,70027017,1975,06,6,1003,2,,1,0,05,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00027,1080
230183602,1,01,70020515,1953,06,3,8351,2,,70027008,1953,99,9,1003,2,,7,5,02,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00027,540
230183603,1,02,,,,,,,,70009014,1970,12,3,1003,2,,3,0,05,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,23005,23,005,0336,00027,1080
230183604,1,02,70027001,1974,99,9,4111,2,,70029018,1982,12,3,4201,2,,2,0,01,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00027,1080
230183605,1,01,70004004,1962,06,4,7121,2,,70027002,1960,00,0,1003,2,,3,2,02,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00027,1080
230185701,1,01,70027004,1934,00,0,6131,2,,70027004,1938,00,0,1003,2,,12,11,02,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,1,2,2,2,2,23005,23,005,0336,00028,809
230185702,1,01,70027010,1966,12,3,1411,2,2020,70027010,1968,12,3,1003,2,,4,0,02,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00028,809
230185703,1,02,70011020,1963,09,3,4111,2,,70011020,1965,09,3,4111,2,,2,0,03,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00028,809
230185704,1,01,70031102,1963,06,3,8342,1,,70031102,1970,06,6,1003,1,2020,7,2,02,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,23005,23,005,0336,00028,404
230185705,1,02,70030108,1982,09,3,7121,2,2019,70030193,1981,09,3,8324,2,,1,0,01,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00028,809
230188101,1,04,70023005,1956,09,3,6211,2,2019,70023005,1958,12,3,9643,2,,3,2,03,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00007,2024
230188102,1,01,70004003,1965,06,2,6119,2,,70004003,1961,06,3,1003,2,,6,4,02,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,23005,23,005,0335,00007,1518
230188103,1,03,70031050,1946,09,3,7511,2,,70031056,1947,06,4,1003,1,,5,3,02,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,,,1,1,2,1,1,1,2,2,2,2,2,2,2,2,23005,23,005,0335,00007,1518
230188105,1,02,70027008,1963,00,0,6119,2,,70027008,1969,00,0,1003,2,,12,11,02,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,23005,23,005,0335,00007,1012
230188201,1,02,70012001,1917,00,0,6119,2,2019,70012001,1945,00,0,1003,2,2020,5,3,02,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,23005,23,005,0335,00008,1320
230188202,1,01,70030032,1965,12,3,6119,2,,70030032,1965,12,3,1003,2,,1,0,02,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00008,440
230188203,1,01,70030061,1951,00,0,7121,2,1999,70027008,1940,00,0,1003,2,2024,7,0,03,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,23005,23,005,0335,00008,880
230188204,1,01,,,,,,,1974,70031096,1955,06,3,9621,1,1988,8,0,03,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,,,2,2,1,2,2,1,2,2,2,2,2,2,2,2,23005,23,005,0335,00008,440
230188205,1,01,,,,,,,2006,70031102,1952,09,3,9622,1,2001,3,0,01,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00008,1320
230196402,1,01,70009007,1955,06,6,5419,2,,70016069,1951,06,6,9611,2,2012,5,2,03,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00029,1691
230196403,1,01,,,,,,,,70030073,1985,06,6,1003,1,,4,2,01,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,23005,23,005,0336,00029,846
230196404,1,01,70031040,1965,09,3,5116,1,,70031065,1967,09,3,1003,1,,8,7,02,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00029,1691
230196405,1,01,70007059,1962,09,3,4111,1,,70027017,1964,06,6,1003,2,,4,3,02,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,23005,23,005,0336,00029,2537
230201901,1,02,70014039,1946,14,5,4111,2,,70006004,1973,12,3,4111,2,,2,0,03,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,23005,23,005,0337,00004,1220
230201902,1,01,,,,,,,1983,70016034,1963,00,0,5112,2,,8,2,04,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,23005,23,005,0337,00004,610
230201903,1,01,70030131,1963,09,3,7134,2,2024,70009999,1969,12,3,1003,2,,3,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,23005,23,005,0337,00004,610
230201905,1,01,70007011,1933,99,9,6119,2,,70007011,1950,99,9,1003,2,2019,9,8,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,23005,23,005,0337,00004,1220
230204301,1,01,70023002,1968,06,6,4111,1,,70023002,1970,05,3,1003,1,,4,1,02,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00030,891
230204302,1,02,70030142,1949,09,3,4211,2,,70020043,1956,06,6,1003,1,2019,4,3,02,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00030,1337
230204303,1,04,70027014,1984,99,9,8134,2,,70031058,1967,06,4,5222,1,,6,5,03,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00030,1783
230204304,1,02,70027002,1935,06,4,6131,2,2021,70027002,1946,00,0,1003,2,2019,6,5,02,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,23005,23,005,0336,00030,1783
230204305,1,01,70007099,1952,00,0,7311,2,,70007017,1960,06,2,1003,1,,9,6,02,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00030,446
230204701,1,02,70027002,9999,06,6,8151,2,,70031008,9999,09,3,1003,1,,6,5,02,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,23005,23,005,0336,00031,986
230204702,1,01,70030003,9999,09,3,6129,2,,70030003,9999,09,3,1003,2,,4,0,02,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,23005,23,005,0336,00031,493
230204703,1,02,70007004,9999,06,6,7513,2,,70007004,9999,09,3,9622,2,,3,1,03,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,23005,23,005,0336,00031,986
230204704,1,02,70027002,9999,09,3,5313,2,,70027002,9999,06,6,1003,2,,2,0,02,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,23005,23,005,0336,00031,986
230204705,1,01,70009002,9999,09,3,4312,2,,70007025,1974,00,0,9622,2,,6,4,03,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00031,493
230215001,1,02,70007008,1964,00,0,7121,2,,70007030,1967,00,0,9221,2,,5,1,02,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00009,1185
230215002,1,01,70030073,1938,06,6,7341,1,,70030073,1945,00,0,1003,1,2017,9,8,02,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,,2,2,2,2,2,2,2,1,2,1,2,2,2,2,23005,23,005,0335,00009,593
230215003,1,01,70020324,1954,06,2,9521,1,,70020324,1956,00,0,9521,2,,9,5,03,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,23005,23,005,0335,00009,593
230215004,1,02,,,,,,,1983,70027002,1946,00,0,9611,2,,6,3,01,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00009,1778
230215005,1,01,70012001,1972,12,3,2651,2,,70012001,1970,14,4,2111,2,2021,5,3,03,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0335,00009,1185
230215101,1,01,,,,,,,,,,,,,,,,,09,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,23005,23,005,0336,00032,686
230215102,1,01,70031012,1956,06,3,7112,2,,70031012,1959,06,3,1003,1,,3,0,02,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00032,686
230215103,1,04,70020176,1980,06,6,5115,2,,70023004,1988,09,3,5213,2,,2,0,03,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00032,2058
230215104,1,01,70007068,1946,00,0,6119,2,2022,70007068,1958,00,0,1003,1,2022,14,1,02,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,2,2,2,2,23005,23,005,0336,00032,2058
230215105,1,02,70027016,1942,00,0,9512,2,2019,70027015,1943,00,0,1003,2,,8,0,02,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00032,1372
230222201,1,04,70031050,1967,14,5,2331,1,,70023005,1981,14,5,2332,2,,3,1,03,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,23005,23,005,0336,00033,2353
230222202,1,01,70026018,1938,06,6,8311,1,,70028038,1948,09,3,3211,2,,2,1,01,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00033,588
230222203,1,04,70023005,1964,14,4,2332,1,,70017031,1960,14,4,2332,2,,4,1,03,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,23005,23,005,0336,00033,2353
230222204,1,01,70031104,9999,06,6,4111,1,2004,70031104,9999,06,6,4111,1,,9,8,03,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,,,2,2,2,2,2,1,2,1,1,2,9,2,2,2,23005,23,005,0336,00033,588
230222205,1,02,70008037,1965,12,3,7311,1,,70030046,1957,11,3,1003,1,,2,0,02,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00033,1177
230222901,1,02,70027008,1960,06,6,7221,2,,70027008,1972,06,6,1003,2,,3,1,02,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00034,1597
230222903,1,02,70009005,1960,06,6,4111,2,2022,70031050,1955,14,5,5221,2,,3,2,03,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,23005,23,005,0336,00034,1597
230222904,1,02,70023002,1963,12,3,5312,1,,70031058,1962,09,3,9611,1,,3,2,02,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0336,00034,1597
230224701,1,02,70031033,9999,00,0,7121,2,2022,70031033,9999,00,0,1003,1,,4,1,02,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0337,00005,1219
230224702,1,02,,,,,,,,70023005,9999,06,3,9999,2,,1,0,01,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23005,23,005,0337,00005,1219
