"LLAVEVIV","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P1_8_1_1","P1_8_1_2","P1_8_2_1","P1_8_2_2","P1_8_3_1","P1_8_3_2","P2_1","P2_2","P2_3","CVEGEO","CVE_ENT","MENOR10","UPM_DIS","EST_DIS","FAC_VIV","FOLIO","VIV_SEL"
"010009401","3","03","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","05","1","","01","01","2","0001","001",382,"0100094","01"
"010009402","3","03","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","1","01","04","1","","01","01","2","0001","001",382,"0100094","02"
"010009403","2","02","1","1","1","1","1","1","2","1","2","2","1","2","1","02","2","","2","","04","1","","01","01","2","0001","001",382,"0100094","03"
"010009404","3","01","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","02","1","","01","01","2","0001","001",382,"0100094","04"
"010011701","3","04","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","05","1","","01","01","2","0002","002",339,"0100117","01"
"010011702","3","01","1","1","1","1","1","1","1","1","2","2","1","1","1","03","2","","2","","01","","","01","01","2","0002","002",339,"0100117","02"
"010011703","3","02","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","02","1","","01","01","2","0002","002",339,"0100117","03"
"010011705","3","01","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","03","1","","01","01","2","0002","002",339,"0100117","05"
"010011801","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","04","1","","01","01","2","0003","002",361,"0100118","01"
"010011802","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","03","1","","01","01","2","0003","002",361,"0100118","02"
"010011803","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","03","2","","2","","03","1","","01","01","2","0003","002",361,"0100118","03"
"010011804","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","04","2","","2","","05","1","","01","01","2","0003","002",361,"0100118","04"
"010011805","3","03","1","1","1","1","1","1","1","1","1","2","1","1","2","","1","01","2","","05","1","","01","01","2","0003","002",361,"0100118","05"
"010014901","2","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","05","1","","01","01","2","0004","003",380,"0100149","01"
"010014902","2","02","1","1","1","1","1","1","2","1","2","2","1","2","1","03","2","","2","","03","1","","01","01","2","0004","003",380,"0100149","02"
"010014903","3","02","1","1","1","1","1","1","2","1","1","2","1","2","2","","2","","2","","04","1","","01","01","2","0004","003",380,"0100149","03"
"010014904","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","04","1","","01","01","2","0004","003",380,"0100149","04"
"010014905","3","02","1","1","1","1","1","1","1","1","2","1","1","1","1","02","2","","2","","04","1","","01","01","2","0004","003",380,"0100149","05"
"010015201","2","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","1","02","06","1","","01","01","2","0005","003",306,"0100152","01"
"010015202","3","01","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","02","1","","01","01","2","0005","003",306,"0100152","02"
"010015203","3","02","1","1","1","1","1","1","2","1","2","2","2","","1","02","1","01","2","","02","1","","01","01","2","0005","003",306,"0100152","03"
"010015204","3","02","1","1","1","1","1","1","2","2","1","1","1","1","2","","1","02","2","","08","1","","01","01","2","0005","003",306,"0100152","04"
"010015205","2","01","1","1","1","1","1","2","2","2","2","2","1","2","1","02","1","03","2","","02","1","","01","01","2","0005","003",306,"0100152","05"
"010017901","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","03","1","","01","01","2","0006","001",353,"0100179","01"
"010017903","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","02","1","","01","01","2","0006","001",353,"0100179","03"
"010017904","3","02","1","1","1","1","1","1","2","2","2","2","2","","2","","1","01","2","","03","1","","01","01","2","0006","001",353,"0100179","04"
"010017905","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","1","01","05","1","","01","01","2","0006","001",353,"0100179","05"
"010018701","3","02","1","1","1","1","1","1","1","2","1","2","1","2","2","","2","","2","","07","1","","01","01","2","0007","002",340,"0100187","01"
"010018702","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","02","1","01","2","","04","1","","01","01","2","0007","002",340,"0100187","02"
"010018703","3","02","1","1","1","1","1","1","1","2","2","2","2","","2","","2","","2","","01","","","01","01","2","0007","002",340,"0100187","03"
"010018704","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","05","1","","01","01","2","0007","002",340,"0100187","04"
"010018705","2","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","1","07","2","","02","1","","01","01","2","0007","002",340,"0100187","05"
"010019401","3","02","1","1","1","1","1","1","2","1","1","2","1","1","1","01","2","","2","","03","1","","01","01","2","0008","001",353,"0100194","01"
"010019402","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","1","01","2","","03","1","","01","01","2","0008","001",353,"0100194","02"
"010019403","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","05","2","","2","","02","1","","01","01","2","0008","001",353,"0100194","03"
"010019404","3","02","1","1","1","1","1","1","1","1","1","1","1","2","1","02","2","","2","","05","1","","01","01","2","0008","001",353,"0100194","04"
"010019405","2","02","1","1","1","1","1","2","2","1","2","2","1","1","1","01","2","","2","","06","1","","01","01","2","0008","001",353,"0100194","05"
"010019501","3","02","1","1","1","1","1","1","1","2","1","2","1","2","2","","2","","1","01","04","1","","01","01","2","0009","003",398,"0100195","01"
"010019502","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","03","2","","2","","04","1","","01","01","2","0009","003",398,"0100195","02"
"010019503","2","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","1","01","2","","04","1","","01","01","2","0009","003",398,"0100195","03"
"010019504","2","01","1","1","1","1","1","1","1","2","2","2","1","2","1","05","2","","2","","02","1","","01","01","2","0009","003",398,"0100195","04"
"010019505","3","03","1","1","1","1","1","1","2","1","2","2","1","2","2","","1","02","2","","03","1","","01","01","2","0009","003",398,"0100195","05"
"010022101","3","03","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","02","1","","01","01","2","0010","001",377,"0100221","01"
"010022102","3","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","1","02","2","","04","1","","01","01","2","0010","001",377,"0100221","02"
"010022103","3","01","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","03","1","","01","01","2","0010","001",377,"0100221","03"
"010022104","3","02","1","1","1","1","1","1","2","1","2","2","1","2","1","02","2","","2","","05","1","","01","01","2","0010","001",377,"0100221","04"
"010022105","2","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","1","01","2","","03","1","","01","01","2","0010","001",377,"0100221","05"
"010024001","3","01","1","1","1","1","1","1","1","1","2","2","1","1","1","02","2","","1","04","02","1","","01","01","2","0011","001",361,"0100240","01"
"010024002","2","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","1","02","05","1","","01","01","2","0011","001",361,"0100240","02"
"010024003","3","03","1","1","1","1","1","1","1","1","2","1","1","1","1","01","2","","2","","05","1","","01","01","2","0011","001",361,"0100240","03"
"010025501","3","02","1","1","1","1","1","1","1","1","1","1","1","2","2","","2","","2","","04","1","","01","01","2","0012","001",302,"0100255","01"
"010025502","3","01","1","1","1","1","1","1","2","2","2","2","1","2","2","","1","02","2","","01","","","01","01","2","0012","001",302,"0100255","02"
"010025503","3","02","1","1","1","1","1","1","1","1","2","2","1","2","1","02","2","","2","","03","1","","01","01","2","0012","001",302,"0100255","03"
"010025504","3","02","1","1","1","1","1","1","1","1","2","2","2","","1","04","1","02","1","01","02","1","","01","01","2","0012","001",302,"0100255","04"
"010025505","3","03","1","1","1","1","1","1","1","1","2","1","1","2","1","02","2","","2","","05","1","","01","01","2","0012","001",302,"0100255","05"
"010025901","3","03","1","1","1","1","1","1","1","1","1","1","1","2","1","01","2","","2","","05","1","","01","01","2","0013","001",379,"0100259","01"
"010025902","3","03","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","06","1","","01","01","2","0013","001",379,"0100259","02"
"010025903","3","02","1","1","1","1","1","1","2","2","2","2","1","2","1","01","2","","2","","02","1","","01","01","2","0013","001",379,"0100259","03"
"010025904","2","01","1","1","1","1","1","2","1","1","2","2","2","","1","04","2","","2","","01","","","01","01","2","0013","001",379,"0100259","04"
"010025905","3","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","03","1","","01","01","2","0013","001",379,"0100259","05"
"010028401","3","02","1","1","1","1","1","1","1","1","1","1","1","2","1","01","2","","1","04","04","1","","01","01","2","0014","003",335,"0100284","01"
"010028402","3","02","1","1","1","1","1","1","2","1","2","2","1","2","1","03","2","","1","05","05","1","","01","01","2","0014","003",335,"0100284","02"
"010028403","2","02","1","1","1","1","1","2","2","2","2","2","1","1","2","","1","02","2","","05","1","","01","01","2","0014","003",335,"0100284","03"
"010028404","3","02","1","1","1","1","1","1","1","1","2","1","1","1","1","04","2","","2","","05","1","","01","01","2","0014","003",335,"0100284","04"
"010028405","2","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","04","1","","01","01","2","0014","003",335,"0100284","05"
"010030001","3","01","1","1","1","1","1","1","2","1","2","1","2","","1","01","2","","2","","04","1","","01","01","2","0015","003",363,"0100300","01"
"010030002","3","01","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","02","1","","01","01","2","0015","003",363,"0100300","02"
"010030003","3","02","1","1","1","1","1","1","2","1","1","2","1","2","2","","2","","2","","02","1","","01","01","2","0015","003",363,"0100300","03"
"010030004","3","02","1","1","1","1","1","2","2","1","2","2","1","2","1","03","2","","1","01","05","1","","01","01","2","0015","003",363,"0100300","04"
"010030005","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","02","1","03","2","","05","1","","01","01","2","0015","003",363,"0100300","05"
"010031401","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","04","1","","01","01","2","0016","003",322,"0100314","01"
"010031402","3","02","1","1","1","1","1","1","1","2","1","1","1","2","2","","2","","2","","03","1","","01","01","2","0016","003",322,"0100314","02"
"010031403","2","03","1","1","1","1","1","1","1","1","2","2","1","2","1","01","1","01","2","","05","1","","01","01","2","0016","003",322,"0100314","03"
"010031404","3","03","1","1","1","1","1","1","1","1","2","1","1","1","1","02","2","","2","","04","1","","01","01","2","0016","003",322,"0100314","04"
"010031405","2","02","1","1","1","1","1","2","2","1","1","2","1","2","1","02","2","","2","","03","1","","01","01","2","0016","003",322,"0100314","05"
"010031501","3","03","1","1","1","1","1","1","2","2","2","2","1","2","2","","2","","2","","09","1","","01","01","2","0017","003",414,"0100315","01"
"010031502","3","03","1","1","1","1","1","1","1","1","1","1","1","2","2","","2","","2","","05","1","","01","01","2","0017","003",414,"0100315","02"
"010031503","2","03","1","1","1","1","1","1","1","2","2","2","1","2","2","","2","","2","","04","1","","01","01","2","0017","003",414,"0100315","03"
"010031505","2","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","1","14","04","1","","01","01","2","0017","003",414,"0100315","05"
"010033601","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","04","2","","2","","05","1","","01","01","2","0018","002",377,"0100336","01"
"010033602","3","01","1","1","1","1","1","1","2","1","2","2","2","","1","01","2","","2","","02","1","","01","01","2","0018","002",377,"0100336","02"
"010033603","3","01","1","1","1","1","1","1","1","1","1","2","1","2","1","05","2","","2","","02","1","","01","01","2","0018","002",377,"0100336","03"
"010033604","2","03","1","1","1","1","1","1","1","1","1","1","1","1","1","03","1","03","2","","04","1","","01","01","2","0018","002",377,"0100336","04"
"010033605","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","1","02","04","1","","01","01","2","0018","002",377,"0100336","05"
"010036302","3","01","1","1","1","1","1","2","1","1","2","2","1","2","1","02","2","","2","","01","","","01","01","2","0019","003",360,"0100363","02"
"010036303","2","01","1","1","1","1","1","2","1","1","2","2","2","","1","01","2","","2","","03","1","","01","01","2","0019","003",360,"0100363","03"
"010036304","3","02","1","1","1","1","1","1","2","1","1","2","1","1","1","03","2","","2","","02","1","","01","01","2","0019","003",360,"0100363","04"
"010036305","3","04","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","2","","03","1","","01","01","2","0019","003",360,"0100363","05"
"010037601","3","02","1","1","1","1","1","2","1","2","2","2","1","2","1","03","2","","1","12","02","1","","01","01","2","0020","003",407,"0100376","01"
"010037602","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","06","1","","01","01","2","0020","003",407,"0100376","02"
"010037603","3","01","1","1","1","1","1","1","1","2","2","2","1","2","1","01","2","","2","","02","1","","01","01","2","0020","003",407,"0100376","03"
"010037605","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","02","2","","1","01","04","1","","01","01","2","0020","003",407,"0100376","05"
"010037701","2","01","1","1","1","1","1","2","2","1","2","2","2","","2","","1","01","2","","03","1","","01","01","2","0021","003",389,"0100377","01"
"010037702","2","02","1","1","1","1","1","1","1","1","2","2","1","1","1","01","2","","2","","03","1","","01","01","2","0021","003",389,"0100377","02"
"010037703","3","01","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","01","","","01","01","2","0021","003",389,"0100377","03"
"010037704","3","01","1","1","1","1","1","1","1","2","2","2","1","2","2","","2","","1","01","04","1","","01","01","2","0021","003",389,"0100377","04"
"010037705","2","03","1","1","3","5","1","2","1","2","2","2","2","","2","","2","","2","","02","1","","01","01","2","0021","003",389,"0100377","05"
"010038301","3","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","03","1","","01","01","2","0022","003",347,"0100383","01"
"010038302","3","03","1","1","1","1","1","1","1","1","2","1","1","2","1","01","2","","1","02","04","1","","01","01","2","0022","003",347,"0100383","02"
"010038304","3","03","1","1","1","1","1","1","1","1","2","1","1","2","2","","2","","2","","07","1","","01","01","2","0022","003",347,"0100383","04"
"010038305","3","03","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","05","1","","01","01","2","0022","003",347,"0100383","05"
"010039901","3","02","1","1","1","1","1","1","2","1","1","1","1","1","1","02","2","","2","","04","1","","01","01","2","0023","003",382,"0100399","01"
"010039902","3","02","1","1","1","1","1","1","2","1","1","2","1","2","2","","1","01","2","","02","1","","01","01","2","0023","003",382,"0100399","02"
"010039903","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","1","02","05","1","","01","01","2","0023","003",382,"0100399","03"
"010039904","2","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","03","1","","01","01","2","0023","003",382,"0100399","04"
"010040801","3","01","1","1","1","1","2","1","1","1","2","2","2","","2","","2","","2","","01","","","01","01","2","0024","003",654,"0100408","01"
"010040802","2","01","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","02","1","","01","01","2","0024","003",654,"0100408","02"
"010040804","3","01","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","01","01","2","0024","003",654,"0100408","04"
"010040805","2","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","03","1","","01","01","2","0024","003",654,"0100408","05"
"010041401","3","03","1","1","1","1","1","1","1","1","1","1","1","2","1","01","2","","2","","05","1","","01","01","2","0025","003",391,"0100414","01"
"010041402","3","03","1","1","1","1","1","1","2","1","2","2","1","1","1","01","2","","2","","04","1","","01","01","2","0025","003",391,"0100414","02"
"010041403","2","03","1","1","1","1","1","1","1","1","1","1","1","1","1","05","2","","2","","06","1","","01","01","2","0025","003",391,"0100414","03"
"010041404","3","01","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","03","1","","01","01","2","0025","003",391,"0100414","04"
"010041405","3","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","1","04","02","1","","01","01","2","0025","003",391,"0100414","05"
"010041701","3","01","1","1","1","1","1","2","2","1","1","2","1","2","2","","2","","2","","01","","","01","01","2","0026","003",353,"0100417","01"
"010041705","3","03","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","1","02","06","1","","01","01","2","0026","003",353,"0100417","05"
"010044301","3","02","1","1","1","1","1","1","1","1","2","2","1","2","1","02","2","","2","","03","1","","01","01","2","0027","001",379,"0100443","01"
"010044302","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","01","2","","2","","05","1","","01","01","2","0027","001",379,"0100443","02"
"010044303","2","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","01","01","2","0027","001",379,"0100443","03"
"010044305","2","03","1","1","1","1","2","2","2","2","1","2","1","2","1","03","1","01","2","","04","1","","01","01","2","0027","001",379,"0100443","05"
"010044601","3","03","1","1","1","1","1","1","1","1","2","2","1","1","1","01","2","","2","","01","","","01","01","2","0028","003",374,"0100446","01"
"010044602","2","03","1","1","1","1","1","2","2","1","2","2","1","2","1","04","2","","1","05","02","1","","01","01","2","0028","003",374,"0100446","02"
"010044603","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","01","2","","2","","01","","","01","01","2","0028","003",374,"0100446","03"
"010044604","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","1","04","05","1","","01","01","2","0028","003",374,"0100446","04"
"010044605","2","01","1","1","1","1","1","1","2","2","2","2","1","2","1","01","2","","1","01","04","1","","01","01","2","0028","003",374,"0100446","05"
"010044701","3","04","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","05","1","","01","01","2","0029","003",347,"0100447","01"
"010044702","2","03","1","1","1","1","1","1","2","1","1","2","1","1","1","03","2","","2","","05","1","","01","01","2","0029","003",347,"0100447","02"
"010044703","2","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","05","1","","01","01","2","0029","003",347,"0100447","03"
"010044704","2","02","1","1","1","1","2","2","2","2","2","2","2","","2","","2","","2","","04","2","02","01","01","2","0029","003",347,"0100447","04"
"010044705","2","01","1","1","1","1","1","2","2","2","2","2","2","","1","01","2","","2","","01","","","01","01","2","0029","003",347,"0100447","05"
"010045001","3","01","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","02","1","","01","01","2","0030","002",455,"0100450","01"
"010045002","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","01","","","01","01","2","0030","002",455,"0100450","02"
"010045003","3","01","1","1","1","1","1","2","1","1","2","2","1","1","1","01","2","","2","","02","1","","01","01","2","0030","002",455,"0100450","03"
"010045004","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","03","1","","01","01","2","0030","002",455,"0100450","04"
"010046101","3","05","1","1","1","1","1","1","1","1","1","1","1","1","1","02","1","01","2","","02","1","","01","01","2","0031","002",379,"0100461","01"
"010046102","3","03","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","03","1","","01","01","2","0031","002",379,"0100461","02"
"010046103","3","01","1","1","1","1","1","1","2","1","2","2","1","1","1","01","2","","2","","01","","","01","01","2","0031","002",379,"0100461","03"
"010046104","2","04","1","1","1","1","1","1","1","1","2","2","1","2","1","02","2","","2","","01","","","01","01","2","0031","002",379,"0100461","04"
"010046105","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","05","2","","2","","03","1","","01","01","2","0031","002",379,"0100461","05"
"010046203","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","05","1","","01","01","2","0032","002",351,"0100462","03"
"010046204","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","01","01","2","0032","002",351,"0100462","04"
"010046205","3","02","1","1","1","1","1","1","1","1","2","2","1","1","1","01","2","","2","","03","1","","01","01","2","0032","002",351,"0100462","05"
"010047001","3","01","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","02","1","","01","01","2","0033","002",348,"0100470","01"
"010047002","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","03","1","","01","01","2","0033","002",348,"0100470","02"
"010047003","3","01","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","02","1","","01","01","2","0033","002",348,"0100470","03"
"010047004","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","04","1","","01","01","2","0033","002",348,"0100470","04"
"010047005","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","04","1","","01","01","2","0033","002",348,"0100470","05"
"010047101","3","03","1","1","1","1","1","1","1","1","2","2","1","1","1","01","2","","2","","04","1","","01","01","2","0034","001",374,"0100471","01"
"010047102","2","03","1","1","1","1","1","1","2","1","1","2","1","2","2","","2","","2","","03","1","","01","01","2","0034","001",374,"0100471","02"
"010047103","3","01","1","1","1","1","1","1","2","1","1","1","1","1","1","01","2","","2","","03","1","","01","01","2","0034","001",374,"0100471","03"
"010047104","3","02","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","03","1","","01","01","2","0034","001",374,"0100471","04"
"010047801","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","04","1","","01","01","2","0035","002",426,"0100478","01"
"010047802","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","04","1","","01","01","2","0035","002",426,"0100478","02"
"010047804","3","04","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","04","1","","01","01","2","0035","002",426,"0100478","04"
"010047805","3","03","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","04","1","","01","01","2","0035","002",426,"0100478","05"
"010048801","3","03","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","02","1","","01","01","2","0036","003",391,"0100488","01"
"010048802","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","03","1","","01","01","2","0036","003",391,"0100488","02"
"010048803","2","01","1","1","1","1","1","1","1","1","2","2","2","","1","02","2","","2","","01","","","01","01","2","0036","003",391,"0100488","03"
"010048804","3","03","1","1","1","1","1","1","1","1","2","2","1","2","1","02","1","01","2","","05","1","","01","01","2","0036","003",391,"0100488","04"
"010048805","3","02","1","1","1","1","1","1","2","1","2","2","1","1","1","01","2","","2","","02","1","","01","01","2","0036","003",391,"0100488","05"
"010050701","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","04","1","","01","01","2","0037","002",537,"0100507","01"
"010050702","3","03","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","05","1","","01","01","2","0037","002",537,"0100507","02"
"010050705","3","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","05","1","","01","01","2","0037","002",537,"0100507","05"
"010051102","3","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","03","1","","01","01","2","0038","002",409,"0100511","02"
"010051103","3","01","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","02","1","","01","01","2","0038","002",409,"0100511","03"
"010051105","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","04","1","","01","01","2","0038","002",409,"0100511","05"
"010051601","3","05","1","1","1","1","1","1","1","1","1","2","1","1","1","03","2","","2","","07","1","","01","01","2","0039","003",346,"0100516","01"
"010051602","3","03","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","05","1","","01","01","2","0039","003",346,"0100516","02"
"010051603","3","02","1","1","1","1","1","2","2","2","2","2","1","2","2","","2","","2","","03","1","","01","01","2","0039","003",346,"0100516","03"
"010051604","3","01","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","03","1","","01","01","2","0039","003",346,"0100516","04"
"010055002","3","02","1","1","1","1","1","1","2","2","2","2","1","2","2","","1","01","2","","02","1","","01","01","2","0040","001",407,"0100550","02"
"010055003","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","01","","","01","01","2","0040","001",407,"0100550","03"
"010055004","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","01","2","","1","01","04","1","","01","01","2","0040","001",407,"0100550","04"
"010055005","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","03","1","","01","01","2","0040","001",407,"0100550","05"
"010057101","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","2","","04","1","","01","01","2","0041","001",384,"0100571","01"
"010057102","3","01","1","1","1","1","1","2","1","1","1","2","1","1","2","","2","","2","","01","","","01","01","2","0041","001",384,"0100571","02"
"010057103","3","04","1","1","1","1","1","1","1","1","1","2","1","2","1","03","2","","2","","06","1","","01","01","2","0041","001",384,"0100571","03"
"010057104","3","02","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","03","1","","01","01","2","0041","001",384,"0100571","04"
"010057105","3","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","03","1","","01","01","2","0041","001",384,"0100571","05"
"010059001","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","03","1","","01","01","2","0042","002",400,"0100590","01"
"010059002","3","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","03","1","","01","01","2","0042","002",400,"0100590","02"
"010059003","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","01","","","01","01","2","0042","002",400,"0100590","03"
"010059004","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","1","01","03","1","","01","01","2","0042","002",400,"0100590","04"
"010059005","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","03","1","05","1","01","02","1","","01","01","2","0042","002",400,"0100590","05"
"010059101","3","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","02","1","","01","01","2","0043","002",365,"0100591","01"
"010059102","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","04","1","","01","01","2","0043","002",365,"0100591","02"
"010059103","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","03","1","","01","01","2","0043","002",365,"0100591","03"
"010059104","3","03","1","1","1","1","1","1","1","1","1","1","1","1","2","","1","01","2","","04","1","","01","01","2","0043","002",365,"0100591","04"
"010059105","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","1","02","2","","03","1","","01","01","2","0043","002",365,"0100591","05"
"010059501","3","04","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","06","1","","01","01","2","0044","002",373,"0100595","01"
"010059502","3","03","1","1","1","1","1","1","1","1","2","1","1","1","2","","2","","2","","02","1","","01","01","2","0044","002",373,"0100595","02"
"010059503","3","04","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","07","1","","01","01","2","0044","002",373,"0100595","03"
"010059504","3","03","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","03","1","","01","01","2","0044","002",373,"0100595","04"
"010059505","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","02","2","","2","","03","1","","01","01","2","0044","002",373,"0100595","05"
"010061501","3","02","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","02","1","","01","01","2","0045","002",406,"0100615","01"
"010061502","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","01","","","01","01","2","0045","002",406,"0100615","02"
"010061503","3","01","1","1","1","1","1","1","2","1","1","2","1","1","2","","2","","2","","01","","","01","01","2","0045","002",406,"0100615","03"
"010061504","3","04","1","1","1","1","1","1","1","1","1","1","1","2","2","","2","","2","","06","1","","01","01","2","0045","002",406,"0100615","04"
"010061505","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","04","1","","01","01","2","0045","002",406,"0100615","05"
"010063201","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","07","2","","2","","06","1","","01","01","2","0046","003",401,"0100632","01"
