"LLAVEVIV","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P1_8_1_1","P1_8_1_2","P1_8_2_1","P1_8_2_2","P1_8_3_1","P1_8_3_2","P2_1","P2_2","P2_3","CVEGEO","CVE_ENT","MENOR10","UPM_DIS","EST_DIS","FAC_VIV","FOLIO","VIV_SEL"
"200050815","1","01","2","5","1","1","1","2","2","2","2","2","1","2","1","01","2","","2","","04","1","","20","20","2","3050","301",1403,"2000508","15"
"200050816","3","01","1","2","1","1","1","2","1","2","2","2","1","2","1","02","2","","2","","02","1","","20","20","2","3050","301",1403,"2000508","16"
"200050817","1","02","2","2","1","1","2","2","2","2","2","2","2","","1","01","2","","2","","01","","","20","20","2","3050","301",1403,"2000508","17"
"200050818","2","02","2","2","1","1","1","2","2","2","2","2","2","","1","01","2","","2","","02","1","","20","20","2","3050","301",1403,"2000508","18"
"200050819","2","01","3","2","2","1","1","1","1","1","2","2","2","","1","01","1","01","2","","03","1","","20","20","2","3050","301",1403,"2000508","19"
"200050820","1","01","3","2","1","5","2","2","1","2","2","2","1","2","2","","2","","2","","03","1","","20","20","2","3050","301",1403,"2000508","20"
"200079401","2","01","2","1","1","1","1","2","1","2","2","2","2","","1","01","2","","2","","02","1","","20","20","2","3051","302",1171,"2000794","01"
"200079402","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","1","01","2","","03","1","","20","20","2","3051","302",1171,"2000794","02"
"200079403","2","01","2","2","1","1","1","2","2","1","2","2","1","2","1","07","2","","2","","06","1","","20","20","2","3051","302",1171,"2000794","03"
"200079404","2","03","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","03","1","","20","20","2","3051","302",1171,"2000794","04"
"200079405","3","03","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","05","1","","20","20","2","3051","302",1171,"2000794","05"
"200079407","2","03","2","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","08","1","","20","20","2","3051","302",1171,"2000794","07"
"200079408","2","01","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","05","1","","20","20","2","3051","302",1171,"2000794","08"
"200079409","2","01","1","5","3","1","2","2","2","2","2","2","2","","2","","2","","2","","01","","","20","20","2","3051","302",1171,"2000794","09"
"200079410","2","02","2","1","1","1","1","2","2","1","2","2","1","2","2","","2","","2","","02","1","","20","20","2","3051","302",1171,"2000794","10"
"200079411","2","03","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","1","01","07","1","","20","20","2","3051","302",1171,"2000794","11"
"200079412","2","02","1","1","1","1","1","1","2","2","1","2","1","2","1","01","1","01","2","","09","1","","20","20","2","3051","302",1171,"2000794","12"
"200079413","2","03","1","1","1","1","1","1","2","1","2","2","2","","1","02","2","","2","","06","1","","20","20","2","3051","302",1171,"2000794","13"
"200079414","2","05","1","2","1","1","1","1","2","1","2","2","1","2","1","03","1","01","2","","03","1","","20","20","2","3051","302",1171,"2000794","14"
"200079415","3","03","1","1","1","1","1","1","2","1","2","2","1","2","1","02","2","","2","","02","1","","20","20","2","3051","302",1171,"2000794","15"
"200079416","2","02","2","1","1","1","1","2","1","1","1","2","1","2","1","01","2","","2","","04","1","","20","20","2","3051","302",1171,"2000794","16"
"200079417","2","02","1","1","1","1","1","1","2","2","2","2","1","2","1","01","2","","2","","05","1","","20","20","2","3051","302",1171,"2000794","17"
"200079419","2","02","1","1","1","1","1","1","1","1","1","2","1","2","1","01","1","01","2","","06","1","","20","20","2","3051","302",1171,"2000794","19"
"200079420","2","01","2","1","1","1","1","1","2","2","2","2","2","","1","01","2","","2","","03","1","","20","20","2","3051","302",1171,"2000794","20"
"200112501","2","02","1","1","1","1","1","2","1","1","1","2","1","1","1","01","1","03","2","","03","1","","20","20","2","3052","302",909,"2001125","01"
"200112502","2","01","1","1","1","1","1","2","2","2","1","1","1","1","2","","2","","2","","02","1","","20","20","2","3052","302",909,"2001125","02"
"200112503","2","02","1","1","1","1","1","1","1","2","2","2","1","2","1","02","2","","2","","04","1","","20","20","2","3052","302",909,"2001125","03"
"200112504","3","05","1","1","1","1","1","1","1","1","1","1","1","1","1","01","1","03","2","","05","1","","20","20","2","3052","302",909,"2001125","04"
"200112505","2","04","1","1","1","1","1","1","1","1","1","2","1","1","1","02","1","03","1","01","05","1","","20","20","2","3052","302",909,"2001125","05"
"200112506","2","04","1","1","1","1","1","1","1","1","2","2","1","2","1","02","2","","1","01","04","1","","20","20","2","3052","302",909,"2001125","06"
"200112507","3","03","1","1","1","1","1","2","1","1","1","2","1","1","1","02","2","","2","","03","1","","20","20","2","3052","302",909,"2001125","07"
"200112508","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","04","1","","20","20","2","3052","302",909,"2001125","08"
"200112509","2","02","1","1","1","1","1","1","2","1","2","2","1","2","1","02","2","","1","01","03","1","","20","20","2","3052","302",909,"2001125","09"
"200112510","2","02","1","1","1","1","1","1","2","2","1","2","1","2","1","02","2","","2","","04","1","","20","20","2","3052","302",909,"2001125","10"
"200112511","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","03","1","01","2","","05","1","","20","20","2","3052","302",909,"2001125","11"
"200112512","2","01","1","1","1","1","1","1","2","2","1","2","1","1","1","01","2","","2","","06","1","","20","20","2","3052","302",909,"2001125","12"
"200112513","2","02","1","1","1","1","1","1","2","1","1","2","1","2","2","","2","","2","","03","1","","20","20","2","3052","302",909,"2001125","13"
"200112514","3","01","2","1","1","1","1","2","2","1","2","2","1","1","1","02","2","","2","","01","","","20","20","2","3052","302",909,"2001125","14"
"200112515","3","03","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","03","1","","20","20","2","3052","302",909,"2001125","15"
"200112516","2","02","1","1","1","1","1","1","1","1","1","2","1","1","1","03","2","","2","","05","1","","20","20","2","3052","302",909,"2001125","16"
"200112517","2","01","1","1","1","1","1","2","2","1","2","2","2","","2","","2","","2","","02","1","","20","20","2","3052","302",909,"2001125","17"
"200112518","2","02","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","02","1","","20","20","2","3052","302",909,"2001125","18"
"200112520","3","02","1","1","1","1","1","1","2","2","2","2","2","","2","","1","01","2","","04","1","","20","20","2","3052","302",909,"2001125","20"
"200133101","2","02","1","1","1","1","2","2","2","2","2","2","2","","1","01","2","","2","","01","","","20","20","2","3053","301",983,"2001331","01"
"200133102","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","01","1","01","2","","02","1","","20","20","2","3053","301",983,"2001331","02"
"200133103","2","02","2","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","04","1","","20","20","2","3053","301",983,"2001331","03"
"200133104","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","02","2","","2","","01","","","20","20","2","3053","301",983,"2001331","04"
"200133105","2","01","1","1","1","1","1","1","2","2","2","2","2","","1","01","2","","2","","04","1","","20","20","2","3053","301",983,"2001331","05"
"200133106","2","01","1","1","1","1","1","1","2","2","2","2","1","2","2","","2","","2","","03","1","","20","20","2","3053","301",983,"2001331","06"
"200133107","2","02","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","1","02","02","1","","20","20","2","3053","301",983,"2001331","07"
"200133108","2","02","1","1","1","1","1","1","2","1","2","2","1","2","1","02","1","01","2","","03","2","02","20","20","2","3053","301",983,"2001331","08"
"200133109","2","02","2","1","1","1","1","2","2","1","2","2","2","","2","","1","01","2","","05","1","","20","20","2","3053","301",983,"2001331","09"
"200133110","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","03","1","","20","20","2","3053","301",983,"2001331","10"
"200133111","2","01","1","1","1","1","1","2","2","1","1","1","2","","2","","2","","2","","03","1","","20","20","2","3053","301",983,"2001331","11"
"200133112","2","01","1","1","1","1","1","1","2","2","2","2","2","","2","","1","01","2","","04","1","","20","20","2","3053","301",983,"2001331","12"
"200133113","2","02","1","1","1","1","1","1","2","1","2","2","1","2","1","11","1","03","2","","04","1","","20","20","2","3053","301",983,"2001331","13"
"200133114","2","02","2","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","04","1","","20","20","2","3053","301",983,"2001331","14"
"200133115","2","02","1","2","1","1","1","1","2","2","2","2","1","2","1","04","1","02","2","","02","1","","20","20","2","3053","301",983,"2001331","15"
"200133116","2","01","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","01","","","20","20","2","3053","301",983,"2001331","16"
"200133117","2","02","1","1","1","1","1","1","2","2","2","2","1","2","1","03","1","03","1","01","04","1","","20","20","2","3053","301",983,"2001331","17"
"200133118","2","02","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","03","1","","20","20","2","3053","301",983,"2001331","18"
"200133119","2","01","1","1","1","1","1","2","2","1","2","2","2","","1","01","2","","2","","01","","","20","20","2","3053","301",983,"2001331","19"
"200133120","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","03","1","","20","20","2","3053","301",983,"2001331","20"
"200173101","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","01","2","","2","","04","1","","20","20","2","3054","303",847,"2001731","01"
"200173102","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","05","2","","2","","02","1","","20","20","2","3054","303",847,"2001731","02"
"200173103","2","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","1","01","2","","02","1","","20","20","2","3054","303",847,"2001731","03"
"200173104","3","03","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","01","","","20","20","2","3054","303",847,"2001731","04"
"200173105","3","02","1","1","1","1","1","2","2","2","2","2","1","2","2","","2","","2","","03","1","","20","20","2","3054","303",847,"2001731","05"
"200177601","2","03","1","1","1","1","1","1","2","1","1","2","1","2","1","01","2","","2","","04","1","","20","20","2","3055","304",884,"2001776","01"
"200177602","3","01","1","1","1","1","1","2","2","2","2","2","2","","2","","2","","2","","03","1","","20","20","2","3055","304",884,"2001776","02"
"200177603","2","01","2","1","1","1","1","1","1","1","1","2","2","","1","01","2","","2","","01","","","20","20","2","3055","304",884,"2001776","03"
"200177604","2","02","1","1","1","1","1","1","2","1","2","2","1","2","1","02","2","","2","","02","1","","20","20","2","3055","304",884,"2001776","04"
"200177605","3","02","2","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","02","1","","20","20","2","3055","304",884,"2001776","05"
"200178301","3","02","2","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","02","1","","20","20","2","3056","304",1249,"2001783","01"
"200178302","2","04","2","1","1","1","1","2","2","1","2","2","2","","2","","1","01","2","","07","1","","20","20","2","3056","304",1249,"2001783","02"
"200178304","3","02","1","1","1","1","1","2","2","1","2","2","2","","1","13","2","","2","","03","1","","20","20","2","3056","304",1249,"2001783","04"
"200178305","2","04","1","1","1","1","1","1","2","1","1","2","1","1","2","","1","01","2","","06","1","","20","20","2","3056","304",1249,"2001783","05"
"200192301","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","02","1","04","2","","05","1","","20","20","2","3057","304",1088,"2001923","01"
"200192302","2","01","1","1","1","1","1","1","1","1","1","2","1","2","1","01","1","02","2","","04","1","","20","20","2","3057","304",1088,"2001923","02"
"200192303","2","03","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","1","01","01","","","20","20","2","3057","304",1088,"2001923","03"
"200192304","2","04","1","1","1","1","1","1","1","1","1","2","1","2","1","13","1","02","2","","06","1","","20","20","2","3057","304",1088,"2001923","04"
"200192305","2","03","1","2","1","1","1","1","1","1","1","1","1","1","1","03","1","02","2","","04","1","","20","20","2","3057","304",1088,"2001923","05"
"200197101","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","05","1","","20","20","2","3058","303",626,"2001971","01"
"200197102","2","04","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","05","1","","20","20","2","3058","303",626,"2001971","02"
"200197103","3","03","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","03","1","","20","20","2","3058","303",626,"2001971","03"
"200197104","3","03","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","03","1","","20","20","2","3058","303",626,"2001971","04"
"200197105","2","01","1","1","1","1","1","1","1","2","1","2","1","2","1","01","2","","2","","02","1","","20","20","2","3058","303",626,"2001971","05"
"200200001","3","03","1","1","1","1","1","1","1","1","2","2","1","2","1","02","2","","1","08","06","1","","20","20","2","3059","305",1250,"2002000","01"
"200200002","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","03","1","","20","20","2","3059","305",1250,"2002000","02"
"200200003","2","03","1","1","1","1","1","1","2","1","2","2","2","","2","","1","01","2","","03","1","","20","20","2","3059","305",1250,"2002000","03"
"200200005","3","04","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","03","1","","20","20","2","3059","305",1250,"2002000","05"
"200201601","2","02","3","1","1","1","1","2","2","1","1","2","1","2","1","03","2","","2","","03","1","","20","20","2","3060","305",1377,"2002016","01"
"200201603","2","02","1","1","1","1","1","1","1","1","1","2","1","2","1","01","1","02","2","","03","1","","20","20","2","3060","305",1377,"2002016","03"
"200201604","2","01","1","1","1","1","1","1","2","2","1","2","1","1","2","","2","","1","01","03","1","","20","20","2","3060","305",1377,"2002016","04"
"200201605","2","01","2","1","1","1","2","2","2","1","2","2","2","","2","","2","","2","","01","","","20","20","2","3060","305",1377,"2002016","05"
"200202101","3","05","1","1","1","1","1","1","1","1","1","1","1","1","1","04","2","","1","01","13","2","02","20","20","2","3061","305",1253,"2002021","01"
"200202102","2","04","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","05","1","","20","20","2","3061","305",1253,"2002021","02"
"200202103","2","03","1","1","1","1","1","2","2","1","1","2","1","2","2","","2","","2","","05","1","","20","20","2","3061","305",1253,"2002021","03"
"200202104","2","03","1","1","1","1","1","1","1","1","1","2","1","2","1","01","1","01","2","","07","1","","20","20","2","3061","305",1253,"2002021","04"
"200202105","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","01","1","01","2","","05","1","","20","20","2","3061","305",1253,"2002021","05"
"200213401","2","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","1","01","2","","05","1","","20","20","2","3062","304",1019,"2002134","01"
"200213402","3","05","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","03","1","","20","20","2","3062","304",1019,"2002134","02"
"200213403","2","02","1","1","1","1","1","1","1","1","1","2","1","2","1","01","2","","1","01","03","1","","20","20","2","3062","304",1019,"2002134","03"
"200213404","2","03","1","1","1","1","1","1","1","1","1","2","1","1","2","","1","01","2","","04","1","","20","20","2","3062","304",1019,"2002134","04"
"200213405","2","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","1","01","2","","02","1","","20","20","2","3062","304",1019,"2002134","05"
"200215401","2","01","1","1","1","1","1","1","2","1","2","2","2","","1","01","2","","2","","02","1","","20","20","2","3063","305",1084,"2002154","01"
"200215402","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","02","1","","20","20","2","3063","305",1084,"2002154","02"
"200215403","2","02","1","1","1","1","1","1","1","1","2","2","1","2","1","02","2","","2","","03","1","","20","20","2","3063","305",1084,"2002154","03"
"200215405","2","03","1","1","1","1","1","1","2","1","1","2","1","2","1","01","2","","2","","04","1","","20","20","2","3063","305",1084,"2002154","05"
"200219401","2","02","1","1","1","1","1","1","1","1","1","1","1","1","1","03","1","01","2","","04","1","","20","20","2","3064","304",941,"2002194","01"
"200219402","2","02","1","1","1","1","1","2","2","1","2","2","1","1","2","","2","","2","","05","2","02","20","20","2","3064","304",941,"2002194","02"
"200219403","2","02","2","1","1","1","2","2","2","2","2","2","1","2","2","","2","","2","","06","1","","20","20","2","3064","304",941,"2002194","03"
"200219404","2","03","1","1","1","1","1","2","2","1","1","2","1","2","1","02","1","05","1","02","08","1","","20","20","2","3064","304",941,"2002194","04"
"200219405","2","02","1","1","1","1","1","1","2","2","1","2","1","1","2","","2","","2","","02","1","","20","20","2","3064","304",941,"2002194","05"
"200219601","2","01","1","1","1","1","1","2","2","1","2","2","2","","1","01","2","","2","","02","1","","20","20","2","3065","304",1274,"2002196","01"
"200219602","2","03","1","1","1","1","1","1","2","1","2","2","1","2","1","01","1","01","2","","05","1","","20","20","2","3065","304",1274,"2002196","02"
"200219603","2","02","2","1","1","1","1","1","1","2","1","2","1","2","1","03","2","","2","","06","1","","20","20","2","3065","304",1274,"2002196","03"
"200219604","2","01","3","1","1","1","1","2","2","2","2","2","1","2","2","","2","","2","","01","","","20","20","2","3065","304",1274,"2002196","04"
"200219605","2","01","3","2","2","1","1","2","2","2","2","2","1","2","1","01","2","","2","","05","1","","20","20","2","3065","304",1274,"2002196","05"
"200220701","2","01","2","1","1","1","1","2","2","2","2","2","1","2","2","","2","","2","","02","1","","20","20","2","3066","305",1356,"2002207","01"
"200220702","3","01","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","2","","01","","","20","20","2","3066","305",1356,"2002207","02"
"200220703","2","01","2","1","1","1","1","2","2","2","2","2","1","2","1","02","1","01","2","","01","","","20","20","2","3066","305",1356,"2002207","03"
"200220704","3","03","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","05","1","","20","20","2","3066","305",1356,"2002207","04"
"200220705","2","01","1","1","1","1","1","2","2","1","2","2","2","","1","02","2","","2","","02","1","","20","20","2","3066","305",1356,"2002207","05"
"200229201","2","01","2","1","1","1","2","2","2","2","2","2","2","","2","","2","","2","","01","","","20","20","2","3067","304",1279,"2002292","01"
"200229202","3","02","1","1","1","1","1","2","2","1","2","2","2","","2","","2","","1","01","05","1","","20","20","2","3067","304",1279,"2002292","02"
"200229203","2","04","1","2","1","1","1","1","2","2","1","2","1","1","1","03","2","","1","02","05","1","","20","20","2","3067","304",1279,"2002292","03"
"200229204","2","01","2","1","1","1","1","2","2","1","2","2","1","2","1","01","2","","2","","03","1","","20","20","2","3067","304",1279,"2002292","04"
"200229205","2","03","1","1","1","1","1","1","2","1","1","2","1","2","1","01","1","02","2","","02","1","","20","20","1","3067","304",1279,"2002292","05"
"200234101","2","03","2","2","1","1","1","1","2","2","2","2","1","2","1","02","2","","2","","06","1","","20","20","1","3068","306",1012,"2002341","01"
"200234102","2","01","2","2","1","1","2","2","2","2","2","2","1","2","2","","2","","2","","01","","","20","20","1","3068","306",1012,"2002341","02"
"200234103","2","03","3","2","1","1","1","1","1","1","2","2","1","2","1","02","2","","2","","06","1","","20","20","1","3068","306",1012,"2002341","03"
"200234104","1","02","3","2","1","1","1","2","2","2","2","2","2","","2","","2","","2","","03","1","","20","20","1","3068","306",1012,"2002341","04"
"200234105","2","02","2","5","2","1","1","1","2","2","2","2","2","","2","","1","02","2","","04","1","","20","20","1","3068","306",1012,"2002341","05"
"200264502","2","02","1","1","1","1","1","2","1","1","2","2","1","2","2","","2","","1","03","02","1","","20","20","2","3069","302",1233,"2002645","02"
"200264503","2","01","2","1","1","1","2","2","2","2","2","2","2","","1","01","2","","1","02","02","1","","20","20","2","3069","302",1233,"2002645","03"
"200264505","3","02","1","1","1","1","1","1","2","2","2","2","1","2","1","02","2","","2","","01","","","20","20","2","3069","302",1233,"2002645","05"
"200264506","2","01","1","1","1","1","1","1","2","1","1","2","1","2","2","","2","","2","","04","1","","20","20","2","3069","302",1233,"2002645","06"
"200264507","2","01","2","1","1","1","1","2","2","2","2","2","1","2","2","","2","","2","","01","","","20","20","2","3069","302",1233,"2002645","07"
"200264508","2","02","1","1","1","1","1","1","1","1","1","2","1","2","1","03","2","","1","01","02","1","","20","20","2","3069","302",1233,"2002645","08"
"200264509","2","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","04","1","","20","20","2","3069","302",1233,"2002645","09"
"200264510","3","02","1","1","1","1","1","1","1","1","1","2","1","2","1","01","1","01","2","","07","1","","20","20","2","3069","302",1233,"2002645","10"
"200264511","2","01","2","1","1","1","2","1","2","2","2","2","1","2","1","01","1","01","2","","03","1","","20","20","2","3069","302",1233,"2002645","11"
"200264512","3","02","1","1","1","1","1","1","2","2","2","2","2","","1","01","1","01","2","","03","1","","20","20","2","3069","302",1233,"2002645","12"
"200264513","2","02","2","1","1","1","1","1","2","1","2","2","1","2","1","01","1","02","1","01","06","1","","20","20","2","3069","302",1233,"2002645","13"
"200264514","3","02","2","1","1","1","1","1","2","1","1","2","1","2","2","","2","","2","","05","1","","20","20","2","3069","302",1233,"2002645","14"
"200264515","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","01","2","","2","","02","1","","20","20","2","3069","302",1233,"2002645","15"
"200264517","2","02","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","1","01","05","1","","20","20","2","3069","302",1233,"2002645","17"
"200264518","1","02","1","1","1","1","1","1","1","1","1","1","1","1","1","02","1","03","2","","02","1","","20","20","2","3069","302",1233,"2002645","18"
"200264519","2","02","2","2","1","1","1","1","2","2","2","2","1","2","2","","2","","2","","04","2","02","20","20","2","3069","302",1233,"2002645","19"
"200264520","2","02","2","1","1","1","1","1","2","2","2","2","1","2","2","","2","","2","","05","1","","20","20","2","3069","302",1233,"2002645","20"
"200288901","2","01","1","1","1","1","1","2","1","2","1","2","1","2","2","","1","01","2","","04","1","","20","20","1","3070","306",1214,"2002889","01"
"200288902","2","02","2","1","1","1","1","1","1","1","2","2","1","2","2","","1","01","1","01","02","1","","20","20","1","3070","306",1214,"2002889","02"
"200288905","2","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","1","01","2","","03","1","","20","20","1","3070","306",1214,"2002889","05"
"200293001","3","02","1","1","1","1","1","1","2","1","1","2","1","1","1","01","2","","2","","02","1","","20","20","1","3071","307",1203,"2002930","01"
"200293002","3","03","1","2","1","1","1","1","1","1","2","2","1","1","1","01","2","","2","","02","1","","20","20","1","3071","307",1203,"2002930","02"
"200293003","2","03","1","2","1","1","1","1","1","2","2","2","1","2","1","03","1","03","2","","03","1","","20","20","1","3071","307",1203,"2002930","03"
"200293004","3","02","1","2","1","1","1","1","1","1","1","2","1","2","1","01","2","","2","","03","1","","20","20","1","3071","307",1203,"2002930","04"
"200293005","2","01","2","2","1","1","1","1","2","1","1","1","1","1","2","","2","","2","","03","1","","20","20","1","3071","307",1203,"2002930","05"
"200298201","1","02","3","2","2","1","1","2","2","2","2","2","2","","1","01","2","","2","","04","1","","20","20","1","3072","308",1287,"2002982","01"
"200298202","2","01","2","2","1","1","1","2","2","1","2","2","2","","1","02","2","","2","","04","1","","20","20","1","3072","308",1287,"2002982","02"
"200298203","2","03","3","2","1","1","2","1","2","1","2","2","1","2","1","01","2","","2","","04","1","","20","20","1","3072","308",1287,"2002982","03"
"200298204","2","04","2","2","1","1","1","1","1","1","2","2","1","1","1","02","1","04","1","07","04","1","","20","20","1","3072","308",1287,"2002982","04"
"200298205","2","03","3","2","1","1","1","2","2","1","2","2","1","2","1","02","2","","2","","04","1","","20","20","1","3072","308",1287,"2002982","05"
"200298206","3","03","1","2","1","1","1","1","2","1","2","2","1","1","2","","2","","1","02","05","1","","20","20","1","3072","308",1287,"2002982","06"
"200298207","1","02","2","2","1","1","1","1","2","2","2","2","1","2","2","","1","10","2","","01","","","20","20","1","3072","308",1287,"2002982","07"
"200298208","2","01","2","5","1","1","1","1","2","1","2","2","2","","1","01","1","01","2","","06","1","","20","20","1","3072","308",1287,"2002982","08"
"200298209","2","01","3","2","2","1","1","2","2","2","2","2","2","","2","","1","01","2","","01","","","20","20","1","3072","308",1287,"2002982","09"
"200298210","2","02","2","2","2","1","2","2","1","2","2","2","2","","1","02","2","","2","","05","1","","20","20","1","3072","308",1287,"2002982","10"
"200298211","1","02","3","2","1","1","1","1","2","2","2","2","1","2","1","01","2","","2","","04","1","","20","20","1","3072","308",1287,"2002982","11"
"200298212","1","01","3","2","1","1","2","1","2","1","2","2","1","2","1","01","2","","2","","03","1","","20","20","1","3072","308",1287,"2002982","12"
"200298213","2","02","3","2","1","1","1","1","1","1","2","2","1","1","1","04","1","01","2","","05","1","","20","20","1","3072","308",1287,"2002982","13"
"200298214","1","03","3","5","1","1","1","2","2","2","2","2","2","","1","06","1","01","2","","08","1","","20","20","1","3072","308",1287,"2002982","14"
"200298215","1","01","3","2","1","1","1","2","1","2","2","2","2","","2","","2","","1","09","04","1","","20","20","1","3072","308",1287,"2002982","15"
"200298217","2","04","3","2","1","1","1","1","2","1","1","2","1","1","1","01","2","","2","","03","1","","20","20","1","3072","308",1287,"2002982","17"
"200298218","3","02","3","2","1","1","2","2","2","2","1","2","1","1","1","04","1","06","2","","06","1","","20","20","1","3072","308",1287,"2002982","18"
"200298219","1","01","3","2","1","1","1","2","1","1","2","2","2","","1","01","1","04","2","","04","1","","20","20","1","3072","308",1287,"2002982","19"
"200298220","1","01","3","2","2","1","1","1","2","1","2","2","2","","1","01","2","","2","","02","1","","20","20","1","3072","308",1287,"2002982","20"
"200306601","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","03","2","","2","","05","1","","20","20","2","3073","309",1092,"2003066","01"
"200306602","2","04","1","1","1","1","1","1","2","1","1","2","1","1","1","01","2","","2","","06","1","","20","20","2","3073","309",1092,"2003066","02"
"200306603","3","01","1","1","1","1","2","2","2","2","2","2","2","","2","","2","","2","","01","","","20","20","2","3073","309",1092,"2003066","03"
"200306604","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","02","1","01","1","10","02","1","","20","20","2","3073","309",1092,"2003066","04"
"200306605","3","01","2","1","1","1","1","1","2","1","1","2","1","2","2","","2","","2","","03","1","","20","20","2","3073","309",1092,"2003066","05"
"200324501","2","01","2","2","1","1","2","2","2","2","2","2","2","","1","01","2","","2","","01","","","20","20","1","3074","310",1183,"2003245","01"
"200324502","2","02","2","5","2","1","2","1","2","2","2","2","1","2","2","","2","","2","","05","1","","20","20","1","3074","310",1183,"2003245","02"
"200324503","2","01","2","2","1","1","2","2","2","1","1","2","1","2","1","02","2","","2","","02","1","","20","20","1","3074","310",1183,"2003245","03"
"200324504","2","01","2","5","1","1","2","2","2","2","2","2","2","","2","","2","","2","","02","1","","20","20","1","3074","310",1183,"2003245","04"
"200324505","2","01","2","5","1","1","2","2","2","2","2","2","2","","2","","2","","2","","03","1","","20","20","1","3074","310",1183,"2003245","05"
"200324506","2","02","1","5","1","1","2","2","2","2","2","2","2","","1","02","2","","2","","05","1","","20","20","1","3074","310",1183,"2003245","06"
"200324507","2","03","1","2","1","1","1","2","2","1","2","2","2","","2","","2","","2","","06","1","","20","20","1","3074","310",1183,"2003245","07"
"200324509","2","03","1","2","1","1","1","2","2","2","2","2","2","","1","01","2","","2","","05","1","","20","20","1","3074","310",1183,"2003245","09"
"200324510","2","02","2","2","1","1","2","2","2","2","2","2","2","","2","","2","","2","","05","1","","20","20","1","3074","310",1183,"2003245","10"
"200324511","2","04","2","5","2","1","1","2","2","2","1","2","2","","1","01","2","","2","","05","1","","20","20","1","3074","310",1183,"2003245","11"
"200324512","1","02","2","5","2","1","1","2","2","2","2","2","2","","1","01","2","","2","","03","1","","20","20","1","3074","310",1183,"2003245","12"
"200324513","2","02","2","5","2","1","2","2","2","2","2","2","2","","1","01","2","","2","","05","1","","20","20","1","3074","310",1183,"2003245","13"
"200324514","1","01","2","5","2","1","2","2","2","2","2","2","2","","1","01","2","","2","","04","1","","20","20","1","3074","310",1183,"2003245","14"
"200324515","2","01","2","5","2","1","2","2","2","2","2","2","2","","2","","2","","2","","02","1","","20","20","1","3074","310",1183,"2003245","15"
"200324516","2","02","2","5","2","1","2","2","2","2","2","2","2","","2","","2","","2","","05","1","","20","20","1","3074","310",1183,"2003245","16"
